"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type"
"466";10453;"Landsec";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services, Other services";"Services";"Real estate services, REIT";"Financial services";"Services";"REIT";"Int 1";"Scope 1+2 (location-based) +3 (downstream)";77;40;2014;2016;0.059;2030;"Yes, this target has been approved as science-based by the Science Based Targets initiative";99.5;"Underway";"Our target is to reduce carbon intensity (tCO2e/m2) by 40% by 2030 compared to a 2013/14 baseline, for property under our management for at least two years. It excludes those properties which are acquired, sold or included in the development pipeline at any time within the last two years. This target includes Scope 1 and 2 emissions, and Scope 3 emissions associated with downstream leased assets (gas and electricity procured by us and used by our occupiers) but excludes Scope 1 emissions associated with refrigerant gas and owned vehicles. In December 2016, the Science Based Targets initiative approved our target, making us the first real estate company in the world to achieve this approval. We calculated our target using the SBTi Sectoral Decarbonisation Approach. This methodology asks companies to assume a % growth factor for their company to calculate an accurate intensity reduction target based upon their absolute emission reduction requirements. Working with the Carbon Trust, we agreed that our company is likely to grow in line with the European real estate average which is 0.7% per annum. This factor has therefore been applied to the baseline portfolio size to project future total portfolio size and required intensity reductions. The figure 33% would be the absolute emission reduction required according to our calculated pathway assuming zero portfolio growth. The same % change anticipated in emissions has been applied to both Scope 1 & 2 and Scope 3. This is because our target covers both Scope 1 & 2 emissions and a selection of Scope 3 emissions. Scope 3 emissions not included within our target have not been incorporated into this calculation. In 2018/19, we have reduced carbon intensity by 39.8% compared to 2013/14 baseline.";NA;NA;NA;14;0.142857142857143;2.5;2019;"2019-02-28";112966;"DWH 2014 S1, DWH 2014 S2L, DWH 2014 S3.10, DWH 2014 S3.13, DWH 2014 S3.14: downstream completeness: 0.375";66402;"C5.1 2019 S1, C5.1 2019 S2L";166009;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.09, C6 2019 S3.10, C6 2019 S3.11, C6 2019 S3.12, C6 2019 S3.13, C6 2019 S3.14, C6 2019 S3.15: downstream completeness: 1";40397;"C6 2019 S1, C6 2019 S2L";"-0ca-0e-0fa-0fa-0fa-0za-7f-0zb-7f-0rab-0rbd-0rba-0rbd-0rcb-0rba-0rcb-0rca-0reb-0rcb-0rba-0rbd";"Organizational changes: Acquisitions: 7.4% increased in 2018,  Change in methodology: 15.0% decreased in 2018,  Divestment: 8.0% decreased in 2018, Change in methodology: 14.3% decreased in 2017,  Acquisitions: 4.5% increased in 2017,  Divestment: 5.9% decreased in 2017, Acquisitions: 4.6% increase in 2016,  Divestment: 4.4% decrease in 2016,  Other: 10.3% decrease in 2016, Acquisitions: 2% increase in 2015,  Divestment: 5% decrease in 2015,  Change in methodology: 5% decrease in 2015";"10453-int-S12L3-2014-2030-1";"intensity"
"467";10453;"Landsec";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services, Other services";"Services";"Real estate services, REIT";"Financial services";"Services";"REIT";"Int 2";"Scope 1+2 (location-based) +3 (downstream)";77;80;2014;2016;0.059;2050;"No, but we are reporting another target that is science-based";49.7;"Underway";"As part of our science-based target, we have a longer-term ambition: to reduce our carbon intensity by 80% by 2050, compared to a 2013/14 baseline, for property under our management for at least two years. It excludes those properties which are acquired, sold or included in the development pipeline at any time within this period. This target includes Scope 1 and 2 emissions and Scope 3 emissions associated with downstream leased assets (gas and electricity procured by us and used by our occupiers) but excludes Scope 1 emissions associated with refrigerant gas and owned vehicles. We calculated our target using the SBTi Sectoral Decarbonisation Approach. This methodology asks companies to assume a % growth factor for their company to calculate an accurate intensity reduction target based upon their absolute emission reduction requirements. Working with the Carbon Trust, we agreed that our company is likely to grow in line with the European real estate average which is 0.7% per annum. This factor has therefore been applied to the baseline portfolio size to project future total portfolio size and required intensity reductions. The figure 74% would be the absolute emission reduction required according to our calculated pathway assuming zero portfolio growth. The same % change anticipated in emissions has been applied to both Scope 1 & 2 and Scope 3. This is because our target covers both Scope 1 & 2 emissions and a selection of Scope 3 emissions. Scope 3 emissions not included within our target have not been incorporated into this calculation.";NA;NA;NA;34;0.0588235294117647;2.22222222222222;2019;"2019-02-28";112966;"DWH 2014 S1, DWH 2014 S2L, DWH 2014 S3.10, DWH 2014 S3.13, DWH 2014 S3.14: downstream completeness: 0.375";66402;"C5.1 2019 S1, C5.1 2019 S2L";166009;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.09, C6 2019 S3.10, C6 2019 S3.11, C6 2019 S3.12, C6 2019 S3.13, C6 2019 S3.14, C6 2019 S3.15: downstream completeness: 1";40397;"C6 2019 S1, C6 2019 S2L";"-0e-0fa-0e-0za-7f-0zb-7f-0rab-0rbd-0rba-0rbd-0rcb-0rba-0rcb-0rca-0reb-0rcb-0rba-0rbd";"Organizational changes: Acquisitions: 7.4% increased in 2018,  Change in methodology: 15.0% decreased in 2018,  Divestment: 8.0% decreased in 2018, Change in methodology: 14.3% decreased in 2017,  Acquisitions: 4.5% increased in 2017,  Divestment: 5.9% decreased in 2017, Acquisitions: 4.6% increase in 2016,  Divestment: 4.4% decrease in 2016,  Other: 10.3% decrease in 2016, Acquisitions: 2% increase in 2015,  Divestment: 5% decrease in 2015,  Change in methodology: 5% decrease in 2015";"10453-int-S12L3-2014-2050-1";"intensity"
"468";10480;"LANXESS AG";"Investor";"public";"Germany";"Chemicals";"Manufacturing";"Other base chemicals, Specialty chemicals";"Chemicals";"Manufacturing";"Other base chemicals";"Int 1";"Scope 1";100;25;2015;2016;0.253;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";0;"Underway";"Our target setting approach: LANXESS translated the intensity targets of 2015-2025 into an absolute target and challenged it against the SBT approach and the CDP SBT criteria. We came to the conclusion that the targets fulfills the requirements of the SBT approach. Our short- term target 2015-2025 addresses the global reduction pathway with a less steep reduction curve until 2025 due to our link to local reduction pathways, especially for China. In addition we set new long-term targets for 2035 and 2040. Please refer to C 4.1a.---------------------Target achievement: Taking into account our emission reduction activities and our active climate orientated portfolio management, the scope 1) intensity target is still in progress/to be achieved. In addition to the absolute targets we set intensity targets for our internal project steering and carbon management to normalize short term market effects. However absolute targets will be the relevant approach for the future.";NA;NA;"China (breakdown matches)";9;0.222222222222222;2.5;2018;"2018-12-31";1643000;"DWH 2016 S1";NA;NA;1524000;"C6 2019 S1";NA;NA;"-0cb-7a-0za-7f-0zb-7f-0ta-0rba-0rcd-0rec-0rcb-0rab-0rec-0rcd-0rce-0rec-0rcd";"Found keyword(s): China; Organizational changes: Divestment: 39.1% decreased in 2018,  Change in methodology: 0.64% increased in 2018,  Other: 1.0% increased in 2018,  Acquisitions: 0.39% increased in 2018, Acquisitions: 5.38% increased in 2017,  Other: 0.01% increased in 2017,  Change in methodology: 0.04% decreased in 2017,  Change in boundary: 0.36% increased in 2017, Other: 0.35% increase in 2016,  Change in methodology: 1.48% increase in 2016";"10480-int-S1-2015-2025-1";"intensity"
"469";10480;"LANXESS AG";"Investor";"public";"Germany";"Chemicals";"Manufacturing";"Other base chemicals, Specialty chemicals";"Chemicals";"Manufacturing";"Other base chemicals";"Int 2";"Scope 2 (market-based)";100;25;2015;2016;0.4615;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Achieved";"Our target setting approach: LANXESS translated the intensity targets of 2015-2025 into an absolute target and challenged it against the SBT approach and the CDP SBT criteria. We came to the conclusion that the targets fulfills the requirements of the SBT approach. Our short- term target 2015-2025 addresses the global reduction pathway with a less steep reduction curve until 2025 due to our link to local reduction pathways, especially for China. In addition we set new long-term targets for 2035 and 2040. Please refer to C 4.1a.--------------Target achievement: Taking into account our emission reduction activities and our active climate orientated portfolio management, the scope 2 (market-based) intensity target is already achieved this year. In addition to the absolute targets we set intensity targets for our internal project steering and carbon management to normalize short term market effects. However absolute targets will be the relevant approach for the future.";NA;NA;"China (breakdown matches)";9;0.222222222222222;2.5;2018;"2018-12-31";3075000;"DWH 2016 S2M";NA;NA;1685000;"C6 2019 S2M";NA;NA;"-0ca-7a-0za-7f-0zb-7f-0ta-0rba-0rcd-0rec-0rcb-0rab-0rec-0rcd-0rce-0rec-0rcd";"Found keyword(s): China; Organizational changes: Divestment: 39.1% decreased in 2018,  Change in methodology: 0.64% increased in 2018,  Other: 1.0% increased in 2018,  Acquisitions: 0.39% increased in 2018, Acquisitions: 5.38% increased in 2017,  Other: 0.01% increased in 2017,  Change in methodology: 0.04% decreased in 2017,  Change in boundary: 0.36% increased in 2017, Other: 0.35% increase in 2016,  Change in methodology: 1.48% increase in 2016";"10480-int-S2M-2015-2025-1";"intensity"
"470";10609;"LEGRAND";"Investor";"public";"France";"Electrical & electronic equipment, Metal products manufacturing";"Manufacturing";"Electrical equipment, Fabricated metal components";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";"Int 1";"Scope 1+2 (location-based)";100;10;2013;2014;188000;2018;"No, but we are reporting another target that is science-based";100;"Achieved";"taking into account the reference year (2013) value of 42.15 (metric ton CO2 per unit revenue in k) and according to gross values change Legrand is well in advance compared to its road map. Indeed relative value for 2018 is 29,68 compared to a theoretical advance at 38.09 for a linear trend.";NA;NA;NA;4;1;2;2018;"2018-09-30";188133;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;177660;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0zb-7f-0rec-0rab-0rcb-0rec-0rcb-0rec-0rcb-0rec-0rbd-0rce";"Organizational changes: Other: 1.3% decreased in 2018,  Acquisitions: 5.0% increased in 2018, Acquisitions: 2.8% increased in 2017,  Other: 1.6% decreased in 2017, Acquisitions: 4.7% increase in 2016,  Other: 1% increase in 2016, Acquisitions: 1.49% increase in 2015,  Other: 1.66% increase in 2015, Change in methodology: 8% decrease in 2014,  Change in boundary: 1.7% increase in 2014";"10609-int-S12L-2013-2018-1";"intensity"
"471";10629;"Legal and General";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Asset managers, Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 1+2 (location-based)";100;20;2013;2013;3.79;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"Target; By 2020 the group will reduce carbon emissions per policy by 20% based on the 2013 baseline.Notes; Please note that the baseline for this target does not include our new house building businesses e.g. Cala Homes, L&G Homes and our modular factory in Leeds. For example CALA Homes represents 6,600 tCO2e, however these new businesses do not have any policy customers. Therefore they are out of scope of this target.When we compare a like for like baseline i.e. the energy used in our UK occupied offices to run our businesses then we have exceeded this target as this has reduced by 38% from our 2013 baseline.We will replace this target with a new target which fully reflects all our businesses but we are awaiting the guidance from the SBTi to be released for the financial sector.";NA;NA;"Cala Homes (breakdown matches)";7;0.714285714285714;2.85714285714286;2018;"2018-12-31";38895.28;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;41429;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0e-0fb-7a-0zb-7f-0tb-0rab-0rce-0rba-0rce-0rca-0rcb-0rcd";"Found keyword(s): Cala Homes; Organizational changes: Acquisitions: 16.6% increased in 2018, Change in boundary: 2.55% decreased in 2017,  Divestment: 9.35% decreased in 2017, Change in boundary: 1% decrease in 2016,  Divestment: 1% decrease in 2016,  Acquisitions: 3.5% increase in 2016, Change in methodology: 2% increase in 2015";"10629-int-S12L-2013-2020-1";"intensity"
"472";10629;"Legal and General";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"Asset managers, Insurance";"Financial services";"Services";"Insurance";"Int 2";"Scope 2 (market-based)";100;20;2013;2013;10.1;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"Target exceeded -by 2020 reduce CO2 emissions by 20% from our Real Assets division.Achievement: We have achieved a 22% reduction in CO2 emissions from our Real Assets i.e. buildings we own but don't occupy. Please refer to our Real Assets Sustainability Review for further details.https://www.legalandgeneral.com/institutional/files/real-assets/_resources/files/lgp-sustainability-review.pdf";NA;NA;"Real Assets (breakdown matches)";7;0.714285714285714;2.85714285714286;2018;"2018-12-31";12874;"C5.1 2019 S2M";NA;NA;5035;"C6 2019 S2M";NA;NA;"-0ca-0e-0e-7a-0zb-7gb-0tb-0rab-0rce-0rba-0rce-0rca-0rcb-0rcd-7h";"Found keyword(s): Real Assets; Organizational changes: Acquisitions: 16.6% increased in 2018, Change in boundary: 2.55% decreased in 2017,  Divestment: 9.35% decreased in 2017, Change in boundary: 1% decrease in 2016,  Divestment: 1% decrease in 2016,  Acquisitions: 3.5% increase in 2016, Change in methodology: 2% increase in 2015";"10629-int-S2M-2013-2020-1";"intensity"
"473";10649;"Intu Properties plc";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services";"Services";"REIT";"Financial services";"Services";"REIT";"Int 1";"Scope 1+2 (location-based)";100;50;2010;2013;45505;2020;"No, but we anticipate setting one in the next 2 years";100;"Retired";"We achieved our 50% reduction target early and reached 64% reduction in the 2018 reporting year.";NA;NA;NA;7;0.714285714285714;5;2018;"2018-12-31";43505;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;26498;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0e-0fb-7a-0za-7ga-0zb-7gb-0rcb-0rcb-0rab-7h";"Organizational changes: Acquisitions: 3% increase in 2013, Acquisitions: 2% increase in 2012, Acquisitions: 16.7% increase in 2011";"10649-int-S12L-2010-2020-1";"intensity"
"474";10667;"LG Chem Ltd";"Investor";"public";"Republic of Korea";"Chemicals, Electrical & electronic equipment";"Manufacturing";"Batteries, Other base chemicals, Specialty chemicals";"Chemicals";"Manufacturing";"Other base chemicals";"Int 1";"Scope 1+2 (location-based)";100;15;2008;2016;0.503;2020;"No, but we anticipate setting one in the next 2 years";90.3;"Revised";"- 16,547,214 tons as total annual productions in 2018- In 2015, intensity targets were established and managed, but the targets were modified by 2020 in recognition of realistic limitations in achieving them.(81% of the reduction target set for the first time).- Achieving the revised reduction target will be difficult, but continued efforts will be made.-In mid-and long-term goals to be established by 2020, we will set stronger reduction targets and work harder to achieve them.";NA;NA;"annual";4;0.5;1.25;2018;"2018-12-31";5571167;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;9910600;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ma-0fb-0za-7gb-0zb-7gb-0rcd-0rcc-0rea";"Organizational changes: Change in methodology: 1.38% increased in 2018, Mergers: 0.74% increased in 2017, Other: 7.1% increase in 2015";"10667-int-S12L-2008-2020-1";"intensity"
"475";10673;"LG Household & Health Care";"Investor";"public";"Republic of Korea";"Chemicals, Food & beverage processing";"Food, beverage & agriculture, Manufacturing";"Non-alcoholic beverages, Personal care & household products";"Chemicals";"Manufacturing";"Personal care & household products";"Int 1";"Scope 1+2 (location-based)";100;32;2009;2009;0.1139;2020;"No, but we anticipate setting one in the next 2 years";9;"Underway";"scope applies only to domestic location Scope 1 + 2 (location-based) and excludes both overseas Scope 1 + 2 and domestic / overseas Scope 3 sources.";NA;NA;"domestic";11;0.818181818181818;2.90909090909091;2018;"2018-12-31";41184;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;51631;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ua-0ub-7a-0za-7f-0zb-7f-0rce-0rce";"Organizational changes: Change in boundary: 4.2% increase in 2015, Change in boundary: 3.4% increase in 2014";"10673-int-S12L-2009-2020-1";"intensity"
"476";10696;"Lincoln National Corporation";"Investor";"public";"United States of America";"Financial services";"Services";"Insurance";"Financial services";"Services";"Insurance";"Int 1";"Scope 2 (location-based)";100;20;2014;2015;3.6323;2020;"No, and we do not anticipate setting one in the next 2 years";29.72;"Underway";"This is the same target reported on in 2018, Int1. Planned reductions relative to time elapsed are skewed toward the latter part of the period. We are on track to achieve the target reductions by 2020.";NA;NA;NA;5;0.6;3.33333333333333;2018;"2018-12-31";15562;"DWH 2015 S2L";NA;NA;10406.34;"C6 2019 S2L";NA;NA;"-0za-7f-0zb-7f-0rec-0rcb";"Organizational changes: Other: 1.71% increased in 2018, Acquisitions: 1.86% increased in 2017";"10696-int-S2L-2014-2020-1";"intensity"
"477";10755;"Lintec Corporation";"Investor";"public";"Japan";"Chemicals, Wood & paper materials";"Manufacturing, Materials";"Pulp & paper mills, Specialty chemicals";"Chemicals";"Manufacturing";"Specialty chemicals";"Int 1";"Scope 1 +2 (market-based)";81.71;1;2017;2018;185700;2018;"No, and we do not anticipate setting one in the next 2 years";100;"Achieved";"?????????????????????????????????????1%????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????1????2???????????????????????????????????????????90.6????97.2???????????????????????????94,787.30????124.543.96??????????????????????????????????";NA;"Possible ex-post (uncommon specificity)";NA;0;NA;1;2019;"2019-03-31";211491.52;"CCDS 2017 S1, CCDS 2017 S2M";NA;NA;219331.26;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;"-0ab-0ca-0e-0db-7a-0tb-9ab";"Found keyword(s): ????, ???????";"10755-int-S12M-2017-2018-1";"intensity"
"478";10787;"Lite-On Technology Corporation";"Investor";"public";"Taiwan, Greater China";"Electrical & electronic equipment";"Manufacturing";"Electronic components, Electronic equipment";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";"Int 1";"Scope 1 +2 (market-based)";95;39.3;2014;2018;1.98;2025;"Yes, this target has been approved as science-based by the Science Based Targets initiative";38.24;"Replaced";"In 2018, our total greenhouse gas emission is 322,293 Tonnes CO2e, which the GHG intensity is equal to 1.69 tonnes of CO2e per million TWD revenue. This result shows a 15.03% intensity decrease compared with 2014 base year. This result achieves our SBT expectation (-13.84%) which was calculated by Science Based Target Setting - SDA Tool, and achieved 38.24% to our SBT reduction target (Reduce 39.3% GHG emissions (Scope 1 and 2) intensity from a 2014 base year) which was approved by Science Based Targets initiative, SBTi) [(1.69-1.98)/1.98/39.3%=38.24% ]";"Possible % achieved issue";NA;NA;7;0;3.57272727272727;2018;"2018-12-31";401384.18;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;322292.85;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0hb-0fa-0fb-0fa-0fa-0fa-0fa-0da-0db-7a-0zb-7f-0rce-0rba-0rcd-0rcd-0rcd-0rcd-2ea";"Organizational changes: Change in boundary: 2.36% increased in 2018,  Divestment: 7.32% decreased in 2018,  Change in methodology: 2.24% decreased in 2018, Change in methodology: 3.22% decreased in 2017, Change in methodology: 1.72% decrease in 2016, Change in methodology: 0.01% decrease in 2015";"10787-int-S12M-2014-2025-1";"intensity"
"479";10848;"IGT PLC";"Investor";"public";"Italy";"Entertainment facilities";"Hospitality";"Gambling";"Entertainment facilities";"Hospitality";"Gambling";"Int 1";"Scope 1+2 (location-based)";90;2;2017;2018;0.17;2018;"No, and we do not anticipate setting one in the next 2 years";100;"Expired";"IGT has a year on year rolling target of reduction of 2% of all Scope 1 and Scope 2 emissions compared to square meter. This intensity target is applied to the 2018 Scope 1 and Scope 2 emissions by considering the same tool boundary as of 2017 (equal to 90% of overall emissions of 2018). In 2018, the target has been reached and exceeded. In fact, the ratio decreased of 2.2% compared to the base year as result of both increase in square meter and decrease in Scope 1 and Scope 2 emissions (related to the tool boundary aligned to 2017). This is due to the implementation of emissions reduction activities aimed at reducing the consumption of electricity as well as the continous reduction of vehicle's fuel consumption in US and the increasing attention of employees to a more efficient use of energy during the daily activities.";NA;NA;NA;0;NA;2;2018;"2018-12-31";73812;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;84455;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0ca-0e-0fb-0e-0rae-0rec";"Organizational changes: Change in boundary: 11.1% increased in 2018,  Other: 3.1% increased in 2018";"10848-int-S12L-2017-2018-1";"intensity"
"480";10871;"London Stock Exchange";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services, Specialized professional services";"Services";"Banks, Other financial, Other professional services";"Specialized professional services";"Services";"Other financial";"Int 1";"Scope 1+2 (market-based) +3 (upstream)";100;20;2013;2014;0.0000278;2020;"No, but we are reporting another target that is science-based";100;"Achieved";"This target was reported as 'Int 1' in our 2018 response and covers Group Emissions from Scope 1, 2 and 3 (including Air Travel, Rail Travel, Water and Waste).We exceeded this long-term target in 2017 due primarily to a switch to 100% renewable electricity for our owned and operated UK and Italian facilities, which includes a proportion of our data centre consumption. In addition, we have made improvements in the energy efficiency of our offices and data centres since 2013. This target continued to be exceeded in the reporting year, with a reduction of 70% tCO2e per Revenue in 2018 vs 2013 base year.As a result of meeting this target, we anticipate our absolute Scope 1, 2 and 3 emissions to increase by 101% by 2020 compared to 2013. We maintain this target in 2018, whilst we continue to develop our SBTi approved science-based target. A new medium term, long term and incremental annual rolling targets will be developed that complement our science-based target.";NA;NA;"annual";6;0.666666666666667;2.85714285714286;2018;"2018-12-31";NA;NA;NA;NA;437958.7;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 0.888888888888889";8546;"C6 2019 S1, C6 2019 S2M";"-0ca-0ma-0fb-0fb-0fb-7a-7c-0za-7f-0rec-0rec-0rbd-0rec-0rbd-0rcb";"Organizational changes: Other: 0.54% decreased in 2018, Other: 1.65% increased in 2017,  Change in methodology: 8.46% decreased in 2017, Other: 1.89% increase in 2016,  Change in methodology: 9.36% decrease in 2016, Acquisitions: 2.92% increase in 2015";"10871-int-S12M3-2013-2020-2";"intensity"
"481";10871;"London Stock Exchange";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services, Specialized professional services";"Services";"Banks, Other financial, Other professional services";"Specialized professional services";"Services";"Other financial";"Int 2";"Scope 1+2 (market-based) +3 (upstream)";100;20;2013;2014;9.04;2020;"No, but we are reporting another target that is science-based";100;"Achieved";"This target was reported as 'Int 2' in our 2018 response and covers Group Emissions from Scope 1, 2 and 3 (including Air Travel, Rail Travel, Water and Waste).We exceeded this long-term target in 2017 due primarily to a switch to 100% renewable electricity for our owned and operated UK and Italian locations, together with other significant improvements in energy efficiency since 2013. This target continued to be exceeded in the reporting year (-63% tCO2e per FTE in 2018 vs base year).As a result of meeting this target, we anticipate our absolute Scope 1, 2 and 3 emissions to increase by 54% by 2020. We maintain this target in 2018, whilst we continue to develop our SBTi approved science-based target. A new medium term, long term and incremental annual rolling targets will be developed that complement our science-based target.";NA;NA;"annual";6;0.666666666666667;2.85714285714286;2018;"2018-12-31";NA;NA;NA;NA;437958.7;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 0.888888888888889";8546;"C6 2019 S1, C6 2019 S2M";"-0ca-0ma-0fb-0fb-0fb-7a-7c-0za-7f-0rec-0rec-0rbd-0rec-0rbd-0rcb";"Organizational changes: Other: 0.54% decreased in 2018, Other: 1.65% increased in 2017,  Change in methodology: 8.46% decreased in 2017, Other: 1.89% increase in 2016,  Change in methodology: 9.36% decrease in 2016, Acquisitions: 2.92% increase in 2015";"10871-int-S12M3-2013-2020-1";"intensity"
"482";10871;"London Stock Exchange";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services, Specialized professional services";"Services";"Banks, Other financial, Other professional services";"Specialized professional services";"Services";"Other financial";"Int 3";"Scope 1+2 (market-based) +3 (upstream)";100;5;2017;2017;0.0000112;2018;"No, but we are reporting another target that is science-based";100;"Achieved";"Target covers Total Group Emissions from Scope 1, 2 and 3 (including Air Travel, Rail Travel, Water and Waste).We exceeded this annual target in 2018 due primarily to a switch to, 100% renewable electricity for some of our UK and Italian locations. This switch began in 2017, however we continued to benefit from reductions in H1 of 2018.Additional energy and emissions reduction initiatives such as the continuation of the cold aisle containment projects at our Croydon site, and roll out of LED lighting replacements have also contributed to this reduction.This target was exceeded in the reporting year (-26% tCO2e per Revenue in 2018 vs 2017).As a result of meeting this target, we anticipate a 4% increase in absolute S1, S2 + S3 emissions This is calculated based on the growth in revenue in 2018 compared to 2017 (9.7%). The switch to renewable energy and other energy efficiency measures has allowed a 37% reduction in absolute Scope 1 & 2 emissions vs 2017, while our Scope 3 emissions have increased.";NA;NA;"annual";1;1;5;2018;"2018-12-31";21848;"C6 2019 S1, C6 2019 S2M, C6 2018 S3.03, C6 2018 S3.04, C6 2018 S3.05, C6 2018 S3.06, C6 2018 S3.08, C6 2018 S3.16: upstream completeness: 0.666666666666667";13613;"C6 2019 S1, C6 2019 S2M";437958.7;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 0.888888888888889";8546;"C6 2019 S1, C6 2019 S2M";"-0ab-0aa-0ca-0ma-0fb-0fb-0fa-0fb-0fb-7a-7c-0rec-7e";"Organizational changes: Other: 0.54% decreased in 2018";"10871-int-S12M3-2017-2018-2";"intensity"
"483";10871;"London Stock Exchange";"Investor";"public";"United Kingdom of Great Britain and Northern Ireland";"Financial services, Specialized professional services";"Services";"Banks, Other financial, Other professional services";"Specialized professional services";"Services";"Other financial";"Int 4";"Scope 1+2 (market-based) +3 (upstream)";100;2;2017;2017;3.98;2018;"No, but we are reporting another target that is science-based";100;"Achieved";"Target covers Total Group Emissions from Scope 1, 2 and 3 (including Air Travel, Rail Travel, Water and Waste).We exceeded this annual target in 2018 due primarily to a switch to, 100% renewable electricity for our some UK and Italian locations. This switch begun in 2017, were we saw significant reductions, but 2018 saw the close out of the first 12 months shift to renewable electricity at these sites. Additional energy and emissions reduction initiatives such as the continuation of the cold aisle containment projects at our Croydon site, and roll out of LED lighting replacements have also contributed to this reduction.This target was exceeded in the reporting year (-16% tCO2e per FTE employee in 2018 vs 2017).As a result of meeting this target, we anticipate a 8% decrease in absolute S1, S2 + S3 emissions This is calculated based on the static headcount in 2018 compared to 2017. The switch to renewable energy and other energy efficiency measures has allowed a 37% reduction in absolute Scope 1 & 2 emissions vs 2017, while our Scope 3 emissions have increased.";NA;NA;"annual";1;1;2;2018;"2018-12-31";21848;"C6 2019 S1, C6 2019 S2M, C6 2018 S3.03, C6 2018 S3.04, C6 2018 S3.05, C6 2018 S3.06, C6 2018 S3.08, C6 2018 S3.16: upstream completeness: 0.666666666666667";13613;"C6 2019 S1, C6 2019 S2M";437958.7;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.08, C6 2019 S3.16: upstream completeness: 0.888888888888889";8546;"C6 2019 S1, C6 2019 S2M";"-0ab-0aa-0ca-0ma-0fb-0fb-0fb-0fb-0rec-7e";"Organizational changes: Other: 0.54% decreased in 2018";"10871-int-S12M3-2017-2018-1";"intensity"
