"";"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type";"fin_sector"
"47";1487;"Bankinter";"Investor";"public";"EU";"Financial services";"Services";"Banks, Insurance";"Financial services";"Services";"Banks";"Abs 2";"Scope 3: Purchased goods & services";0,6;12;2012;2013;379,28;2018;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"The objective is to reduce the annual rate by 2%, which is why we are talking about a 12% reduction in 2018. In 2018, a reduction of 51% was achieved compared to 2012, which has meant a great achievement in the reduction of paper, toner, water and furniture for Bankinter.";NA;NA;"annual";5;1;2;2018;"2018-12-31";NA;NA;NA;NA;184,64;"C6 2019 S3.01";NA;NA;"-0ca-0ma-0fa-0e-0fb-0rec-0rce-0rad-0rea-0rab-0rad-0rec-0rec-5ad";"Organizational changes: Other: 0.99% decreased in 2018, Change in boundary: 3.83% increased in 2017,  Change in methodology: 11.31% increased in 2017, Other: 10% increase in 2016,  Acquisitions: 8.66% increase in 2016, Change in methodology: 95.7% increase in 2015,  Other: 3.3% decrease in 2015, Other: 3.65% increase in 2014";"1487-abs-S3-2012-2018-1";"absolute";"fin"
"48";1487;"Bankinter";"Investor";"public";"EU";"Financial services";"Services";"Banks, Insurance";"Financial services";"Services";"Banks";"Abs 3";"Scope 2 (market-based)";100;12;2012;2013;9539,24;2018;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"The proposed objective is to reduce annual 2%, which is why we are talking about a 12% reduction in 2018. This year, taking into account the Green Energy purchases, Bankinter has reached a reduction compared to 2012 of 41,77%, which is an important achievement.";NA;NA;"annual";5;1;2;2018;"2018-12-31";9539;"C5.1 2019 S2M";NA;NA;5554,49;"C6 2019 S2M";NA;NA;"-0ca-0ma-0fa-0e-0fb-0vk-0rec-0rce-0rad-0rea-0rab-0rad-0rec-0rec-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 9539).; Organizational changes: Other: 0.99% decreased in 2018, Change in boundary: 3.83% increased in 2017,  Change in methodology: 11.31% increased in 2017, Other: 10% increase in 2016,  Acquisitions: 8.66% increase in 2016, Change in methodology: 95.7% increase in 2015,  Other: 3.3% decrease in 2015, Other: 3.65% increase in 2014";"1487-abs-S2M-2012-2018-1";"absolute";"fin"
"49";1502;"Barclays";"Investor";"public";"United Kingdom";"Financial services";"Services";"Asset managers, Banks";"Financial services";"Services";"Banks";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";100;30;2015;2015;469535;2018;"No, but we are reporting another target that is science-based";100;"Achieved";"Group target has been integrated into the 2016 Citizenship Shared Growth Ambition - under The Way We Do Business. This metric is linked to the remuneration of our senior stakeholders. We previously explored the idea of converting our 30% carbon target to a Science Based target. Through our research we have concluded that our 30% carbon reduction target is more ambitious than setting a Science based target. Using the SBTI tool we found that achieving a 30% carbon reduction (against the 2015 baseline) using SBT methodology would require us to have a target greater than 3 years. In essence our carbon trajectory is currently ahead of our sector average. In 2018, we reduced our emissions by 38% exceeding our 30% carbon reduction commitment from a 2015 baseline. This was achieved through the implementation of our managed energy efficiency programme which was aimed at improving the operational efficiency of our property portfolio and data centre estate. We also acknowledge that the reduction of greenhouse gas grid emission factors has contributed significantly towards our overall Group carbon reduction. We have seen a reduction in our business travel emissions through the implementation of stricter controls on travel and approval processes.";NA;NA;NA;3;1;10;2018;"2018-09-30";701600;"DWH 2016 S1, DWH 2016 S2L, DWH 2016 S3.01, DWH 2016 S3.02, DWH 2016 S3.03, DWH 2016 S3.04, DWH 2016 S3.05, DWH 2016 S3.06: upstream completeness: 1";371124;"C5.1 2019 S1, C5.1 2019 S2L";4732314;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08: upstream completeness: 1";222898;"C6 2019 S1, C6 2019 S2L";"-0ca-0e-0e-0e-0fb-0e-0za-7f-0zb-7f-0sa-0wboq-2bo-2fboq-5ab";"Base year emissions check: Base yr emissions for target scope, Scope 1+2 (location-based) +3 (upstream), has been calculated from the following scopes/categories: S1, S2L, S3.01, S3.02, S3.03, S3.04, S3.05, S3.06 (upstream completeness: 1). -0wboq: stated base year emissions are 33% lower than calculated base year emissions (DWH 2016 | TOTAL 701600).";"1502-abs-S12L3-2015-2018-1";"absolute";"fin"
"50";1502;"Barclays";"Investor";"public";"United Kingdom";"Financial services";"Services";"Asset managers, Banks";"Financial services";"Services";"Banks";"Abs 2";"Scope 1 +2 (market-based)";100;37;2018;2018;282593;2025;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"New";"Barclays' previous group carbon reduction target under the Citizenship Shared Growth Ambition ran from 1st Oct 2014 to 31st September 2018. Barclays has set a new suite of ambitious long term environmental targets from 2018-2025 which focus on our environmental controls, environmental footprint & environmental engagement. One of the environmental footprint targets is our new Group Carbon Reduction target which was calculated using the SBT methodology and has received unofficial validation by the SBTI.";NA;NA;NA;7;0;5,28571428571429;2018;"2018-09-30";274827;"C6 2019 S1, C6 2019 S2M";NA;NA;274827;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0cb-0db-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 97% of calculated base year emissions (C6 2019 | TOTAL 274827).";"1502-abs-S12M-2018-2025-1";"absolute";"fin"
"51";1502;"Barclays";"Investor";"public";"United Kingdom";"Financial services";"Services";"Asset managers, Banks";"Financial services";"Services";"Banks";"Abs 3";"Scope 2 (market-based): Waste";100;3;2018;2018;249294;2019;"No, but we are reporting another target that is science-based";0;"New";"Barclays is committed to managing our own operational footprint and reducing our absolute carbon emissions. As of the end of 2018 Barclays exceeded our 30% carbon reduction commitment with a 38% Group emissions reduction against the 2015 baseline. We have set ambitious new targets to reduce our emissions through the procurement of renewable energy and improve our waste recycling.Barclays acknowledge that the reduction of greenhouse gas grid emission factors has contributed significantly towards our overall Group carbon reduction and so have set a 3% year on year absolute energy reduction target from 2018 - 2025 to support the transition to a low-carbon economy.";NA;NA;NA;1;0;3;2018;"2018-09-30";249294;"C6 2019 S2M";NA;NA;249294;"C6 2019 S2M";NA;NA;"-0ab-0aa-0cb-0hb-0fb-0fb-0e-0db-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 249294).";"1502-abs-S2M-2018-2019-1";"absolute";"fin"
"52";1613;"BBVA";"Investor";"public";"EU";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 1";"Scope 1 +2 (market-based)";100;68;2015;2018;283299,85;2025;"No, but we anticipate setting one in the next 2 years";13,2;"New";"BBVA has approved its new strategy on climate change and sustainable development. As part of its commitment to mitigate environmental and social risks and minimize potentially negative direct and indirect impacts, this stratey includes a new emission reduction target of 68% by 2025, compared to 2015. This target covers 100% of BBVA's scope 1 and 2 emissions, which include those that come from the direct energy consumption (fossil fuels) and from electricity consumption. More than 80% of the total gross emissions in the base year came from the electricity consumption. This means that the evolution of this indicator will be highly impacted by the use of renewable energy in our buildings. In this sense, BBVA has committed to the RE100 initiative to sourcing 100% renewable power by 2030. On the hand, BBVA has been the first Spanish bank to commit to the Science Based Targets Initiative. The methodology for assesing financial institutions emissions is still being developed, but we have committed to setting and validating the SBT within two years from the date at which an applicable methodology becomes available. The base year emissions have been recalculated from last years to exclude Chile from the global scope.";NA;NA;"Chile (breakdown matches)";7;0;6,8;2018;"2018-12-31";283299,84;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;258732,9;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0e-0fb-0fb-0fb-0zb-7f-0vk-0ta-0rad-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 283299.84).; Found keyword(s): Chile; Organizational changes: Change in methodology: 7.0% increased in 2017";"1613-abs-S12M-2015-2025-1";"absolute";"fin"
"53";1613;"BBVA";"Investor";"public";"EU";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 2";"Scope 1 +2 (market-based)";100;100;2015;2018;283299,85;2050;"No, but we anticipate setting one in the next 2 years";8,67;"New";"Within the framework of its 2025 Pledge, BBVA has committed to manage environmental and social resources, minimize the potentially negative direct and indirect impact of its activity, and to source 70% of the BBVA Group's power consumption from renewable sources by 2025, and 100% by 2030. In line with this commitment, and considering that most of our CO2 emissions come from our electricty consumption, we plan to reduce by 100% our carbon footprint by 2050.";NA;NA;NA;32;0;2,85714285714286;2018;"2018-12-31";283299,84;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;258732,9;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0fa-0e-0e-0cd-0vk-0rad-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 283299.84).; Organizational changes: Change in methodology: 7.0% increased in 2017";"1613-abs-S12M-2015-2050-1";"absolute";"fin"
"54";1650;"Berner Kantonalbank AG BEKB";"Investor";"public";"Switzerland";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 1";"Scope 1+2 (market-based) +3 (upstream)";100;5;2015;2016;1419;2019;"No, but we are reporting another target that is science-based";100;"Underway";"The current short-term target for all Scopes is to reduce GHG emissions by 5% (= 71 tons) when compared to the emissions in 2015. Please note: The baseline 2015 has been set after the achievement of a considerable reduction of GHG emissions over the period 2001 - 2015!GHG data for Scope 1+2+3 (Calculation methodology VfU 2015): GHG emissions base year 2015 = 1419 tons. GHG emissions target 2019 = 1348 tons. GHG emissions 2018 = 1090 tons = 100% complete.";NA;NA;NA;3;0,666666666666667;1,25;2018;"2018-12-31";1213;"DWH 2016 S1, DWH 2016 S2M, DWH 2016 S3.01, DWH 2016 S3.02, DWH 2016 S3.03, DWH 2016 S3.04, DWH 2016 S3.05, DWH 2016 S3.06, DWH 2016 S3.08: upstream completeness: 0.875";702;"C5.1 2019 S1, C5.1 2019 S2M";1089;"C6 2019 S1, C6 2019 S2M, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.07, C6 2019 S3.08: upstream completeness: 1";487;"C6 2019 S1, C6 2019 S2M";"-0ca-0e-0fb-0za-7f-0zb-7f-0scm-0waoq-0rec-0rec-2bo-2fboq-5ab";"Base year emissions check: Base yr emissions for target scope, Scope 1+2 (market-based) +3 (upstream), has been calculated from the following scopes/categories: S1, S2M, S3.01, S3.02, S3.03, S3.04, S3.05, S3.06, S3.08 (upstream completeness: 0.875). -0waoq: stated base year emissions are 17% higher than calculated base year emissions (DWH 2016 | TOTAL 1213).; Organizational changes: Other: 3.4% decreased in 2017, Other: 2% increase in 2016";"1650-abs-S12M3-2015-2019-1";"absolute";"fin"
"55";1650;"Berner Kantonalbank AG BEKB";"Investor";"public";"Switzerland";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 2";"Scope 1 +2 (market-based)";100;12;2012;2013;720;2022;"No, but we are reporting another target that is science-based";100;"Underway";"BEKB has committed to a voluntary energy efficiency and GHG reduction target of 12% (= 86 tons) within the time span 2012-2022 in an agreement with the Swiss Economic Energy Agency, a public-private partnership in Switzerland to implement CO2 legislation. The base year emissions figure for this target has been recalculated according to the VfU 2015 methodology.GHG data for Scope 1+2 (Calculation methodology VfU 2015): GHG emissions base year 2012 = 720 tons. GHG emissions target 2022 = 634 tons. GHG emissions 2018 = 487 tons = 100% complete.";NA;NA;"Switzerland (breakdown matches)";9;0,555555555555556;1,2;2018;"2018-12-31";NA;NA;NA;NA;487;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0e-0fb-0za-7f-0zb-7f-0ta-0rec-0rec-0rca-0rcd-0rea-5ad";"Found keyword(s): Switzerland; Organizational changes: Other: 3.4% decreased in 2017, Other: 2% increase in 2016, Divestment: 3% decrease in 2015, Change in methodology: 3% increase in 2013,  Other: 6% increase in 2013";"1650-abs-S12M-2012-2022-1";"absolute";"fin"
"56";1650;"Berner Kantonalbank AG BEKB";"Investor";"public";"Switzerland";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 3";"Scope 1 +2 (market-based)";100;61;2004;2016;1643;2022;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";100;"Underway";"The current medium-term target for Scope 1 and 2 is to reduce GHG emissions by 61% from 2004 to 2022. Please note: This medium-term target includes the achievement of a considerable reduction of GHG emissions over the period 2004 - 2012, due to many actions, such as increasing energy efficiency of buildings and switching to electricity from renewable sources. The base year emissions figure for this target has been recalculated according to the VfU 2007 methodology.GHG data for Scope 1+2 (Calculation methodology VfU): GHG emissions base year 2004 = 1643 tons, GHG emissions target 2022 = 641 tons = reduction target of 1002 tons. GHG emissions 2018 = 487 tons = reduction since 2004 of 1156 tons = 100% complete.";NA;NA;NA;6;0,333333333333333;3,38888888888889;2018;"2018-12-31";NA;NA;NA;NA;487;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0e-0fb-0db-0za-7f-0zb-7f-0rec-0rec-0rca-0rcd-0rea-5ad";"Organizational changes: Other: 3.4% decreased in 2017, Other: 2% increase in 2016, Divestment: 3% decrease in 2015, Change in methodology: 3% increase in 2013,  Other: 6% increase in 2013";"1650-abs-S12M-2004-2022-1";"absolute";"fin"
"57";1650;"Berner Kantonalbank AG BEKB";"Investor";"public";"Switzerland";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 4";"Scope 1 +2 (market-based)";100;70;2004;2016;1643;2036;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";100;"Underway";"The current long-term target for Scope 1 and 2 is to reduce GHG emissions by 70% from 2004 to 2036. Please note: This long-term target includes the achievement of a considerable reduction of GHG emissions over the period 2004 - 2012, due to many actions, such as increasing energy efficiency of buildings and switching to electricity from renewable sources. The base year emissions figure for this target has been recalculated according to the VfU 2007 methodology.GHG data for Scope 1+2 (Calculation methodology VfU): GHG emissions base year 2004 = 1643 tons, GHG emissions target 2036 = 493 tons = reduction target of 1150 tons. GHG emissions 2018 = 487 tons = reduction since 2004 of 1156 tons = 100% complete.";NA;NA;NA;20;0,1;2,1875;2018;"2018-12-31";NA;NA;NA;NA;487;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0e-0fb-0za-7f-0zb-7f-0rec-0rec-0rca-0rcd-0rea-5ad";"Organizational changes: Other: 3.4% decreased in 2017, Other: 2% increase in 2016, Divestment: 3% decrease in 2015, Change in methodology: 3% increase in 2013,  Other: 6% increase in 2013";"1650-abs-S12M-2004-2036-1";"absolute";"fin"
"58";1680;"Bendigo and Adelaide Bank";"Investor";"public";"Australia";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 1";"Scope 1+2 (location-based) +3 (upstream & downstream)";100;NA;2017;2018;35000;2018;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"The bank has been measuring its Group-wide emissions data (CO2e or Carbon dioxide equivalent ) since 2010 under an agreement with Enel). This enables the bank to meet: 1. Regulatory and Compliance obligations: Report to the Federal Government under the National Greenhouse & Energy Reporting Act (NGER) if and when BEN reaches the current 50 kt threshold. Given BEN's emissions currently is stable below 40 kt, in the absence of any significant change to BEN's business or a Government change in the threshold, this is unlikely; 2. Investor expectations: Report to Carbon Disclosure Project (CDP). CDP captures and reports the necessary carbon data for inclusion in BEN's Annual Review/Report and other CSR reports that are requested from time-to-time and 3. Strategy alignment: Fulfil the bank's environmental commitment. In 2011, the Executive made a public 'Statement of Commitment to the Environment', which included a commitment to reduce our environmental footprint and to measure and report our progressThrough its relationship with Enel, BEN has an established, proven and robust ability to conduct the measurement of C02e emissions. In September 2017, the Board agreed that 35,000 metric tonnes per year of CO2e emissions be adopted as a target for BEN for F18, F19 and F20.""2017/2018 FY total was 32,57 metric tonnes of CO2e.";NA;NA;"annual";0;NA;NA;2018;"2018-06-30";33849,45;"C6 2018 S1, C6 2018 S2L, C6 2018 S3.01, C6 2018 S3.02, C6 2018 S3.03, C6 2018 S3.04, C6 2018 S3.05, C6 2018 S3.06, C6 2018 S3.08, C6 2018 S3.09, C6 2018 S3.10, C6 2018 S3.11, C6 2018 S3.12, C6 2018 S3.13, C6 2018 S3.15, C6 2018 S3.16: upstream completeness: 0.888888888888889 downstream completeness: 1";27737,99;"C6 2018 S1, C6 2018 S2L";31466,7;"C6 2019 S1, C6 2019 S2L, C6 2019 S3.01, C6 2019 S3.02, C6 2019 S3.03, C6 2019 S3.04, C6 2019 S3.05, C6 2019 S3.06, C6 2019 S3.08, C6 2019 S3.09, C6 2019 S3.10, C6 2019 S3.11, C6 2019 S3.12, C6 2019 S3.13, C6 2019 S3.15, C6 2019 S3.16: upstream completeness: 0.888888888888889 downstream completeness: 1";25833,07;"C6 2019 S1, C6 2019 S2L";"-6a-0ab-0ca-0ma-0scm-0vm-7e-6fm-5aa";"Missing info: Targeted % reduction from base year; Base year emissions check: Base yr emissions for target scope, Scope 1+2 (location-based) +3 (upstream & downstream), has been calculated from the following scopes/categories: S1, S2L, S3.01, S3.02, S3.03, S3.04, S3.05, S3.06, S3.08, S3.09, S3.10, S3.11, S3.12, S3.13, S3.15, S3.16 (upstream completeness: 0.888888888888889 downstream completeness: 1). -0vm: stated base year emissions are 97% of calculated base year emissions (C6 2018 | TOTAL 33849.45).";"1680-abs-S12L3-2017-2018-1";"absolute";"fin"
"59";1875;"BlackRock";"Investor";"public";"USA";"Financial services";"Services";"Asset managers";"Financial services";"Services";"Asset managers";"Abs 1";"Scope 1+2 (location-based)";100;30;2014;2014;30234;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";37;"Underway";"BlackRock has committed to reducing facility location-based GHG emissions (electricity, stationary combustion, and refrigerants) 30% by 2020.";NA;NA;NA;6;0,666666666666667;5;2018;"2018-12-31";30233,6;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;26849,66;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0e-0zb-7f-0vk-0vo-0rab-0rab-0rae-0rbd-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 30233.6). -0vo: stated base year emissions are 103% of calculated base year emissions (DWH 2015 | TOTAL 31191.99).; Organizational changes: Acquisitions: 5.0% increased in 2018, Acquisitions: 14% increase in 2015,  Change in boundary: 13% increase in 2015,  Change in methodology: 12% decrease in 2015";"1875-abs-S12L-2014-2020-1";"absolute";"fin"
"60";2588;"Caixa Geral de Depósitos";"Investor";"public";"EU";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 1";"Scope 1 +2 (market-based)";96;43;2015;2015;41832;2021;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";100;"Underway";"CGD has updated its ongoing GHG reduction target based on the year 2015. CGD have now an absolute GHG reduction target for its operations in Portugal, namely a 43% reduction by 2021 of its scope 1+2 GHG emissions, compared to the base year 2015. The target GHG process took into account one of the main international trends in this area, the Science Based Targets initiative (SBTi). As such, a simulation was performed based on the SBTi methodology of sector decarbonisation ""Service Buildings"", as being one of the most appropriate methodologies available given the nature of the activities developed and which contribute to the objectives of the Paris agreement. Additional details in CGD's sustainability report 2018.";NA;NA;"Portugal (breakdown matches)";6;0,5;7,16666666666667;2018;"2018-12-31";43703;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;NA;NA;NA;NA;"-0ca-0e-0db-0vk-0vo-0ta-0rec-0rad-0rec-0reb-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 41954.88). -0vo: stated base year emissions are 100% of calculated base year emissions (DWH 2016 | TOTAL 41954.88).; Found keyword(s): Portugal; Organizational changes: Other: 0.02% increased in 2018, Change in methodology: 5.4% increased in 2017,  Other: 0.3% decreased in 2017, Other: 18.9% decrease in 2016";"2588-abs-S12M-2015-2021-1";"absolute";"fin"
"61";2695;"Capital One Financial";"Investor";"public";"USA";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 1";"Scope 1 +2 (market-based)";100;100;2017;2018;150;2019;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"Capital One has a year over year goal to be carbon neutral for Scope 1, 2 (market based) emissions. 11,719 MT of base year 2017 Scope 1 emissions where 0 due to purchased carbon offsets. The majority of 2017 Base year Scope 2 (market based) emissions were neutralized through REC purchases as part of our 100 % renewable energy goal. The remaining 150 MT was from steam which equaled 1% of the total Scope 1 and Scope 2 (market based) emissions for 2017. In 2018 all Scope 1 was neutralized through carbon offsets. Scope 2 market based electricity was 0 due to REC purchases. Scope 2 steam was 0 due to carbon offsets";NA;"Likely inclusion of RECs, ETS, or offsets";NA;1;0;50;2018;"2018-12-31";11774;"C6 2019 S1, C6 2018 S2M";NA;NA;9815;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0aa-0ca-0ha-9ca-9cb-0fa-0cd-0wbm-0wbn-0reb-2am-2bn-2bxe-2famz-5ac";"Base year emissions check: -0wbm: stated base year emissions are 99% lower than calculated base year emissions (C6 2019 | TOTAL 11774). -0wbm: stated base year emissions are 99% lower than calculated base year emissions (C6 2018 | TOTAL 11774). -0wbn: stated base year emissions are 99% lower than calculated base year emissions (CCDS 2018 | TOTAL 11719).; Organizational changes: Other: 7.0% decreased in 2018";"2695-abs-S12M-2017-2019-1";"absolute";"fin"
"62";2695;"Capital One Financial";"Investor";"public";"USA";"Financial services";"Services";"Banks";"Financial services";"Services";"Banks";"Abs 2";"Scope 3: Business travel";100;100;2017;2018;0;2019;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"Capital One has a year over year goal to be carbon neutral for Scope 3 business travel emissions. Base year 2017 business travel emissions were 62,340 MT of CO2e and were neutralized through purchased carbon offsets. 34,539 MT of 2018 Business travel emissions were neutralized through carbon offsets";"Unlikely magnitude reduction for indicated target boundary (offsets)";"Likely inclusion of RECs, ETS, or offsets";NA;1;0;50;2018;"2018-12-31";62340,64;"C6 2018 S3.06";NA;NA;34539;"C6 2019 S3.06";NA;NA;"-0aa-0ca-0ha-9cb-0cd-0wbm-0reb-2am-2eb-2ebxc-2famz-5ac";"Base year emissions check: -0wbm: stated base year emissions are 100% lower than calculated base year emissions (C6 2018 | TOTAL 62340.64).; Organizational changes: Other: 7.0% decreased in 2018";"2695-abs-S3-2017-2019-1";"absolute";"fin"
"63";3133;"Charles Schwab Corporation";"Investor";"public";"USA";"Financial services";"Services";"Asset managers, Banks";"Financial services";"Services";"Asset managers";"Abs 1";"Scope 1+2 (location-based)";100;1;2017;2018;50273;2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";6,7;"Underway";"Schwab has an internal target to achieve 1% in emissions reduction from year to year.";NA;NA;NA;0;NA;1;2018;"2018-12-31";50273;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;53809;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ab-0e-0db-0vk-0vm-0vn-0rab-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 50273). -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2018 | TOTAL 50273). -0vn: stated base year emissions are 100% of calculated base year emissions (CCDS 2018 | TOTAL 50273).; Organizational changes: Acquisitions: 7.0% increased in 2018";"3133-abs-S12L-2017-2018-1";"absolute";"fin"
"64";3398;"Citigroup Inc.";"Investor";"public";"USA";"Financial services";"Services";"Asset managers, Banks, Insurance";"Financial services";"Services";"Banks";"Abs 1";"Scope 1+2 (location-based)";100;35;2005;2006;1090651;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";100;"Achieved";"As part of our Operations goals, we have emission goals for Citi's global footprint. Our 2020 goal is to reduce carbon emissions by 35% and energy consumption by 30%, with an annual carbon reduction rate of 2.33%. As of 2018, we have surpassed our 100% of our goal and have achieved 113% of our stated 35% goal (39.7%).This is a science-based interim goal proportioned out so that the firm is on track to meet its long term science-based goal in 2050 of an 80% absolute reduction in emissions. Our 2020 goal is a medium term goal of 15 years and our long term goal is 45 years, both with a base year of 2005 and start year of 2006. Since Citi is part of the global initiative RE100 and committed to 100% renewable energy by 2020, our percentage of emissions in scope are 100% and the carbon reduction rate increases significantly, surpassing the minimum 2.1%.";NA;NA;"annual";14;0,857142857142857;2,33333333333333;2018;"2018-12-31";1090651;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;657652;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0ma-0e-0fa-0e-0fb-0fb-0e-0fa-0fb-0fb-0fb-0fa-0za-7f-0zb-7ga-0vk-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 1090651).";"3398-abs-S12L-2005-2020-1";"absolute";"fin"
"65";3398;"Citigroup Inc.";"Investor";"public";"USA";"Financial services";"Services";"Asset managers, Banks, Insurance";"Financial services";"Services";"Banks";"Abs 2";"Scope 1+2 (location-based)";100;80;2005;2006;1090651;2050;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";49,6;"Underway";"As part of our Operations goals, we have long term emission goals for Citi's global footprint. Our 2050 science-based goal is based upon our portfolio mix and is created to maintain reductions needed to cap global temperature increase at 2 degrees Celsius, taking into account the latest IPCC assessment. Though our long term science-based goal of an 80% reduction by the year 2050 gave an annual carbon reduction of 1.78%, as Citi is part of the global initiative RE100 and committed to source 100% renewable electricity by 2020, the carbon reduction rate increases significantly, surpassing 2.1%.";NA;NA;"annual";44;0,272727272727273;1,77777777777778;2018;"2018-12-31";1090651;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;657652;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ma-0e-0e-0fb-0fa-0zb-7f-0vk-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2019 | TOTAL 1090651).";"3398-abs-S12L-2005-2050-1";"absolute";"fin"
