"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"Target reference number";"Scope";"% emissions in Scope";"Targeted % reduction from base year";"Base year";"Start year";"Base year emissions covered by target (metric tons CO2e)";"Target year";"Is this a science-based target?";"% of target achieved";"Target status";"Please explain";"Likely % achieved issue";"Likely invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"MRY emissions (100% of scope)";"MRY year emissions data source";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"flag";"flag_notes";"T_ID";"target_type"
"29";6582;"Fortum Oyj";"Investor";"public";"Finland";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Electricity networks, Geothermal generation";"Thermal power generation";"Power generation";"CCGT generation";"Int 1";"Scope 1";100;12;2010;2011;19040000;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"Fortum has the Group-level target 200 gCO2/kWh for the specific CO2 emissions from total energy production, as five-year average. In 2018, Fortum achieved the target in specific carbon dioxide emissions. In 2018, the specific CO2 emissions of total energy production were 192 gCO2/kWh, and as five-year average, 186 gCO2/kWh, which is 7% lower than the set target of 200 gCO2/kWh.Fortum considers to lower the Group-level target to achieve 180 gCO2/kWh by 2022; The baseline year is 2018. Fortum Executive Management (FEM) has approved a new specific emission target (180 gCO2/kWh for total energy production by 2022). As per Fortum's governance model this new target is subject to Board of Director's approval in December 2019 and valid as of 1 January 2020.Scope 3 emissions have remained approximately at the same level. Scope 3 emissions are about 20% of Fortum's total GHG emissions. The amount of Scope 3 emissions is less than 40%, which is considered to be the level of materiality for science-based target initiatives or other climate-related target setting.";NA;NA;NA;9;0.777777777777778;1.2;2018;"2018-12-31";19040000;"C5.1 2019 S1";NA;NA;20209810;"C6 2019 S1";NA;NA;"-0ca-0fa-0fb-0fb-7a-0za-7ga-0zb-7ga-0rec-0rca-0rcb-0rca-0rec-0rcb-0rcb-0rba-0rec-0rca-0rca-0rca-0rcb";"Organizational changes: Other: 2.6% increased in 2018,  Divestment: 0.01% decreased in 2018,  Acquisitions: 1.5% increased in 2018, Divestment: 1.2% decreased in 2017,  Other: 0.4% increased in 2017,  Acquisitions: 1.9% increased in 2017, Acquisitions: 1.2% increase in 2016,  Divestment: 12.2% decrease in 2016,  Other: 2.2% increase in 2016, Divestment: 2.4% decrease in 2015, Divestment: 1.4% decrease in 2014, Divestment: 0% decrease in 2013, Acquisitions: 2% increase in 2011";"6582-int-S1-2010-2020-1";"intensity"
"30";6612;"Formosa Chemicals & Fibre Corporation";"Investor";"public";"Taiwan, Greater China";"Chemicals";"Manufacturing";"Other base chemicals";"Chemicals";"Manufacturing";"Other base chemicals";"Int 1";"Scope 1+2 (location-based)";100;20;2005;2016;9391076.73;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";17.94;"Underway";"Utilizing the energy- and water-saving schemes available in the plant, FCFC divides its energy-saving processes into 12 categories, including ''wastewater recovery/water consumption reduction\", ''rainwater storage and utilization\", ''improvement of cooling water and refrigeration systems\", ''optimization of distillation towers\", \"high and low-end energy recovery\", \"improvement of steam piping systems, equipment insulation and decanters\", \"improvement of combustion equipment (including pumps, windmills, compressors, mixers), delivery systems and air compressor\", \"improvement of power and lighting systems\", \"recycling and improvement of Flare systems\", and \"process and equipment upgrades (for energy efficiency improvement).\"From 2000 to 2017, the number of improvement cases has been accumulated to a total of 3,058 cases, and the investment amount reaches NT$ 7.34 billion dollars, and the accumulated benefit is NT$ 8.8 billion dollars. Furthermore, the average unit product emission in 2017 for the Mailiao Plant was 0.69 tonCO2e/ton, which was approximately 25.34% lower than the expected (target of 3% reduction in unit product intensity) 0.71 tonCO2e/ton, with a progress of 17.94%.";"Possible % achieved issue";NA;"Mailiao Plant (breakdown matches)";4;0.5;1.33333333333333;2018;"2018-12-31";9391076.73;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;9048380.61;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0hb-0fb-0fa-0fb-0zb-7f-0tc-2ea";"Found keyword(s): Mailiao Plant";"6612-int-S12L-2005-2020-1";"intensity"
"31";7047;"PJSC Gazprom";"Investor";"public";"Russian Federation";"Energy utility networks, Financial services, Oil & gas extraction & production, Oil & gas processing, Oil & gas storage & transportation, Thermal power generation";"Fossil Fuels, Infrastructure, Power generation, Services";"Banks, CCGT generation, Gas utilities, Natural gas extraction, Oil & gas extraction, Oil & gas pipelines & storage, Oil & gas refining";"Energy utility networks";"Infrastructure";"Gas utilities";"Int 1";"Scope 1";100;6.6;2014;2018;0.275;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";89.4;"Underway";"Gazprom is implementing the 2025 Innovative Development Program, comprising Company's aims to reduce Scope 1 greenhouse gas emissions intensity for at least 6.6 % to the base year of 2014. Total emissions reduction estimates are based on forecasts of gas production until 2025. In 2018, the actual value of the specific greenhouse gas emissions of the coverage area 1 was 0.259 t / t. ?.e. (the actual reduction of 5,9 % compared to the base 2014), which ensured the excess of the target set by 2020, at 89,4%.";NA;NA;NA;2;0;1.1;2018;"2018-12-31";110700000;"DWH 2016 S1";NA;NA;120089856;"C6 2019 S1";NA;NA;"-0fa-0da-0db-7a-0zb-7f-0rea-0rcd-0reb";"Organizational changes: Other: 5.9% increased in 2018, Change in methodology: 1.5% increase in 2015,  Other: 19% decrease in 2015";"7047-int-S1-2014-2020-1";"intensity"
"32";7047;"PJSC Gazprom";"Investor";"public";"Russian Federation";"Energy utility networks, Financial services, Oil & gas extraction & production, Oil & gas processing, Oil & gas storage & transportation, Thermal power generation";"Fossil Fuels, Infrastructure, Power generation, Services";"Banks, CCGT generation, Gas utilities, Natural gas extraction, Oil & gas extraction, Oil & gas pipelines & storage, Oil & gas refining";"Energy utility networks";"Infrastructure";"Gas utilities";"Int 2";"Scope 1";100;5.8;2014;2018;0.275;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";64.4;"New";"In 2018 the Roadmap for Greenhouse Gas Emissions Management System in the Gazprom Group companies for the period up to 2020 and up to 2030 was developed, which was formed on the basis of modern approaches to the information support of managerial and investment decisions taking into account the multivariance in scenarios of the development and of the environmental priorities. This Roadmap sets the targets (taking into account the variance of PJSC Gazprom development) for the forecast figures of specific GHG emissions for 2020, 2025 and 2030, as well as measures for achieving thereof. The actual achievement of the goal in 2018 was (0,259-,230)/(0,275-0,230)*100=64,4 %";NA;NA;NA;12;0;0.3625;2018;"2018-12-31";110700000;"DWH 2016 S1";NA;NA;120089856;"C6 2019 S1";NA;NA;"-0da-0db-7a-0rea-0rcd-0reb";"Organizational changes: Other: 5.9% increased in 2018, Change in methodology: 1.5% increase in 2015,  Other: 19% decrease in 2015";"7047-int-S1-2014-2030-1";"intensity"
"33";7084;"Naturgy Energy Group SA";"Investor";"public";"Spain";"Energy utility networks, Oil & gas retailing, Oil & gas storage & transportation, Thermal power generation";"Fossil Fuels, Infrastructure, Power generation";"CCGT generation, Electricity networks, Gas utilities, Oil & gas marketing & retailing, Oil & gas pipelines & storage";"Oil & gas retailing";"Fossil Fuels";"Oil & gas marketing & retailing";"Int 1";"Scope 1";89.3;33;2012;2016;21945455;2025;"Yes, this target has been approved as science-based by the Science Based Targets initiative";52.4;"Underway";"In year 2012, scope 1+2 from all GHG amounted for 26.1 MtCO2e, and CO2 emissions from electricity generation (scope 1) amounted for 22.2 MtCO2, which represents 85% of total scope 1+2 emissions and 90% of total secope 1 emissions. In 2025, an expected average net electricity production of 56,480 GWh/year and an average intensity target of 278 tCO2/GWh will result in a CO2 emissions from electricity generation (scope 1) of 15.7 MtCO2, which represents a decrease 6.5 MtCO2/year in electricity generation emissions and a decrease in absolute scope 1+2 emissions of 25%. Regarding Scope 3, the main reduction will come from the less use of fossil fuels, specifically coal, but the impact is much lower since our main source of scope 3 emissions is the end use of the natural gas distributed and not the upstream emissions from electricity generation .- Progress in time: 6 year/13 years =46.2% - Progress in emissions reduction: (413 - 342) tCO2/MWh / (413-278) tCO2/MWh = 52.4%. - Explanation: The progress made in 2018 in emissions reductions (52.4%) is higher than the progress in time (38.4%) due to the fact that the hydraulicity in Spain in year 2018 was higher than the 2017, resulting in a much better emission factor.";NA;NA;"Spain (breakdown matches)";9;0.222222222222222;2.53846153846154;2018;"2018-12-31";24818064;"C5.1 2019 S1";NA;NA;18305632;"C6 2019 S1";NA;NA;"-0fb-0fb-0fa-0fa-0fa-0fa-0fa-0db-7a-0za-7f-0zb-7f-0ta-0rec-0rca-0rec-0rca-0rec-0rcb-0rec-0rec-0rce-0rce-0rca-0rcd";"Found keyword(s): Spain; Organizational changes: Other: 0.96% increased in 2018,  Divestment: 1.71% decreased in 2018, Other: 0.05% increased in 2017,  Divestment: 1.85% decreased in 2017, Other: 0.51% increase in 2016, Acquisitions: 4.9% increase in 2015,  Other: 2.3% increase in 2015, Other: 0.48% increase in 2014,  Change in boundary: 0.44% increase in 2014, Change in boundary: 0.1% increase in 2013,  Divestment: 0.9% decrease in 2013,  Change in methodology: 0.4% decrease in 2013";"7084-int-S1-2012-2025-1";"intensity"
"34";7121;"ENGIE";"Investor";"public";"France";"Energy utility networks, Specialized professional services, Thermal power generation";"Infrastructure, Power generation, Services";"CCGT generation, Engineering services, Gas utilities";"Thermal power generation";"Power generation";"CCGT generation";"Int 1";"Scope 1+2 (location-based)";97;20;2012;2015;142767690;2020;"No, but we are reporting another target that is science-based";100;"Achieved";"The Group committed to reduce its CO2 emission ratio of its world power and associated heat generation fleet throughout the world by 20% between 2012 and 2020. This translates its strategy to focus on low-carbon projects based on renewable energies and natural gas and to discontinue coal-based projects.ENGIE has further increased its decarbonization efforts: the emission rate at the end of 2018 was 315.8 g CO2 eq./kWh, down 13.2% compared to 2017, and down 28.6% compared to 2012 objective of, i.e. well in excess of its 2020 target of-20%. The Group's goal of reducing specific CO2 emissions by 20% is reached two years in advance due to the current exit of carbon assets. Installed coal-fired generation capacity amounted to 7.2 GW at the end of 2018, down 7.9 GW compared with the end of 2015 and representing no more than 6.9% of the Group's installed capacity (at 100%).ENGIE's reduction activities in meeting the Scope 1 targets will result in lower emission factors in countries where it operates and consumed electricity and heat, and thereby reduce our scope 2 emissions mechanically.";NA;NA;NA;5;0.6;2.5;2018;"2018-12-31";159405937;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;69202011;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0e-0fa-0fa-0e-0e-0fa-0fb-0zb-7f-0rba-0rba-0rca-0rce-0rec-0rcd-0rce-0rca-0rcb-0rcd-0rca-0rce";"Organizational changes: Divestment: 18.0% decreased in 2018, Divestment: 16.7% decreased in 2017, Divestment: 1% decrease in 2016, Change in boundary: 0.5% increase in 2015,  Other: 1% increase in 2015, Change in methodology: 0.4% decrease in 2014,  Change in boundary: 2.5% decrease in 2014,  Divestment: 2% decrease in 2014,  Acquisitions: 2% increase in 2014, Change in methodology: 1.6% increase in 2013,  Divestment: 1% decrease in 2013,  Change in boundary: 3.5% decrease in 2013";"7121-int-S12L-2012-2020-1";"intensity"
"35";7164;"General Motors Company";"Investor";"public";"United States of America";"Financial services, Transportation equipment";"Manufacturing, Services";"Automobiles, Banks";"Transportation equipment";"Manufacturing";"Automobiles";"Int 1";"Scope 1 +2 (market-based)";100;20;2010;2010;6173746;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"General Motors met its GHG target in 2017 with 22% intensity reduction compared to 2020 target of 20% and continue to exceed it in 2018. Even with a 27% increase in vehicle volume produced, we were able to reduce absolute emissions. We have added an additional absolute target out to 2030, based on science, to limit global temperature rise to below 2 degrees Celsius above pre-industrial level. Energy efficiency and our RE-100 progress were key success factors in achieving our carbon reduction goal 3 years early and will provide the actions to achieve our 2030 goals.";NA;NA;NA;10;0.8;2;2018;"2018-12-31";6173746;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;5687893;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0e-0e-0fb-0zb-7f-0rba-0rbd-0rec-0rce-0rcd-0rcd-0rca-0rcb-0rce-0rce-0rce-0rca-0rcd-0rcb-0rcc-0rec-0rce";"Organizational changes: Divestment: 11.0% decreased in 2017,  Change in methodology: 6.0% decreased in 2017,  Other: 1.0% increased in 2017, Change in boundary: 1.5% increase in 2016, Change in methodology: 2.6% decrease in 2015, Change in methodology: 1.5% decrease in 2014,  Divestment: 0.1% decrease in 2014,  Acquisitions: 0.89% increase in 2014,  Change in boundary: 0.01% increase in 2014, Change in boundary: 2% increase in 2013, Change in boundary: 0% decrease in 2012,  Divestment: 0% decrease in 2012,  Change in methodology: 0% decrease in 2012,  Acquisitions: 0% decrease in 2012,  Mergers: 0% decrease in 2012,  Other: 0% decrease in 2012, Change in boundary: 0.9% increase in 2011";"7164-int-S12M-2010-2020-1";"intensity"
"36";8207;"HeidelbergCement AG";"Investor";"public";"Germany";"Cement & concrete, Other materials";"Materials";"Cement, Concrete products, Other non-wood building materials";"Cement & concrete";"Materials";"Cement";"Int 1";"Scope 1+2 (location-based)";99;30;1990;2017;0.808;2030;"Yes, this target has been approved as science-based by the Science Based Targets initiative";67;"Underway";"As part of our Sustainability Commitments 2030, ''We are committed to fulfilling our share of the global responsibility to keep temperature rise below 2 Celsius, and we will continue to reduce our impacts on air, land and water.\"This entails a reduction of our CO2 footprint by 30% in 2030 compared to 1990, measured in kg of CO2/tonne of cementitious. So far and including the integration of Italcementi, we have achieved a 20% reduction, which corresponds to 67% of the target of 2030. We are currently well underway to achieving this target, with the way forward being informed by our comprehensive and plant-by-plant low carbon transition plan. This has been confirmed by the SBTi, who have approved our target to be a science-based target.";NA;NA;NA;13;0.0769230769230769;0.75;2018;"2018-12-31";91408463;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;83268629;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0e-0fa-0fb-7a-0za-7f-0zb-7f-0rab-0rcd-0rab-0rce-0rcb-0rec";"Organizational changes: Acquisitions: 21.27% increased in 2017,  Change in methodology: 1.67% increased in 2017, Acquisitions: 23% increase in 2016, Change in boundary: 2.5% increase in 2013,  Acquisitions: 1.5% increase in 2013, Other: 1.2% decrease in 2012";"8207-int-S12L-1990-2030-1";"intensity"
"37";8338;"Hitachi, Ltd.";"Investor";"public";"Japan";"Electrical & electronic equipment, Financial services, Intermodal transport & logistics, Powered machinery";"Manufacturing, Services, Transportation services";"Agriculture, construction & mining machinery, Banks, Computer hardware, Electrical equipment, Electronic equipment, Industrial machinery, Logistics - 3rd party";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";"Int 1";"Scope 1+2 (location-based)";94;14;2005;2015;0.816972;2019;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";93;"Underway";"The targets have been at a level that will allow us to fulfil the IPCC's RCP2.6 scenario, and these targets are to reduce, through the value chain, CO2 emissions measured against 2010 levels by 50% by 2030, and 80% by 2050. For Scope 1 and Scope 2, the targets are set both for the overall volume and specific consumption. As such, these targets are founded on a scientific basis.";NA;NA;NA;4;0.75;1;2019;"2019-03-31";NA;NA;NA;NA;4523001;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0fb-0fb-0zb-7f";NA;"8338-int-S12L-2005-2019-1";"intensity"
"38";8698;"Iberdrola SA";"Investor";"public";"Spain";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Gas utilities, Other renewable generation";"Thermal power generation";"Power generation";"CCGT generation";"Int 1";"Scope 1";100;50;2007;2015;37769000;2030;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";91;"Underway";"Iberdrola has set an ambitious new environmental objective of reducing the intensity of its CO2 emissions to below 150 grams per kWh in 2030, a level 50% less than its emissions in 2007.";NA;NA;NA;15;0.2;2.17391304347826;2018;"2018-12-31";NA;NA;NA;NA;24568864;"C6 2019 S1";NA;NA;"-0e-7a-0za-7f-0zb-7f-0rca-0rab-0rba-0rba-0rce-0rbd-0rce";"Organizational changes: Divestment: 2.4% decreased in 2018, Acquisitions: 5.7% increased in 2017,  Divestment: 5.4% decreased in 2017, Divestment: 17.8% decrease in 2016, Change in boundary: 0.1% increase in 2014, Change in methodology: 10% decrease in 2013, Change in boundary: 2% increase in 2012";"8698-int-S1-2007-2030-1";"intensity"
"39";8698;"Iberdrola SA";"Investor";"public";"Spain";"Energy utility networks, Renewable power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Gas utilities, Other renewable generation";"Thermal power generation";"Power generation";"CCGT generation";"Int 2";"Scope 1";100;30;2007;2015;37769000;2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Achieved";"Iberdrola has set an ambitious new environmental objective of reducing the intensity of its CO2 emissions to below 150 grams per kWh in 2030, a level 30% less than its emissions in 2007.";NA;NA;NA;5;0.6;2.30769230769231;2018;"2018-12-31";NA;NA;NA;NA;24568864;"C6 2019 S1";NA;NA;"-0ca-0e-7a-0za-7f-0zb-7f-0rca-0rab-0rba-0rba-0rce-0rbd-0rce";"Organizational changes: Divestment: 2.4% decreased in 2018, Acquisitions: 5.7% increased in 2017,  Divestment: 5.4% decreased in 2017, Divestment: 17.8% decrease in 2016, Change in boundary: 0.1% increase in 2014, Change in methodology: 10% decrease in 2013, Change in boundary: 2% increase in 2012";"8698-int-S1-2007-2020-1";"intensity"
"40";10268;"Korea Electric Power Corp";"Investor";"public";"Republic of Korea";"Energy utility networks, Nuclear power generation, Thermal power generation";"Infrastructure, Power generation";"CCGT generation, Coal generation, Electricity networks, Non-CCGT generation, Nuclear generation";"Thermal power generation";"Power generation";"Coal generation";"Int 1";"Scope 1+2 (location-based)";100;66.13;2007;2013;0.007665;2020;"No, but we anticipate setting one in the next 2 years";100;"Achieved";"? The yearly calculations for the intensity emissions are as follows. ? 2007 (base year) 2,951,380 t (emissions) / 385,070,136 MWh (sales volume) = 0.007665t/MWh ? 2020 (target year) 1,590,000 t (estimated emission) / 552,291,000 MWh (sales volume) = 0.002879t/MWh ? 2018 (reporting year): 1,365,849 t (emissions) / 526,149,162 MWh (sales volume) = 0.002596t/MWh";NA;NA;"yearly";7;0.714285714285714;5.08692307692308;2018;"2018-12-31";2951379;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;1365848.78;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0mb-0da-0db-7a-0zb-7ga";NA;"10268-int-S12L-2007-2020-1";"intensity"
"41";11085;"LyondellBasell Industries N.V.";"Investor";"public";"United States of America";"Chemicals, Oil & gas processing";"Fossil Fuels, Manufacturing";"Oil & gas refining, Other base chemicals, Specialty chemicals";"Chemicals";"Manufacturing";"Other base chemicals";"Int 1";"Scope 1+2 (location-based)";100;15;2015;2018;22778434;2030;"No, and we do not anticipate setting one in the next 2 years";0;"New";"This target refers to Scope 1 & Scope 2 emissions, and will encompass our majority owned or operated manufacturing sites, pipelines and large offices.";NA;NA;NA;12;0;1;2018;"2018-12-31";NA;NA;NA;NA;23379000;"C6 2019 S1, C6 2019 S2L";NA;NA;"-6c-0cb-0rce-0rcd-0rcd-0rcb-0rce-0rca-6fn";"Missing info: % change anticipated in absolute Scope 1+2 emissions; Organizational changes: Change in boundary: 0.04% increased in 2018,  Change in methodology: 0.07% increased in 2018, Change in methodology: 0.2% increased in 2017,  Acquisitions: 0.04% increased in 2017,  Change in boundary: 1.2% increased in 2017, Divestment: 0.12% decrease in 2016";"11085-int-S12L-2015-2030-1";"intensity"
"42";12942;"Nestlé";"Investor";"public";"Switzerland";"Food & beverage processing";"Food, beverage & agriculture";"Animal processing, Coffee, Dairy & egg products, Non-alcoholic beverages, Non-chocolate confection, Other food processing";"Food & beverage processing";"Food, beverage & agriculture";"Dairy & egg products";"Int 1";"Scope 1 +2 (market-based)";100;35;2010;2016;0.16;2020;"Yes, this target has been approved as science-based by the Science Based Targets initiative";91;"Underway";"Our 2020 commitment on GHG emissions was established using the science-based Sectoral Decarbonizatoon Approach methodology, and requires that we reduce direct and indirect GHG emissions per tonne of product in every product category to achieve an overall reduction of 35% in our manufacturing operations versus 2010. We reported that target to CDP in 2017 and are reporting progress against the same target in 2018. Please note that we have updated our carbon emission factors including historical data. Therefore, the baseline has been updated as well to reflect these changes.";NA;NA;"10, 17, 18, 20 (breakdown matches)";4;0.5;3.5;2018;"2018-12-31";7100881.82;"C5.1 2019 S1, C5.1 2019 S2M";NA;NA;5897483;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0e-0za-7f-0zb-7f-0tc-0rca-0rca-0rcb-0rcb-0rcd-0rcb-0rcd-0rab-0rcd-0rcd";"Found keyword(s): 10, 17, 18, 20; Organizational changes: Divestment: 0.9% decreased in 2018, Divestment: 0.41% decreased in 2017, Acquisitions: 1.1% increase in 2016, Acquisitions: 0.47% increase in 2015,  Change in methodology: 1.22% increase in 2015, Acquisitions: 0.59% increase in 2014,  Change in methodology: 0.81% increase in 2014, Acquisitions: 11.08% increase in 2013,  Change in methodology: 0.99% increase in 2013, Change in methodology: 0.32% increase in 2012";"12942-int-S12M-2010-2020-1";"intensity"
"43";13363;"Nissan Motor Co., Ltd.";"Investor";"public";"Japan";"Financial services, Transportation equipment";"Manufacturing, Services";"Automobiles, Banks";"Transportation equipment";"Manufacturing";"Automobiles";"Int 1";"Scope 1 +2 (market-based)";100;30;2005;2017;0.81;2022;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";100;"Achieved";"NGP2022, the company's fourth environmental mid-term plan, will contribute to substantial improvements in corporate CO2 emissions (t-CO2/vehicle produced) from Nissan's manufacturing and non-manufacturing facilities. The mid-term target to be reached in 2022 is to reduce average emissions by 30% as compared to 2005 levels for Nissan's corporate activities emissions, whereas the long-term target is set at 80% emissions reduction by 2050.";NA;NA;NA;5;0.2;1.76470588235294;2019;"2019-03-31";NA;NA;NA;NA;3229327;"C6 2019 S1, C6 2019 S2M";NA;NA;"-0ca-0e-0fb-7a-0zb-7f-0rca-0rcd-0rcd-0rce-0rcd-0rce-0rea";"Organizational changes: Divestment: 3.3% decreased in 2017, Change in methodology: 0.3% increase in 2016, Change in methodology: 4% increase in 2015,  Change in boundary: 2.2% increase in 2015, Change in methodology: 3.8% decrease in 2014,  Change in boundary: 2.2% increase in 2014, Other: 9.5% increase in 2012";"13363-int-S12M-2005-2022-1";"intensity"
"44";13363;"Nissan Motor Co., Ltd.";"Investor";"public";"Japan";"Financial services, Transportation equipment";"Manufacturing, Services";"Automobiles, Banks";"Transportation equipment";"Manufacturing";"Automobiles";"Int 2";"Scope 2 (market-based)";100;80;2005;2006;0.81;2050;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science Based Targets initiative";39;"Underway";"NGP2022, the company's fourth environmental mid-term plan, will contribute to substantial improvements in corporate CO2 emissions (t-CO2/vehicle produced) from Nissan's manufacturing and non-manufacturing facilities. The mid-term target to be reached in 2022 is to reduce average emissions by 30% as compared to 2005 levels for Nissan's corporate activities emissions, whereas the long-term target is set at 80% emissions reduction by 2050.";NA;NA;NA;44;0.272727272727273;1.77777777777778;2019;"2019-03-31";NA;NA;NA;NA;2339883;"C6 2019 S2M";NA;NA;"-0fa-0e-0zb-7f-0rca-0rcd-0rcd-0rce-0rcd-0rce-0rea";"Organizational changes: Divestment: 3.3% decreased in 2017, Change in methodology: 0.3% increase in 2016, Change in methodology: 4% increase in 2015,  Change in boundary: 2.2% increase in 2015, Change in methodology: 3.8% decrease in 2014,  Change in boundary: 2.2% increase in 2014, Other: 9.5% increase in 2012";"13363-int-S2M-2005-2050-1";"intensity"
"45";13870;"OMV AG";"Investor";"public";"Austria";"Energy utility networks, Oil & gas extraction & production, Oil & gas processing, Thermal power generation";"Fossil Fuels, Infrastructure, Power generation";"CCGT generation, Electricity networks, Oil & gas extraction, Oil & gas refining";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";"Int 1";"Scope 1";94;19;2010;2018;100;2025;"No, but we anticipate setting one in the next 2 years";13.5;"New";"Mid term OMV Group Intensity Target. Scope: 1) OMV Upstream with all operated assets and assets with more than 50% share, representing 32% of Group Sc1 emissions (2018). OMV Upstream will have the main contribution to the target achievement, by phase out of routine flaring and venting. 2) all three OMV refineries (44% of Group Sc1 emissions)..3) all OMV Power Plants (23% of Group Sc1 emissions). Refineries as well as power plants aim to stabilize their carbon intensity at 2013 levels by 2021. For target achievement, the Group Intensity index allows for compensation between the business divisions.The target will be achieved by the phase out of routine flaring and venting. Target progress depends on the realisation of investment projects related to ''zero flaring and venting\", so target will be achieved in steps and not linear over the years. This leads to the situation that the % completion in emissions might be lower than the % completion in time. Main projects contributing to this target will be not effective before 2020. The % change anticipated in absolute Scope 1+2 emissions is a 21% decrease. The change is calculated based on business activity forecast figures for 2025 (Upstream production, Refinery throughput, Power plant production) and the respective emission threshold values when the target is reached.";NA;NA;"Upstream (breakdown matches)";7;0;1.26666666666667;2018;"2018-12-31";12607818;"C5.1 2019 S1";NA;NA;11145752;"C6 2019 S1";NA;NA;"-0fb-0fb-0fb-0fb-0fb-0db-7a-0tb-0rba-0rec-0rca-0rec-0rcd-0rcb-0reb-0rca-0rec-0rca-0rce-0rae-0rcd";"Found keyword(s): Upstream; Organizational changes: Divestment: 8.1% decreased in 2018,  Other: 4.8% increased in 2018, Divestment: 0.1% decreased in 2017, Other: 0.25% increase in 2016,  Change in methodology: 1.78% increase in 2016, Acquisitions: 0.09% increase in 2015,  Other: 10.58% decrease in 2015,  Divestment: 0.01% decrease in 2015, Other: 3.12% increase in 2014,  Divestment: 4.29% decrease in 2014,  Change in boundary: 0.11% increase in 2014, Change in boundary: 11% increase in 2013, Change in methodology: 0.5% decrease in 2012";"13870-int-S1-2010-2025-1";"intensity"
"46";14169;"PACCAR Inc";"Investor";"public";"United States of America";"Metal products manufacturing, Powered machinery, Trading, wholesale, distribution, rental & leasing, Transportation equipment";"Manufacturing, Services";"Agriculture, construction & mining machinery, Automobiles, Fabricated metal components, Vehicles & machinery rental & leasing";"Transportation equipment";"Manufacturing";"Automobiles";"Int 1";"Scope 1+2 (location-based)";100;15;2013;2014;281378;2020;"No, but we anticipate setting one in the next 2 years";100;"Underway";"In 2018, PACCAR achieved a 29% reduction in global Scope 1 and 2 greenhouse gas intensity, which exceeds our 2020 target of 15%. Absolute Scope 1 and 2 greenhouse gas emissions increased 4% between 2018 and the baseline year of 2013. Absolute Scope 1 and 2 greenhouse gas emissions also increased 6% between 2017 and 2018. The increase in absolute emissions is due to a 19% production increase between 2017 and 2018, and 38% increase in production between 2013 and 2018, as well as significant increases in degree days which effects heating and cooling energy usage.";NA;NA;NA;6;0.666666666666667;2.14285714285714;2018;"2018-12-31";281377;"C5.1 2019 S1, C5.1 2019 S2L";NA;NA;292717;"C6 2019 S1, C6 2019 S2L";NA;NA;"-0ca-0fb-0e-0fa-0fa-0fb-0fb-7a-0za-7f-0zb-7f-0rec";"Organizational changes: Other: 1% increase in 2014";"14169-int-S12L-2013-2020-1";"intensity"
