"company_name";"incorporation_country";"Country/Region";"primary_sector";"primary_industry";"primary_activity";"Base year";"% reduction from base year";"Target year";"Base year emissions covered by target (metric tons CO2e)";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Scope_short";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"Red Eléctrica S.A.U";"Spain";"Spain";"Energy utility networks";"Infrastructure";"Electricity networks";2015;90;2030;5440.68;916750.78;NA;2017;956967.29;NA;4896.612;1;0.6;"Scope 2 (market-based)";28764.78;956967.29;956967.29;28764.78;956967.29;956967.29;"15459-abs-S2M-2015-2030-1";"S2M";"Scope 2";"";"S2M";"absolute";5440.68;5440.68;0;956967.29;0;1;544.068;4787.7984;956967.29
"Repsol";"Spain";"Spain";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2010;13.9;2020;13662231;25438767;NA;2017;23353723;NA;917596.784034395;0.483187241708742;100;"Scope 1+2 (location-based)";11006854;277367;313911;22952792;400931;438196;"15669-abs-S12L-2010-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";6601415.71247767;6601415.71247766;11006854;277367;0.975419924866768;1;5683818.92844327;5959097.96365359;11284221
"Rolls-Royce";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Powered machinery";"Manufacturing";"Engines & motors";2014;50;2025;494000;851000;NA;2017;715000;NA;0;0;70;"Scope 1+2 (location-based)";0;0;0;387000;348000;348000;"15941-abs-S12L-2014-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";0;0;0;0;0;1;0;0;0
"Royal Bank of Scotland Group";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Financial services";"Services";"Banks";2014;45;2020;512583;3005877;407231;2017;2085217;243131;5.15479468563704;0.000191666221090688;100;"Scope 1+2 (location-based) +3 (upstream)";12.4;34.2;34.2;27172;215959;76197;"15949-abs-S12L3-2014-2020-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";98.2448466053281;11.4550993014156;12.4;34.2;0.266094420600858;0.135478264746029;6.30030461577861;8.87770195859713;46.6000000000001
"Royal Bank of Scotland Group";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Financial services";"Services";"Banks";2011;50;2020;143794;80000;NA;2017;68452;NA;NA;NA;100;"Scope 3: Business travel";12.4;34.2;34.2;27172;215959;76197;"15949-abs-S3-2011-2020-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Sekisui Chemical Co., Ltd.";"Japan";"Spain";"Construction";"Infrastructure";"Residential building construction";2013;26;2030;894379;NA;NA;2018;894396.4;NA;NA;0.0353314893139337;100;"Scope 1 +2 (market-based)";12.32;27785.58;27785.58;155323.2;631450.88;631450.88;"16645-abs-S12M-2013-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";31599.7420811067;31599.7420811067;12.32;27785.58;0.000443198946683023;1;23383.8091400189;29183.2912160809;31600.3568490208
"Sekisui Chemical Co., Ltd.";"Japan";"Spain";"Construction";"Infrastructure";"Residential building construction";2013;6;2019;942158;NA;NA;2018;NA;NA;NA;0.0353314893139337;100;"Other, please specify: Scope1+2 (market-based) +3";12.32;27785.58;27785.58;155323.2;631450.88;631450.88;"16645-abs-S12M3-2013-2019-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";33287.8453090371;33287.8453090371;12.32;27785.58;0.000443198946683023;1;31290.5745904949;31623.4530435853;31623.4530435853
"Sekisui Chemical Co., Ltd.";"Japan";"Spain";"Construction";"Infrastructure";"Residential building construction";2013;26;2030;942158;NA;NA;2018;NA;NA;NA;0.0353314893139337;100;"Other, please specify: Scope1+2 (market-based) +3";12.32;27785.58;27785.58;155323.2;631450.88;631450.88;"16645-abs-S12M3-2013-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";33287.8453090371;33287.8453090371;12.32;27785.58;0.000443198946683023;1;24633.0055286875;30742.3041971696;30742.3041971696
"Sekisui Chemical Co., Ltd.";"Japan";"Spain";"Construction";"Infrastructure";"Residential building construction";2016;27;2030;4399504;3530597.41;NA;2018;4936900.17;NA;NA;NA;100;"Scope 3 (upstream & downstream)";6.71;28254.18;28254.18;165921.64;656434.56;656434.56;"16645-abs-S3-2016-2030-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Seiko Epson Corporation";"Japan";"Spain";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2015;24;2025;543623.13;NA;NA;2018;591844;NA;65.4112550693707;0.000501352648704218;100;"Scope 1 +2 (market-based)";12.43;271.36;271.36;98536.63;410725.39;467512.04;"16656-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";272.546896122377;272.546896122378;12.43;271.36;0.0437999929525353;1;207.135641053007;252.923519601567;296.722557019699
"Meliá Hotels International S.A.";"Spain";"Spain";"Bars, hotels & restaurants";"Hospitality";"Hotels & lodging";2011;5.1;2017;47348;56359.02;NA;2017;48539;NA;1277.4260190725;0.529010074373184;100;"Scope 1";25677.62;0;0;48539;104870.19;104870.19;"17334-abs-S1-2011-2017-1";"S1";"Scope 1";"S1";"";"absolute";25047.5690014215;25047.5690014216;25677.62;0;1;1;23770.1429823491;23770.1429823491;25677.62
"Meliá Hotels International S.A.";"Spain";"Spain";"Bars, hotels & restaurants";"Hospitality";"Hotels & lodging";2011;11.4;2020;47348;56359.02;NA;2017;48539;NA;2855.42286616206;0.529010074373184;100;"Scope 1";25677.62;0;0;48539;104870.19;104870.19;"17334-abs-S1-2011-2020-1";"S1";"Scope 1";"S1";"";"absolute";25047.5690014215;25047.5690014216;25677.62;0;1;1;22192.1461352595;23143.9537573135;25677.62
"Steelcase";"United States of America";"Spain";"Leisure & home manufacturing";"Manufacturing";"Furniture";2010;25;2020;149835;149835;NA;2017;127262;NA;859.18884859581;0.022936933255803;100;"Scope 1+2 (location-based)";1575;1344;1344;47840;79422;79422;"17788-abs-S12L-2010-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";3436.75539438324;3436.75539438324;1575;1344;0.539568345323741;1;2577.56654578743;2835.32320036617;2919
"Steelcase";"United States of America";"Spain";"Leisure & home manufacturing";"Manufacturing";"Furniture";2010;25;2020;130473;130473;NA;2017;47840;NA;1073.86588106187;0.0329222408026756;100;"Scope 1 +2 (market-based)";1575;1344;1344;47840;79422;79422;"17788-abs-S12M-2010-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";4295.46352424749;4295.46352424748;1575;1344;0.539568345323741;1;3221.59764318561;3543.75740750417;1575
"Suez";"France";"Spain";"Non-energy utilities";"Infrastructure";"Water supply networks";2014;30;2030;7883761;NA;NA;2017;7903879;NA;NA;0.039309726909715;100;"Scope 1 +2 (market-based)";15043;289570;289570;6073654;1675395;1675395;"17873-abs-S12M-2014-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";309908.491931462;309908.491931462;15043;289570;0.0493839724502894;1;216935.944352023;292476.139260317;310699.325017431
"Symantec Corporation";"United States of America";"Spain";"IT & software development";"Services";"Software";2015;30;2025;129135;129135;NA;2018;87509;NA;NA;0.000573966105791016;100;"Scope 1 +2 (market-based)";5;90;90;10103;155412;155412;"18125-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";74.1191130713228;74.1191130713228;5;90;0.0526315789473684;1;51.883379149926;67.4483928949038;50.227199951666
"Symantec Corporation";"United States of America";"Spain";"IT & software development";"Services";"Software";2015;54;2033;129135;129135;NA;2018;87509;NA;NA;0.000573966105791016;100;"Scope 1 +2 (market-based)";5;90;90;10103;155412;155412;"18125-abs-S12M-2015-2033-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";74.1191130713228;74.1191130713228;5;90;0.0526315789473684;1;34.0947920128085;67.4483928949038;50.227199951666
"Symrise AG";"Germany";"Spain";"Chemicals";"Manufacturing";"Specialty chemicals";2016;1.23;2030;325490;325310;NA;2017;320435;NA;11.6299314961114;0.00290492145953091;100;"Scope 1 +2 (market-based)";76;869;869;194358;121274;130952;"18135-abs-S12M-2016-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";945.522885862716;945.522885862715;76;869;0.0804232804232804;1;933.892954366604;944.692176470136;930.838507884787
"Telefónica";"Spain";"Spain";"Media, telecommunications & data center services";"Services";"Telecommunications services";2015;30;2020;1895117;1895117;NA;2017;1362725;NA;518672.753395424;0.91229680171976;100;"Scope 1 +2 (market-based)";19264;568514;1536525;95677;1908230;1609677;"18427-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1728909.17798475;1728909.17798475;19264;1536525;0.0123821417942922;1;1210236.42458932;1521440.07662658;1243209.65912356
"Telefónica";"Spain";"Spain";"Media, telecommunications & data center services";"Services";"Telecommunications services";2015;50;2030;1895117;1895117;NA;2017;1362725;NA;864454.588992373;0.91229680171976;100;"Scope 1 +2 (market-based)";19264;568514;1536525;95677;1908230;1609677;"18427-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1728909.17798475;1728909.17798475;19264;1536525;0.0123821417942922;1;864454.588992373;1613648.5661191;1243209.65912356
"Telefónica";"Spain";"Spain";"Media, telecommunications & data center services";"Services";"Telecommunications services";2015;82;2050;1895117;1895117;NA;2017;1362725;NA;1417705.52594749;0.91229680171976;100;"Scope 1 +2 (market-based)";19264;568514;1536525;95677;1908230;1609677;"18427-abs-S12M-2015-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1728909.17798475;1728909.17798474;19264;1536525;0.0123821417942922;1;311203.652037254;1647897.43364489;1243209.65912356
"Teradyne Inc.";"United States of America";"Spain";"Electrical & electronic equipment";"Manufacturing";"Electronic components";2016;1;2017;30768;30768;NA;2017;30063;NA;0.338;0.00109854394175767;100;"Scope 1+2 (location-based)";0;33.8;33.8;1982;28786;28786;"18553-abs-S12L-2016-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";33.8;33.8;0;33.8;0;1;33.462;33.462;33.0255265210608
"Terex Corporation";"United States of America";"Spain";"Powered machinery";"Manufacturing";"Agriculture, construction & mining machinery";2016;10;2017;40986;161277;NA;2017;92899;NA;5.54012537435592;0.0013517116513824;25;"Scope 1+2 (location-based)";153;65;83;74260;87017;97443;"18573-abs-S12L-2016-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";55.401253743559;55.4012537435592;153;65;0.701834862385321;1;49.8611283692033;49.8611283692033;125.572660701774
"Teva Pharmaceutical Industries Ltd";"Israel";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2012;15;2020;1095488;1095488;NA;2017;959851;NA;NA;0.00632329271451761;79;"Scope 1 +2 (market-based)";3266.63;2877.63;2877.63;377704.82;593981.97;593981.97;"18586-abs-S12M-2012-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";6927.09128924146;6927.09128924146;3266.63;2877.63;0.53165556145085;1;5888.02759585524;6277.67648087508;6069.41883532244
"Unilever plc";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Chemicals";"Manufacturing";"Personal care & household products";2015;100;2030;1858924;1858924;NA;2017;1693385;NA;12583;0.00676896957594824;100;"Scope 1 +2 (market-based)";12583;4669;4669;873507;1530669;985417;"19829-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";12583;12583;12583;4669;0.729364711337816;1;0;10905.2666666667;11462.4715453671
"Unilever plc";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Chemicals";"Manufacturing";"Personal care & household products";2015;100;2040;1858924;1858924;NA;2017;1693385;NA;12583;0.00676896957594824;100;"Scope 1 +2 (market-based)";12583;4669;4669;873507;1530669;985417;"19829-abs-S12M-2015-2040-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";12583;12583;12583;4669;0.729364711337816;1;0;11576.36;11462.4715453671
"Voestalpine AG";"Austria";"Spain";"Metal smelting, refining & forming";"Materials";"Iron & steel";1990;5;2035;11000000;NA;NA;2017;15141989;NA;444.40375285296;0.000808006823369017;100;"Scope 1 +2 (market-based)";8352;1778;2406;12484583;1056200;829661;"20301-abs-S12M-1990-2035-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";8888.07505705919;8888.0750570592;8352;2406;0.776352481873954;1;8443.67130420624;8621.43280534742;12234.8304313786
"Voestalpine AG";"Austria";"Spain";"Metal smelting, refining & forming";"Materials";"Iron & steel";1990;80;2050;11000000;NA;NA;2017;15141989;NA;7110.46004564735;0.000808006823369017;100;"Scope 1 +2 (market-based)";8352;1778;2406;12484583;1056200;829661;"20301-abs-S12M-1990-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";8888.07505705919;8888.07505705919;8352;2406;0.776352481873954;1;1777.61501141184;5688.36803651788;12234.8304313786
"Vodafone Group";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Media, telecommunications & data center services";"Services";"Telecommunications services";2017;40;2025;2580000;2598078;NA;2018;2576740;NA;68170.3320685522;0.0660565233222405;100;"Scope 1 +2 (market-based)";12429;172362;159191;404254;2776762;2193824;"20316-abs-S12M-2017-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";170425.830171381;170425.830171381;12429;159191;0.0724216291807482;1;102255.498102828;161904.538662811;170210.48590535
"Yum! Brands, Inc.";"United States of America";"Spain";"Bars, hotels & restaurants";"Hospitality";"Fast food";2005;22;2017;1943203;1943203;NA;2017;458744.4;NA;307.182738526726;0.000718548280916345;100;"Scope 1+2 (location-based)";109.83;219.8;333.3;107301.9;351442.5;357330.1;"20917-abs-S12L-2005-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1396.28517512148;1396.28517512148;109.83;219.8;0.333191760458696;1;1089.10243659476;1089.10243659476;329.63
"Zimmer Biomet Holdings, Inc.";"United States of America";"Spain";"Medical equipment & supplies";"Biotech, health care & pharma";"Medical equipment";2015;20;2020;180201;180200;NA;2017;176136;NA;NA;0.00345775131669338;100;"Scope 1 +2 (market-based)";0;302;302;12484;74856;74856;"21063-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";623.090245019464;623.090245019464;0;302;0;1;498.472196015571;573.243025417907;609.034485917106
"Almirall S.A.";"Spain";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2017;2;2017;16353;16885.4;NA;2017;16885.4;NA;262.029189714191;0.801165503926469;100;"Scope 1+2 (location-based)";3680.55;9847.45;9847.45;4857.78;12027.62;2180.17;"21355-abs-S12L-2017-2017-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";13101.4594857095;13101.4594857095;3680.55;9847.45;0.27206904198699;1;12839.4302959954;NA;13528
"Almirall S.A.";"Spain";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2017;1.9;2017;6058;16885.4;NA;2017;16885.4;NA;92.2157518329444;0.801165503926469;37;"Scope 1+2 (location-based)";3680.55;9847.45;9847.45;4857.78;12027.62;2180.17;"21355-abs-S12L-2017-2017-2";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4853.46062278655;4853.46062278655;3680.55;9847.45;0.27206904198699;1;4761.2448709536;NA;13528
"Almirall S.A.";"Spain";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2017;2.3;2017;4110;16885.4;NA;2017;16885.4;NA;75.7341750861691;0.801165503926469;25;"Scope 1+2 (location-based)";3680.55;9847.45;9847.45;4857.78;12027.62;2180.17;"21355-abs-S12L-2017-2017-3";"S12L";"Scope 1+2";"S1";"S2L";"absolute";3292.79022113779;3292.79022113779;3680.55;9847.45;0.27206904198699;1;3217.05604605162;NA;13528
"Almirall S.A.";"Spain";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2017;0.6;2017;3049;12027.62;NA;2017;12027.62;NA;14.9779632462615;0.818736375109955;19;"Scope 2 (location-based)";3680.55;9847.45;9847.45;4857.78;12027.62;2180.17;"21355-abs-S2L-2017-2017-1";"S2L";"Scope 2";"";"S2L";"absolute";2496.32720771025;2496.32720771025;0;9847.45;0;1;2481.34924446399;NA;9847.45
"Almirall S.A.";"Spain";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2017;4.3;2017;2041;12027.62;NA;2017;12027.62;NA;71.854760488775;0.818736375109955;12;"Scope 2 (location-based)";3680.55;9847.45;9847.45;4857.78;12027.62;2180.17;"21355-abs-S2L-2017-2017-2";"S2L";"Scope 2";"";"S2L";"absolute";1671.04094159942;1671.04094159942;0;9847.45;0;1;1599.18618111064;NA;9847.45
"adidas AG";"Germany";"Spain";"Apparel design";"Apparel";"Apparel & footwear design";2015;29;2020;59132;59132;NA;2017;44548;NA;NA;0.015861202846644;100;"Scope 1 +2 (market-based)";255;768;768;11702;52795;52795;"21380-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";937.904646727755;937.904646727755;255;768;0.249266862170088;1;665.912299176706;829.107707707335;706.584864412298
"Vopak";"Netherlands";"Spain";"Oil & gas storage & transportation";"Fossil Fuels";"Oil & gas pipelines & storage";2015;20;2020;449000;449000;NA;2017;401000;NA;1349;0.015022271714922;100;"Scope 1+2 (location-based)";3784;2961;2961;189000;260000;260000;"22287-abs-S12L-2015-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";6744.99999999998;6745;3784;2961;0.561008154188288;1;5396;6205.4;6023.93095768372
"Shire";"Ireland";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2016;20;2025;265000;265000;NA;2017;260000;NA;87.6691729323308;0.00165413533834586;100;"Scope 1 +2 (market-based)";440;0;0;148000;136000;118000;"22797-abs-S12M-2016-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";438.345864661653;438.345864661654;440;0;1;1;350.676691729323;428.604845446951;430.075187969924
"Shire";"Ireland";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2016;20;2025;32500;94000;NA;2017;31000;NA;NA;NA;100;"Scope 3: Employee commuting";440;0;0;148000;136000;118000;"22797-abs-S3-2016-2025-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Shire";"Ireland";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2016;20;2025;2660;7000;NA;2017;2300;NA;NA;NA;100;"Scope 3: Waste generated in operations";440;0;0;148000;136000;118000;"22797-abs-S3-2016-2025-2";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Shire";"Ireland";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2016;20;2025;66000;27000;NA;2017;67000;NA;NA;NA;100;"Scope 3: Upstream transportation & distribution";440;0;0;148000;136000;118000;"22797-abs-S3-2016-2025-3";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Shire";"Ireland";"Spain";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2016;20;2025;44500;54000;NA;2017;31000;NA;NA;NA;100;"Scope 3: Business travel";440;0;0;148000;136000;118000;"22797-abs-S3-2016-2025-4";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Royal Wessanen NV";"Netherlands";"Spain";"Food & beverage processing";"Food, beverage & agriculture";"Other food processing";2010;60;2030;12063;10152;NA;2017;7073.6;NA;191.136202216693;0.0264080524768152;100;"Scope 1 +2 (market-based)";0;191.13;186.8;6841.8;4043.9;231.8;"23100-abs-S12M-2010-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";318.560337027822;318.560337027822;0;186.8;0;1;127.424134811129;251.662666251979;186.8
"Barry Callebaut AG";"Switzerland";"Spain";"Food & beverage processing";"Food, beverage & agriculture";"Chocolate confection";2017;60;2025;8230000;8605815;322514;2017;8605815;322514;2557.41797842505;0.0138195551200878;100;"Scope 1+2 (market-based) +3 (upstream)";671;3786;3786;105953;261646;216561;"23318-abs-S12M3-2017-2025-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";113734.938638323;4262.36329737508;671;3786;0.150549697105676;0.0374762878356088;1704.94531895003;4262.36329737508;4457
"Grupo Logista";"Spain";"Spain";"Trading, wholesale, distribution, rental & leasing";"Services";"Dealers, wholesalers & distributors";2013;30.3;2030;44863;44863;NA;2017;38554;NA;NA;0.851543760040492;100;"Scope 1 +2 (market-based)";35213;3482;3482;37709;7732;7732;"29879-abs-S12M-2013-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";38202.8077066966;38202.8077066966;35213;3482;0.910014213722703;1;26627.3569715675;35479.1722396074;32830.4181246011
"Grupo Logista";"Spain";"Spain";"Trading, wholesale, distribution, rental & leasing";"Services";"Dealers, wholesalers & distributors";2013;54.4;2050;44863;44863;NA;2017;38554;NA;NA;0.851543760040492;100;"Scope 1 +2 (market-based)";35213;3482;3482;37709;7732;7732;"29879-abs-S12M-2013-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";38202.8077066966;38202.8077066966;35213;3482;0.910014213722703;1;17420.4803142536;35956.0696102163;32830.4181246011
"Brembo SpA";"Italy";"Spain";"Powered machinery";"Manufacturing";"Engines & motors";2015;19;2025;439937;439937;NA;2017;588010.95;NA;39.1108232069477;0.000467899808225504;100;"Scope 1 +2 (market-based)";80.89;142.08;129;73838.44;331871.63;374740.5;"31309-abs-S12M-2015-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";205.846437931304;205.846437931304;80.89;129;0.385392348372957;1;166.735614724356;198.024273289914;275.130210739496
"Brembo SpA";"Italy";"Spain";"Powered machinery";"Manufacturing";"Engines & motors";2015;41;2040;439937;439937;NA;2017;588010.95;NA;84.3970395518345;0.000467899808225504;100;"Scope 1 +2 (market-based)";80.89;142.08;129;73838.44;331871.63;374740.5;"31309-abs-S12M-2015-2040-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";205.846437931304;205.846437931304;80.89;129;0.385392348372957;1;121.449398379469;199.094674767157;275.130210739496
"Brembo SpA";"Italy";"Spain";"Powered machinery";"Manufacturing";"Engines & motors";2016;2.1;2017;464647;485855.9;NA;2017;588010.95;NA;2.66505314621064;0.000273126249984821;100;"Scope 1 +2 (market-based)";19.5;161.5;113.2;69440.4;372359;416415.5;"31309-abs-S12M-2016-2017-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";126.907292676697;126.907292676697;19.5;113.2;0.146948003014318;1;124.242239530486;124.242239530486;160.601225723512
"Superdry";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Discretionary retail";"Retail";"Apparel stores";2014;98;2020;7439;NA;NA;2018;158;NA;0;0.386075949367089;100;"Scope 2 (market-based)";0;61;61;NA;9197;158;"31463-abs-S2M-2014-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";2872.01898734177;2872.01898734177;0;61;0;1;57.4403797468355;995.633248945148;61
"Amadeus IT Group, S.A.";"Spain";"Spain";"IT & software development";"Services";"Software";2015;0;2020;31807;34171;NA;2017;40073;NA;0;0.022709314916157;100;"Scope 1+2 (location-based)";64;712;712;983;33188;33188;"31917-abs-S12L-2015-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";722.315179538206;722.315179538206;64;712;0.0824742268041237;1;722.315179538206;722.315179538206;910.030376635159
"Amadeus IT Group, S.A.";"Spain";"Spain";"IT & software development";"Services";"Software";2015;0;2050;31807;34171;NA;2017;40073;NA;0;0.022709314916157;100;"Scope 1+2 (location-based)";64;712;712;983;33188;33188;"31917-abs-S12L-2015-2050-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";722.315179538206;722.315179538206;64;712;0.0824742268041237;1;722.315179538206;722.315179538206;910.030376635159
"Signify NV";"Netherlands";"Spain";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2015;50;2020;357582;357583;NA;2017;241159;NA;1996.54237660631;0.0111669064807865;100;"Scope 1 +2 (market-based)";2693;1958;1958;185381;241588;55778;"32334-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";3993.0847532126;3993.08475321262;2693;1958;0.579015265534294;1;1996.54237660631;3194.4678025701;2692.99999999999
"Signify NV";"Netherlands";"Spain";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2015;30;2020;665663;NA;357583;2017;4499511;241159;119.521685289801;0.0111669064807865;100;"Scope 1+2 (market-based) +3 (upstream)";2693;1958;1958;185381;241588;55778;"32334-abs-S12M3-2015-2020-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";7433.39646871978;398.40561763267;2693;1958;0.579015265534294;0.053596713065042;278.883932342869;350.59694351675;2692.99999999999
"Level 3 Communications, Inc.";"United States of America";"Spain";"Media, telecommunications & data center services";"Services";"Telecommunications services";2014;25;2025;692235.93;692235.94;NA;2017;520381.1;NA;389.177361900346;0.00224881341770483;100;"Scope 1 +2 (market-based)";134.41;1118.51;1035.83;39105.74;552751.79;481275.36;"33282-abs-S12M-2014-2025-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1556.70944760138;1556.70944760138;134.41;1035.83;0.114856781514903;1;1167.53208570104;1450.57016708311;1170.24
"Gestamp";"Spain";"Spain";"Metal products manufacturing";"Manufacturing";"Fabricated metal components";2015;10;2020;513652;513652;NA;2017;666636;NA;6242.8;0.12153753903421;10;"Scope 1+2 (location-based)";16882;45546;45546;114235;399417;399417;"35495-abs-S12L-2015-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";62428;62428;16882;45546;0.270423527904146;1;56185.2;59930.88;81021.2988716096
"Freshfields Bruckhaus Deringer";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Commercial & consumer services";"Services";"Commercial services";2015;10;2020;13478;NA;NA;2017;4285.31;NA;30.7219557044881;0.0227941502481734;100;"Scope 2 (market-based)";0;75.09;97.68;NA;10179.78;4285.31;"35831-abs-S2M-2015-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";307.219557044881;307.219557044881;0;97.68;0;1;276.497601340393;294.930774763086;97.68
"Freshfields Bruckhaus Deringer";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Commercial & consumer services";"Services";"Commercial services";2015;10;2020;16591;NA;NA;2017;17356.2;NA;NA;NA;100;"Scope 3: Business travel";0;75.09;97.68;NA;10179.78;4285.31;"35831-abs-S3-2015-2020-1";"S3";"Scope 3";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Freshfields Bruckhaus Deringer";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Commercial & consumer services";"Services";"Commercial services";2015;100;2020;0;NA;NA;2017;NA;NA;NA;NA;100;"Other, please specify: Phase out single-use plastics";0;75.09;97.68;NA;10179.78;4285.31;"35831-abs-SX-2015-2020-1";"SX";"";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
"Freshfields Bruckhaus Deringer";"United Kingdom of Great Britain and Northern Ireland";"Spain";"Commercial & consumer services";"Services";"Commercial services";2015;30;2020;298;NA;NA;2017;NA;NA;NA;NA;100;"Other, please specify: Paper use";0;75.09;97.68;NA;10179.78;4285.31;"35831-abs-SX-2015-2020-2";"SX";"";"";"";"absolute";NA;NA;0;0;0;1;NA;NA;NA
