"company_name";"incorporation_country";"Country/Region";"sectors";"industries";"activities";"Base year";"% reduction from base year";"Target year";"Base year emissions covered by target (metric tons CO2e)";"BY_EM_100";"BY_EM_100_excl_scope3";"Inventory accounting year";"Inventory reporting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"T_ID";"Scope_short";"Scope";"Scope1";"Scope2";"target_type";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_excl_scope3_interpolated";"MRY_excl_scope3"
"Asics Corporation";"Japan";"Japan";"Accessories, Leisure & home manufacturing";"Apparel, Manufacturing";"Accessories, Accessories manufacture";2015;5;2020;30381;30858;NA;2017;2018;25396;NA;514.285395337849;0.338557253110726;100;"Scope 1 +2 (market-based)";1785;6813;6813;"1046-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";10285.707906757;10285.707906757;1785;6813;0.207606420097697;1;9771.42251141913;10079.9937486218;8598
"Asics Corporation";"Japan";"Japan";"Accessories, Leisure & home manufacturing";"Apparel, Manufacturing";"Accessories, Accessories manufacture";2015;33;2030;30381;30858;NA;2017;2018;25396;NA;3394.2836092298;0.338557253110726;100;"Scope 1 +2 (market-based)";1785;6813;6813;"1046-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";10285.707906757;10285.707906757;1785;6813;0.207606420097697;1;6891.42429752717;9833.13675885966;8598
"Astellas Pharma Inc.";"Japan";"Japan";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2015;30;2030;222724;226297;NA;2015;2016;206929;NA;50316.4102325705;0.753045776126064;100;"Scope 1 +2 (market-based)";61036;0;109376;"1051-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";167721.367441902;167721.367441902;61036;109376;0.358167265216065;1;117404.957209331;167721.367441902;155827.00940799
"AU Optronics";"Taiwan, Greater China";"Japan";"Electrical & electronic equipment, Renewable energy equipment";"Manufacturing";"Electronic components, Solar energy equipment";2017;16.5;2025;3356828;3040019.25;NA;2017;2018;3040019.25;NA;2.57259485261483;0.00000464470743071775;100;"Scope 2 (location-based)";0;14.12;0;"1158-abs-S2L-2017-2025-1";"S2L";"Scope 2";"";"S2L";"absolute";15.5914839552414;15.5914839552414;0;14.12;0;1;13.0188891026266;15.5914839552414;14.12
"Australia and New Zealand Banking Group";"Australia";"Japan";"Financial services";"Services";"Asset managers, Banks";2015;24;2025;209532;209532;NA;2015;2016;180993;NA;86.88;0.00172765973693756;100;"Scope 1+2 (location-based)";0;362;362;"1187-abs-S12L-2015-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";362.000000000001;362;0;362;0;1;275.12;362;312.69431876754
"Australia and New Zealand Banking Group";"Australia";"Japan";"Financial services";"Services";"Asset managers, Banks";2015;35;2030;209531;209532;NA;2015;2016;180993;NA;126.699395319092;0.00172765973693756;100;"Scope 1+2 (location-based)";0;362;362;"1187-abs-S12L-2015-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";361.998272340264;361.998272340263;0;362;0;1;235.298877021171;361.998272340263;312.69431876754
"Avaya";"United States of America";"Japan";"Media, telecommunications & data center services";"Services";"Telecommunications services";2014;15;2020;105570;105570;NA;2014;2015;63630;NA;57.9610158574364;0.00366019486959278;100;"Scope 1+2 (location-based)";0;358;0;"1213-abs-S12L-2014-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";386.40677238291;386.406772382909;0;358;0;1;328.445756525473;386.406772382909;232.898199552189
"Bank of America";"United States of America";"Japan";"Financial services";"Services";"Asset managers, Banks, Insurance";2010;50;2020;1810431;1810431;NA;2010;2011;918350;NA;4437.08202191738;0.00490168586587103;100;"Scope 1+2 (location-based)";117;9060;0;"1452-abs-S12L-2010-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";8874.16404383475;8874.16404383476;117;9060;0.0127492644655116;1;4437.08202191738;8874.16404383476;4501.46321492266
"Bank of Nova Scotia (Scotiabank)";"Canada";"Japan";"Financial services";"Services";"Banks";2016;10;2021;132381;132381;NA;2016;2017;122131;NA;2.1;0.000158633036462937;100;"Scope 1+2 (location-based)";0;21;0;"1470-abs-S12L-2016-2021-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";21.0000000000001;21;0;21;0;1;18.9;21;19.374011376255
"Baxter International Inc.";"United States of America";"Japan";"Medical equipment & supplies";"Biotech, health care & pharma";"Health care supplies, Medical equipment";2015;10;2020;691000;691000;NA;2015;2016;573000;NA;908.015638450502;0.0131406025824964;100;"Scope 1 +2 (market-based)";4112;0;5047;"1574-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";9080.15638450501;9080.15638450502;4112;5047;0.448957309749973;1;8172.14074605452;9080.15638450502;7529.56527977044
"Benesse Holdings, Inc.";"Japan";"Japan";"Health care provision, Other services, Specialized professional services";"Biotech, health care & pharma, Services";"Education services, Health care facilities, Other professional services";2013;31;2030;24492286.57;465616.68;10362.68;2014;2015;12490640.67;10027.07;11158.1067625881;0.0660322246349199;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";0;26200.9;0;"1681-abs-S12L3-2013-2030-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";1617280.16861307;35993.8927825423;0;26200.9;0;0.0222558178113379;24835.7860199542;35337.5335612135;662.109738670066
"Biogen Inc.";"United States of America";"Japan";"Biotech & pharma";"Biotech, health care & pharma";"Biotechnology";2013;35;2030;379288;NA;98258;2017;2018;543914;61677;61.7486448225271;0.00410201533797039;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";253;93;0;"1857-abs-S12M3-2013-2030-1";"S12M3";"Scope 1+2+3";"S1";"S2M";"absolute";1555.84519350811;176.424699492935;253;0;1;0.113394764613523;114.676054670407;161.895606593516;253
"BlackRock";"United States of America";"Japan";"Financial services";"Services";"Asset managers";2014;30;2020;30234;30233.6;NA;2017;2018;27195.9;NA;270.812968131226;0.0298574417467339;100;"Scope 1+2 (location-based)";7.8;804.2;804.2;"1875-abs-S12L-2014-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";902.709893770753;902.709893770753;7.8;804.2;0.00960591133004926;1;631.896925639527;767.30340970514;812
"Bloomberg";"United States of America";"Japan";"Specialized professional services";"Services";"Other professional services";2007;20;2020;187257;NA;NA;2009;2010;NA;NA;0;0;100;"Other, please specify: Scope 1 + Scope 2 (Mkt Based) + Scope 3";0;2339;0;"1884-abs-S12X3-2007-2020-1";"S12X3";"Scope 1+2+3";"S1";"max";"absolute";0;0;0;2339;0;1;0;0;0
"Broadridge Financial Solutions Inc";"United States of America";"Japan";"Financial services, Specialized professional services";"Services";"Banks, Other financial";2013;7.5;2020;73288;73288;NA;2013;2013;60352;NA;3.24737147003689;0.000590796395960573;100;"Scope 1+2 (location-based)";0;29.31;0;"2326-abs-S12L-2013-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";43.2982862671585;43.2982862671585;0;29.31;0;1;40.0509147971216;43.2982862671585;35.6557440890125
"Brother Industries, Ltd.";"Japan";"Japan";"Electrical & electronic equipment, Land & property ownership & development, Metal products manufacturing, Powered machinery";"Infrastructure, Manufacturing";"Electrical equipment, Electronic components, Electronic equipment, Fabricated metal components, Industrial machinery, Real estate owners & developers";2015;30;2030;200425.85;NA;NA;2018;2018;185592.13;NA;20012.645119115;0.332835395552602;100;"Scope 1 +2 (market-based)";10850.57;58337.76;50921.06;"2335-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";66708.8170637165;66708.8170637167;10850.57;50921.06;0.175656203341243;1;46696.1719446017;62706.2880398937;61771.6299999999
"Burberry Group";"United Kingdom of Great Britain and Northern Ireland";"Japan";"Chemicals, Discretionary retail, Textiles & fabric goods";"Apparel, Manufacturing, Retail";"Apparel & footwear, Apparel stores, Clothing manufacture, Personal care & household products";2016;100;2022;25294;42528;NA;2016;2016;20222;NA;740.179084350347;0.0292630301395725;100;"Scope 1 +2 (market-based)";0;868;868;"2414-abs-S12M-2016-2022-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";740.179084350347;740.179084350347;0;868;0;1;0;740.179084350347;591.756995482435
"CA Technologies";"United States of America";"Japan";"IT & software development, Specialized professional services";"Services";"Other professional services, Software";2015;40;2030;58694;58694;NA;2015;2016;47841;NA;169.007730519162;0.00719868004051361;100;"Scope 1 +2 (market-based)";113.87;326.79;326.79;"2519-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";422.519326297906;422.519326297905;113.87;326.79;0.258407842781283;1;253.511595778743;422.519326297905;344.392051818212
"China Steel Corporation";"Taiwan, Greater China";"Japan";"Metal smelting, refining & forming, Wood & rubber products";"Materials";"Finished wood products, Iron & steel";2015;1.56;2020;21127437;21127177;NA;2015;2016;21303829.62;NA;0.0811775073897085;0.000000246299935535728;100;"Scope 1 +2 (market-based)";0.1;5.1;5.1;"3253-abs-S12M-2015-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";5.20368637113515;5.20368637113516;0.1;5.1;0.0192307692307692;1;5.12250886374545;5.20368637113516;5.24713186207013
"Citigroup Inc.";"United States of America";"Japan";"Financial services";"Services";"Asset managers, Banks, Insurance";2005;33.94;2020;1091773.11;1091773.11;NA;2009;2010;721350.15;NA;5027.13649177565;0.0135667694680643;100;"Scope 1+2 (location-based)";7;17092;0;"3398-abs-S12L-2005-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";14811.8340948016;14811.8340948016;7;17092;0.000409380665535996;1;9784.69760302591;13471.2643636614;9786.3911908036
"Citigroup Inc.";"United States of America";"Japan";"Financial services";"Services";"Asset managers, Banks, Insurance";2005;80;2050;1091773.11;1091773.11;NA;2009;2010;721350.15;NA;11849.4672758413;0.0135667694680643;100;"Scope 1+2 (location-based)";7;17092;0;"3398-abs-S12L-2005-2050-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";14811.8340948016;14811.8340948016;7;17092;0.000409380665535996;1;2962.36681896032;13758.5481147268;9786.3911908036
"Croda International";"United Kingdom of Great Britain and Northern Ireland";"Japan";"Chemicals";"Manufacturing";"Agricultural chemicals, Personal care & household products, Specialty chemicals";2015;10;2025;130492;130492;NA;2015;2016;134562;NA;167.680682480643;0.0128498821752018;100;"Scope 1";1565;1225;0;"4092-abs-S1-2015-2025-1";"S1";"Scope 1";"S1";"";"absolute";1676.80682480643;1676.80682480643;1565;0;1;1;1509.12614232579;1676.80682480643;1729.1058452595
"Dai Nippon Printing Co., Ltd.";"Japan";"Japan";"Electrical & electronic equipment, Food & beverage processing, Plastic product manufacturing, Print & publishing services";"Food, beverage & agriculture, Manufacturing, Services";"Electronic components, Non-alcoholic beverages, Plastic products, Printing services";2005;10;2020;1110335;NA;NA;2010;2010;892287;NA;103754.134930577;0.934439920659777;100;"Scope 1+2 (location-based)";357100;538000;0;"4212-abs-S12L-2005-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1037541.34930577;1037541.34930577;357100;538000;0.398949838006927;1;933787.214375193;1002956.63766224;833788.59348575
"Dai Nippon Printing Co., Ltd.";"Japan";"Japan";"Electrical & electronic equipment, Food & beverage processing, Plastic product manufacturing, Print & publishing services";"Food, beverage & agriculture, Manufacturing, Services";"Electronic components, Non-alcoholic beverages, Plastic products, Printing services";2005;20;2030;1110335;NA;NA;2010;2010;892287;NA;207508.269861155;0.934439920659777;100;"Scope 1+2 (location-based)";357100;538000;0;"4212-abs-S12L-2005-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1037541.34930577;1037541.34930578;357100;538000;0.398949838006927;1;830033.07944462;996039.695333544;833788.59348575
"Dai-ichi Life Holdings, Inc.";"Japan";"Japan";"Financial services";"Services";"Insurance";2009;20;2030;168000;NA;NA;2016;2016;166000;NA;24804.4616451427;0.738228025153058;100;"Scope 1+2 (location-based)";0;124559;0;"4223-abs-S12L-2009-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";124022.308225714;124022.308225713;0;124559;0;1;99217.8465805708;115754.154343999;122545.852175408
"Sumitomo Dainippon Pharma Co., Ltd.";"Japan";"Japan";"Biotech & pharma";"Biotech, health care & pharma";"Pharmaceuticals";2005;23;2020;82098;NA;NA;2010;2010;65546;NA;18882.54;1;100;"Scope 1+2 (location-based)";29963;57673;0;"4237-abs-S12L-2005-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";82098;82098;29963;57673;0.34190287096627;1;63215.46;75803.82;65546
"Daiwa House Industry Co., Ltd.";"Japan";"Japan";"Construction, Other services";"Infrastructure, Services";"Building sub-contractors, Non-residential building construction, Real estate services, Residential building construction";2015;22.5;2030;533522.06;393507.12;NA;2016;2016;501763.4;NA;117730.485473991;0.980740331724288;100;"Scope 1+2 (location-based)";211379.44;179089.24;0;"4256-abs-S12L-2015-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";523246.602106626;523246.602106627;211379.44;179089.24;0.541348002610606;1;405516.116632636;515397.903075027;492099.603363107
"Daiwa House Industry Co., Ltd.";"Japan";"Japan";"Construction, Other services";"Infrastructure, Services";"Building sub-contractors, Non-residential building construction, Real estate services, Residential building construction";2015;43.6;2055;533522.06;393507.12;NA;2016;2016;501763.4;NA;228135.518518489;0.980740331724288;100;"Scope 1+2 (location-based)";211379.44;179089.24;0;"4256-abs-S12L-2015-2055-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";523246.602106626;523246.602106626;211379.44;179089.24;0.541348002610606;1;295111.083588137;517543.214143664;492099.603363107
"Daiwa Securities Group Inc.";"Japan";"Japan";"Financial services, Specialized professional services";"Services";"Asset managers, Banks, Other professional services";2010;70;2050;71694000;NA;NA;2018;2018;33707;NA;45311418.3780817;0.902873290414454;95;"Scope 1 +2 (market-based)";753;68.37;29680.15;"4268-abs-S12M-2010-2050-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";64730597.6829739;64730597.6829739;753;29680.15;0.0247427558435456;1;19419179.3048922;55668314.0073575;30433.15
"Danone";"France";"Japan";"Food & beverage processing";"Food, beverage & agriculture";"Dairy & egg products, Non-alcoholic beverages, Other food processing";2015;30;2030;1681235;1681235;NA;2015;2016;1460383;NA;4624.76523465966;0.0091693809107782;95;"Scope 1 +2 (market-based)";4760;8905;8905;"4311-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";15415.8841155322;15415.8841155322;4760;8905;0.348335162824735;1;10791.1188808725;15415.8841155322;13390.808002625
"Dentsu Inc.";"Japan";"Japan";"Land & property ownership & development, Specialized professional services, Web & marketing services";"Infrastructure, Services";"Marketing, Other professional services, Real estate owners & developers";2004;30;2030;22676;28665.92;NA;2017;2018;58007.24;NA;3449.46399256369;0.507065324949093;100;"Scope 1+2 (location-based)";869.46;28544;28544;"4564-abs-S12L-2004-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";11498.2133085456;11498.2133085456;869.46;28544;0.0295599361652794;1;8048.74931598194;9773.48131226379;29413.46
"Dentsu Inc.";"Japan";"Japan";"Land & property ownership & development, Specialized professional services, Web & marketing services";"Infrastructure, Services";"Marketing, Other professional services, Real estate owners & developers";2014;30;2020;63224;63243.75;NA;2014;2015;58007.24;NA;11972.2600889416;0.631208617452317;100;"Scope 1+2 (location-based)";1218;38702;0;"4564-abs-S12L-2014-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";39907.5336298053;39907.5336298053;1218;38702;0.0305110220440882;1;27935.2735408637;39907.5336298053;36614.6697626247
"DIC Corporation";"Japan";"Japan";"Biotech & pharma, Chemicals";"Biotech, health care & pharma, Manufacturing";"Other base chemicals, Pharmaceuticals, Specialty chemicals";2013;7;2020;478578;722956;NA;2017;2018;648496;NA;13335.6932795268;0.398074930300264;60.5;"Scope 1+2 (location-based)";149455;108695;105650;"4724-abs-S12L-2013-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";190509.90399324;190509.90399324;149455;108695;0.578946349021886;1;177174.210713713;182889.50783351;258150
"DIC Corporation";"Japan";"Japan";"Biotech & pharma, Chemicals";"Biotech, health care & pharma, Manufacturing";"Other base chemicals, Pharmaceuticals, Specialty chemicals";2013;7;2020;722955;NA;NA;2017;2018;645451;NA;20001.6120034673;0.395235269602185;100;"Scope 1 +2 (market-based)";149455;108695;105650;"4724-abs-S12M-2013-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";285737.314335248;285737.314335247;149455;105650;0.585856804061073;1;265735.70233178;274307.821761837;255105
"DIC Corporation";"Japan";"Japan";"Biotech & pharma, Chemicals";"Biotech, health care & pharma, Manufacturing";"Other base chemicals, Pharmaceuticals, Specialty chemicals";2013;7;2020;244377;NA;NA;2017;2018;645451;NA;6761.04866357012;0.395235269602185;39.5;"Scope 1 +2 (market-based)";149455;108695;105650;"4724-abs-S12M-2013-2020-2";"S12M";"Scope 1+2";"S1";"S2M";"absolute";96586.4094795732;96586.4094795731;149455;105650;0.585856804061073;1;89825.360816003;92722.9531003902;255105
"The Dow Chemical Company";"United States of America";"Japan";"Biotech & pharma, Chemicals";"Biotech, health care & pharma, Manufacturing";"Biotechnology, Other base chemicals, Specialty chemicals";2006;0;2025;45508118.91;45508119;NA;2009;2010;34575506;NA;0;0.000898548282930391;100;"Scope 1+2 (location-based)";15000;17000;0;"4826-abs-S12L-2006-2025-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";40891.2421059726;40891.2421059726;15000;17000;0.46875;1;40891.2421059726;40891.2421059726;31067.7615477494
"East Japan Railway Company";"Japan";"Japan";"Discretionary retail, Rail transport, Web & marketing services";"Retail, Services, Transportation services";"Department stores, Marketing, Passenger rail";2013;6.2;2020;2150000;NA;NA;2017;2018;2740000;NA;133300;1;79.6;"Scope 1 +2 (market-based)";1380000;0;1360000;"5145-abs-S12M-2013-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";2150000;2150000;1380000;1360000;0.503649635036496;1;2016700;2073828.57142857;2740000
"Eisai Co., Ltd.";"Japan";"Japan";"Biotech & pharma, Chemicals";"Biotech, health care & pharma, Manufacturing";"Inorganic base chemicals, Pharmaceuticals";2005;23;2020;91558;NA;NA;2018;2018;135027;NA;11757.4055134158;0.558325371962645;95;"Scope 1+2 (location-based)";23287;52102;47561;"5351-abs-S12L-2005-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";51119.1544061559;51119.1544061556;23287;52102;0.308891217551632;1;39361.7488927399;40929.4029611953;75389.0000000001
"Estee Lauder Companies Inc.";"United States of America";"Japan";"Chemicals";"Manufacturing";"Personal care & household products";2016;100;2020;93302;67833.97;NA;2016;2017;64601.3;NA;1769.18187922659;0.0189618859105548;100;"Scope 1 +2 (market-based)";114.82;1171.44;1171.44;"5885-abs-S12M-2016-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";1769.18187922658;1769.18187922659;114.82;1171.44;0.0892665557507813;1;0;1769.18187922659;1224.96248027352
"FP Corporation";"Japan";"Japan";"Chemicals, Plastic product manufacturing";"Manufacturing";"Basic plastics, Plastic products";2003;20;2020;126816;NA;NA;2018;2018;196362;NA;25363.2;1;100;"Scope 1+2 (location-based)";8818;187544;0;"6669-abs-S12L-2003-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";126816;126816;8818;187544;0.044906855705279;1;101452.8;104436.705882353;196362
"Fuji Electric Co., Ltd.";"Japan";"Japan";"Electrical & electronic equipment, Powered machinery";"Manufacturing";"Electrical equipment, Electronic equipment, Industrial machinery";2006;20;2020;383545;NA;NA;2018;2018;328385;NA;45966.7677269059;0.599235653272835;100;"Scope 1 +2 (market-based)";102416;94561;94364;"6841-abs-S12M-2006-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";229833.83863453;229833.838634529;102416;94364;0.52045939628011;1;183867.070907624;190433.752011467;196780
"Fuji Electric Co., Ltd.";"Japan";"Japan";"Electrical & electronic equipment, Powered machinery";"Manufacturing";"Electrical equipment, Electronic equipment, Industrial machinery";2006;40;2020;299115;NA;NA;2018;2018;217677;NA;51867.1019170606;0.433504688138848;78;"Scope 2 (market-based)";102416;94561;94364;"6841-abs-S2M-2006-2020-1";"S2M";"Scope 2";"";"S2M";"absolute";129667.754792652;129667.754792652;0;94364;0;1;77800.6528755909;85210.2388637424;94364
"Fujitsu Limited";"Japan";"Japan";"Electrical & electronic equipment, IT & software development, Media, telecommunications & data center services, Specialized professional services";"Manufacturing, Services";"Computer hardware, Electronic components, Electronic equipment, IT services, Other professional services, Semiconductors, Servers & data centers";2013;33;2030;1324000;1015000;NA;2018;2018;1136800;NA;387532.051372273;0.886963406052076;100;"Scope 1+2 (location-based)";190100;818200;818200;"6874-abs-S12L-2013-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1174339.54961295;1174339.54961295;190100;818200;0.188535158187047;1;786807.498240676;1060359.53450346;1008300
"Fujitsu Limited";"Japan";"Japan";"Electrical & electronic equipment, IT & software development, Media, telecommunications & data center services, Specialized professional services";"Manufacturing, Services";"Computer hardware, Electronic components, Electronic equipment, IT services, Other professional services, Semiconductors, Servers & data centers";2013;80;2050;1324000;1015000;NA;2018;2018;1136800;NA;939471.639690359;0.886963406052076;100;"Scope 1+2 (location-based)";190100;818200;818200;"6874-abs-S12L-2013-2050-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";1174339.54961295;1174339.54961295;190100;818200;0.188535158187047;1;234867.90992259;1047383.92262776;1008300
"Fujitsu Limited";"Japan";"Japan";"Electrical & electronic equipment, IT & software development, Media, telecommunications & data center services, Specialized professional services";"Manufacturing, Services";"Computer hardware, Electronic components, Electronic equipment, IT services, Other professional services, Semiconductors, Servers & data centers";2013;30;2030;8186000;NA;NA;2018;2018;NA;NA;2355436.83148335;0.959132189707366;93.5;"Other, please specify: Scope 3 category 1 + category 11";190100;818200;818200;"6874-abs-S13-2013-2030-1";"S13";"Scope 1+3";"S1";"";"absolute";7851456.1049445;7851456.1049445;190100;0;1;1;5496019.27346115;7158680.56627293;7158680.56627293
"Naturgy Energy Group SA";"Spain";"Japan";"Energy utility networks, Oil & gas retailing, Oil & gas storage & transportation, Thermal power generation";"Fossil Fuels, Infrastructure, Power generation";"CCGT generation, Electricity networks, Gas utilities, Oil & gas marketing & retailing, Oil & gas pipelines & storage";2015;32;2050;158903771;159036735;24109635;2015;2016;163649567;21848306;0;0;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";0;0;0;"7084-abs-S12L3-2015-2050-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";0;0;0;0;0;0.151597899692797;0;0;0
"General Electric Company";"United States of America";"Japan";"Electrical & electronic equipment, Financial services, Industrial support services, Medical equipment & supplies, Powered machinery, Renewable energy equipment, Transportation equipment";"Biotech, health care & pharma, Manufacturing, Services";"Banks, Electrical equipment, Energy services & equipment, Engines & motors, Industrial machinery, Medical equipment, Other renewable energy equipment, Railroad rolling stock";2011;20;2020;5199588;5199588;NA;2017;2018;3777485;NA;6645.09296855447;0.00639001875586534;100;"Scope 1 +2 (market-based)";6279.8;17858.4;17858.4;"7166-abs-S12M-2011-2020-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";33225.4648427724;33225.4648427724;6279.8;17858.4;0.260160243928711;1;26580.3718742179;28795.402863736;24138.2
"Givaudan SA";"Switzerland";"Japan";"Chemicals";"Manufacturing";"Specialty chemicals";2015;30;2030;190026;190026;NA;2015;2016;174590;NA;73.3196161984819;0.00128613305895828;100;"Scope 1 +2 (market-based)";0.5;717;132;"7310-abs-S12M-2015-2030-1";"S12M";"Scope 1+2";"S1";"S2M";"absolute";244.398720661606;244.398720661606;0.5;132;0.00377358490566038;1;171.079104463124;244.398720661606;224.545970763526
"Hitachi, Ltd.";"Japan";"Japan";"Electrical & electronic equipment, Financial services, Intermodal transport & logistics, Powered machinery";"Manufacturing, Services, Transportation services";"Agriculture, construction & mining machinery, Banks, Computer hardware, Electrical equipment, Electronic equipment, Industrial machinery, Logistics - 3rd party";2010;11.3;2030;5756770;3757059;NA;2010;2010;4717823;NA;471722.459999803;0.725152306631331;97;"Scope 1+2 (location-based)";625093;2099347;0;"8338-abs-S12L-2010-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";4174535.04424605;4174535.04424604;625093;2099347;0.229439077388381;1;3702812.58424624;4174535.04424604;3421140.23072835
"Hitachi High-Technologies Corporation";"Japan";"Japan";"Electrical & electronic equipment, Medical equipment & supplies, Powered machinery, Trading, wholesale, distribution, rental & leasing";"Biotech, health care & pharma, Manufacturing, Services";"Dealers, wholesalers & distributors, Electronic components, Industrial machinery, Medical equipment";2013;7.3;2030;34231;NA;NA;2018;2018;15047;NA;902.244486788064;0.361062005715425;100;"Scope 1+2 (location-based)";5432.9;0;43155;"8391-abs-S12L-2013-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";12359.5135176447;12359.5135176447;5432.9;0;1;1;11457.2690308566;12094.1474921188;5432.9
"Honda Motor Co., Ltd.";"Japan";"Japan";"Financial services, Powered machinery, Transportation equipment";"Manufacturing, Services";"Automobiles, Banks, Engines & motors";2000;50;2050;180000000;NA;NA;2010;2010;319207700;5140000;506132.234694412;0.349246231155779;100;"Scope 1+2 (location-based) +3 (upstream & downstream)";460000;930000;0;"8566-abs-S12L3-2000-2050-1";"S12L3";"Scope 1+2+3";"S1";"S2L";"absolute";62864321.6080402;1012264.46938882;460000;930000;0.330935251798561;0.0161023684579037;506132.234694412;911038.022449942;1795125.6281407
"Ingenico";"France";"Japan";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2015;50;2020;305.19;8326;NA;2017;2018;11218;NA;0.326464610447495;0.00213941879122838;3.7;"Scope 2 (location-based)";0;24;0;"9101-abs-S2L-2015-2020-1";"S2L";"Scope 2";"";"S2L";"absolute";0.652929220894989;0.65292922089499;0;24;0;1;0.326464610447495;0.522343376715992;24
"Inpex Corporation";"Japan";"Japan";"Chemicals, Oil & gas extraction & production, Oil & gas storage & transportation";"Fossil Fuels, Manufacturing";"Inorganic base chemicals, Natural gas extraction, Oil & gas extraction, Oil & gas pipelines & storage";2005;5;2020;222674;NA;NA;2018;2018;586494;NA;7229.23377374705;0.649310990393764;100;"Scope 1+2 (location-based)";380817;0;42010;"9134-abs-S12L-2005-2020-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";144584.675474941;144584.675474941;380817;0;1;1;137355.441701194;138319.339537694;380817
"Inpex Corporation";"Japan";"Japan";"Chemicals, Oil & gas extraction & production, Oil & gas storage & transportation";"Fossil Fuels, Manufacturing";"Inorganic base chemicals, Natural gas extraction, Oil & gas extraction, Oil & gas pipelines & storage";2013;28;2030;254142;513022;NA;2018;2018;586494;NA;46204.8142417825;0.649310990393764;100;"Scope 1+2 (location-based)";380817;0;42010;"9134-abs-S12L-2013-2030-1";"S12L";"Scope 1+2";"S1";"S2L";"absolute";165017.193720652;165017.193720652;380817;0;1;1;118812.379478869;151427.542473069;380817
"JCDecaux SA.";"France";"Japan";"Web & marketing services";"Services";"Marketing";2012;15;2020;187978;206418;NA;2017;2018;240162;NA;227.182545531766;0.00805706148349864;91;"Scope 2 (location-based)";9;1935;874;"9731-abs-S2L-2012-2020-1";"S2L";"Scope 2";"";"S2L";"absolute";1514.55030354511;1514.55030354511;0;1935;0;1;1287.36775801334;1372.56121258775;1935
