"account_id";"company_name";"program_id";"access";"incorporation_country";"sectors";"industries";"activities";"primary_sector";"primary_industry";"primary_activity";"project_year";"Target reference number";"Year target was set";"Target coverage";"Scope(s) (or Scope 3 category)";"Base year";"Covered emissions in base year (metric tons CO2e)";"Covered emissions in base year as % of total base year emissions in selected Scope(s) (or Scope 3 category)";"Target year";"Targeted reduction from base year (%)";"Covered emissions in target year (metric tons CO2e) [auto-calculated]";"Covered emissions in reporting year (metric tons CO2e)";"% of target achieved [auto-calculated]";"Target status in reporting year";"Is this a science-based target?";"Target boundary accuracy";"Possible invalid formulation";"Keyword matches";"duration";"time_complete";"% reduction (annual linear)";"Most recent accounting year";"Most recent accounting year end date";"Base year emissions (100% of scope)";"Base year emissions data source";"access_BYE";"Base year emissions (100% of scope, excl. scope 3)";"Base year emissions data source (excl. scope 3)";"access_Base_excl_scope3";"MRY emissions (100% of scope)";"MRY year emissions data source";"access_MRY_specific";"MRY emissions (100% of scope, excl. scope 3)";"MRY emissions data source (excl. scope 3)";"Anticipated reduction in target year (tCO2e)";"Anticipated reduction in target year, excl. scope 3 (tCO2e)";"flag";"flag_notes";"T_ID";"priority_score";"priority_order";"Global S1";"Global S2M";"Global S2L";"Country/Region";"Country S1";"Country S2L";"Country S2M";"percent_alloc";"Country impact (excl. scope 3)";"Scope_short";"Scope_short_tmp";"percent_alloc_tmp"
59175;"Pandox";"Investor";"public";"Sweden";"Bars, hotels & restaurants, Land & property ownership & development";"Hospitality, Infrastructure";"Hotels & lodging, Real estate owners & developers";"Land & property ownership & development";"Infrastructure";"Real estate owners & developers";2020;"Abs 1";2019;"Business division";"Scope 1+2 (location-based)";2019;14990;100;2023;20;11992;14990;0;"New";"No, and we do not anticipate setting one in the next 2 years";"no assessment";NA;NA;4;0;5;2019;"2019-12-31";14952.869;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;NA;14952.869;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;2998;NA;"-0cb-0e-0zd-7f-5ad";NA;"59175-abs-S12L-2019-2023-1";2.84682926829268;1;5723.869;2946;9229;"Global";5723.869;9229;2946;1;NA;"S12L";"S12L";1
59242;"California Resources Corp";"Investor";"public";"United States of America";"Oil & gas extraction & production, Oil & gas processing";"Fossil Fuels";"Oil & gas extraction, Oil & gas refining";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2020;"Abs 1";2017;"Company-wide";"Scope 1+2 (location-based)";2013;5859041;100;2030;30;4101328.7;3547524.5;131.507101588809;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;13;0.153846153846154;1.76470588235294;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;3547524.5;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;1757712.3;NA;"-0ca-0e-0fb-0zb-7f-0zc-7f-0zd-7f-5ad";NA;"59242-abs-S12L-2013-2030-1";2.95024390243902;1;3209149.46;256550.68;338375.04;"Global";3209149.46;338375.04;256550.68;1;NA;"S12L";"S12L";1
59325;"Ferrari";"Investor";"public";"Italy";"Powered machinery, Transportation equipment, Web & marketing services";"Manufacturing, Services";"Automobiles, Engines & motors, Marketing";"Transportation equipment";"Manufacturing";"Automobiles";2020;"Abs 1";2019;"Company-wide";"Scope 2 (market-based)";2019;826;100;2021;100;0;826;0;"New";"No, and we do not anticipate setting one in the next 2 years";"no assessment";NA;NA;2;0;50;2019;"2019-12-31";826;"C6 2020 S2M";"public";NA;NA;NA;826;"C6 2020 S2M";"public";NA;NA;826;NA;"-0cb-0e-0cd-0zd-7f-5ad";NA;"59325-abs-S2M-2019-2021-1";2.98585365853659;1;93789;826;11603;"Global";93789;11603;826;1;NA;"S2M";"S2M";1
59338;"Poste Italiane";"Investor";"public";"Italy";"Financial services, Intermodal transport & logistics, Trading, wholesale, distribution, rental & leasing";"Retail, Services, Transportation services";"Banks, Dealers, wholesalers & distributors, Insurance, Logistics - 3rd party, Logistics - transport";"Intermodal transport & logistics";"Transportation services";"Logistics - transport";2020;"Abs 1";2017;"Business activity";"Scope 1+2 (market-based)";2017;58371;28;2022;17;48447.93;52442;59.749654088906;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;5;0.4;3.4;2019;"2019-12-31";207220;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;NA;153923;"C6 2020 S1, C6 2020 S2M";"public";NA;NA;9923.07;NA;"-0db-0zc-7gb-0zd-7f-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 99% of calculated base year emissions (C6 2019 | TOTAL 58021.6).";"59338-abs-S12M-2017-2022-1";2.09634146341463;1;145747;8176;177855;"Global";145747;177855;8176;1;NA;"S12M";"S12M";1
59387;"Dustin Group AB";"Investor";"public";"Sweden";"Discretionary retail";"Retail";"Discretionary delivery retail";"Discretionary retail";"Retail";"Discretionary delivery retail";2020;"Abs 1";2014;"Company-wide";"Scope 1+2 (location-based) +3 (downstream)";2015;2652.15;100;2020;40;1591.29;2293;33.8546085251588;"Underway";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;NA;6;0.833333333333333;8;2019;"2019-08-31";NA;NA;NA;NA;NA;NA;2833.45;"C6 2020 S1, C6 2020 S2L, C6 2020 S3.09, C6 2020 S3.13, C6 2020 S3.14, C6 2020 S3.15, C6 2020 S3.17: downstream completeness: 1";"public";1231.403;"C6 2020 , C6 2020";1060.86;461.044375789232;"-0zd-7f-5ad";NA;"59387-abs-S12L3-2015-2020-1";3.38536585365854;1;NA;NA;NA;"Global";NA;NA;NA;1;461.044375789232;"S12L3";"S12L";NA
59462;"Nishimatsu Construction Co Ltd";"Investor";"public";"Japan";"Construction, Other services, Specialized professional services";"Infrastructure, Services";"Building sub-contractors, Engineering services, Real estate services";"Construction";"Infrastructure";"Building sub-contractors";2020;"Abs 1";2015;"Company-wide";"Scope 1+2 (location-based)";1990;195591;91.92;2020;74.54;49797.4686;66716.92;88.3949231234548;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;5;0.8;2.48466666666667;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;72578.589;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;145793.5314;NA;"-0fa-0fa-0fa-0e-0fa-0fa-0fa-0da-0db-0zb-7ga-0zc-7f-0zd-7f-0tb-0td-5ad";"Found keyword(s): ????, ???????????, ????, ?????????";"59462-abs-S12L-1990-2020-1";3.30996585365854;1;42600.738;33552.008;29977.851;"Global";42600.738;29977.851;33552.008;1;NA;"S12L";"S12L";1
59462;"Nishimatsu Construction Co Ltd";"Investor";"public";"Japan";"Construction, Other services, Specialized professional services";"Infrastructure, Services";"Building sub-contractors, Engineering services, Real estate services";"Construction";"Infrastructure";"Building sub-contractors";2020;"Abs 2";2015;"Company-wide";"Scope 1+2 (location-based)";1990;195591;91.92;2030;61.64;75028.7076;66716.92;106.894185100946;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;15;0.266666666666667;1.541;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;72578.589;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;120562.2924;NA;"-0ca-0da-0db-0zc-7gb-0zd-7f-0tb-0td-7h-5ad";"Found keyword(s): ????, ???????????, ????, ?????????";"59462-abs-S12L-1990-2030-1";3.18584390243902;2;42600.738;33552.008;29977.851;"Global";42600.738;29977.851;33552.008;1;NA;"S12L";"S12L";1
59467;"Kumagai Gumi Co Ltd";"Investor";"public";"Japan";"Construction, Specialized professional services";"Infrastructure, Services";"Engineering services, Non-residential building construction";"Construction";"Infrastructure";"Non-residential building construction";2020;"Abs 1";2017;"Other, please specify: 自社単体の国内事業所、国内工事のみを対象（自社の海外事業所、海外工事およびグループ会社除く）";"Scope 1+2 (location-based)";2014;64575.27;64.42;2021;25;48431.4525;74698.66;-62.7075349433305;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;4;0.5;3.57142857142857;2020;"2020-03-31";100248.78;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;92663.52;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;16143.8175;NA;"-0cb-0zd-7f-0vk-0tb-0tc-0td-0rec-0rce-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 64580.264076).; Found keyword(s): ??????, ??????????, ???????, ?????, ????, ????; Organizational changes: Other: 0.97% decreased in 2019,  Change in boundary: 2.34% increased in 2019";"59467-abs-S12L-2014-2021-1";2.54005365853659;3;74201.33;19760.85;18462.19;"Global";74201.33;18462.19;19760.85;1;NA;"S12L";"S12L";1
59467;"Kumagai Gumi Co Ltd";"Investor";"public";"Japan";"Construction, Specialized professional services";"Infrastructure, Services";"Engineering services, Non-residential building construction";"Construction";"Infrastructure";"Non-residential building construction";2020;"Abs 2";2017;"Other, please specify: 自社単体の国内事業所、国内工事のみを対象（自社の海外事業所、海外工事およびグループ会社除く）";"Scope 1+2 (location-based)";2014;64575.27;64.42;2031;42;37453.6566;74698.66;-37.3259136567444;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;14;0.142857142857143;2.47058823529412;2020;"2020-03-31";100248.78;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;92663.52;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;27121.6134;NA;"-0cb-0zd-7f-0vk-0tb-0tc-0td-0rec-0rce-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 64580.264076).; Found keyword(s): ??????, ??????????, ???????, ?????, ????, ????; Organizational changes: Other: 0.97% decreased in 2019,  Change in boundary: 2.34% increased in 2019";"59467-abs-S12L-2014-2031-1";2.71493170731707;2;74201.33;19760.85;18462.19;"Global";74201.33;18462.19;19760.85;1;NA;"S12L";"S12L";1
59467;"Kumagai Gumi Co Ltd";"Investor";"public";"Japan";"Construction, Specialized professional services";"Infrastructure, Services";"Engineering services, Non-residential building construction";"Construction";"Infrastructure";"Non-residential building construction";2020;"Abs 3";2017;"Other, please specify: 自社単体の国内事業所、国内工事のみを対象（自社の海外事業所、海外工事およびグループ会社除く）";"Scope 1+2 (location-based)";2014;64575.27;64.42;2051;71;18726.8283;74698.66;-22.0801179377924;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;34;0.0588235294117647;1.91891891891892;2020;"2020-03-31";100248.78;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;92663.52;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;45848.4417;NA;"-0cb-0db-0zd-7f-0vk-0tb-0tc-0td-0rec-0rce-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 64580.264076).; Found keyword(s): ??????, ??????????, ???????, ?????, ????, ????; Organizational changes: Other: 0.97% decreased in 2019,  Change in boundary: 2.34% increased in 2019";"59467-abs-S12L-2014-2051-1";3.01468780487805;1;74201.33;19760.85;18462.19;"Global";74201.33;18462.19;19760.85;1;NA;"S12L";"S12L";1
60580;"Vicinity Centres";"Investor";"public";"Australia";"Financial services";"Services";"REIT";"Financial services";"Services";"REIT";2020;"Abs 2";2018;"Other, please specify: Target applies to 100% Vicinity Owned Assets";"Scope 1+2 (location-based)";2016;58626;34;2030;100;0;52905;9.75846893869614;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;12;0.0833333333333333;7.14285714285714;2019;"2019-12-31";209779;"CCDS 2017 S1, CCDS 2017 S2L";"public";NA;NA;NA;164267;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;58626;NA;"-0cd-0zd-7f-0wbnq-0wboq-0rec-0rba-0rcb-0rca-0rcb-0rba-0rcb-0rec-5ad";"Base year emissions check: -0wbnq: stated base year emissions are 18% lower than calculated base year emissions (CCDS 2017 | TOTAL 71324.86). -0wboq: stated base year emissions are 18% lower than calculated base year emissions (DWH 2017 | TOTAL 71324.86).; Organizational changes: Other: 1.5% increased in 2019,  Divestment: 7.0% decreased in 2019,  Acquisitions: 3.0% increased in 2019, Divestment: 4.0% decreased in 2018,  Acquisitions: 2.0% increased in 2018, Divestment: 7.0% decreased in 2017,  Acquisitions: 1.0% increased in 2017,  Other: 0.3% decreased in 2017";"60580-abs-S12L-2016-2030-1";2.99024390243902;1;5058;NA;159209;"Global";5058;159209;NA;1;NA;"S12L";"S12L";1
60580;"Vicinity Centres";"Investor";"public";"Australia";"Financial services";"Services";"REIT";"Financial services";"Services";"REIT";2020;"Abs 3";2018;"Other, please specify: Target applies to 100% Vicinity Owned Assets";"Scope 1+2 (location-based)";2016;58626;34;2025;29;41624.46;52905;33.6498928920557;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"no assessment";NA;NA;7;0.142857142857143;3.22222222222222;2019;"2019-12-31";209779;"CCDS 2017 S1, CCDS 2017 S2L";"public";NA;NA;NA;164267;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;17001.54;NA;"-0hb-0db-0zd-7f-0wbnq-0wboq-0rec-0rba-0rcb-0rca-0rcb-0rba-0rcb-0rec-2ea-5ad";"Base year emissions check: -0wbnq: stated base year emissions are 18% lower than calculated base year emissions (CCDS 2017 | TOTAL 71324.86). -0wboq: stated base year emissions are 18% lower than calculated base year emissions (DWH 2017 | TOTAL 71324.86).; Organizational changes: Other: 1.5% increased in 2019,  Divestment: 7.0% decreased in 2019,  Acquisitions: 3.0% increased in 2019, Divestment: 4.0% decreased in 2018,  Acquisitions: 2.0% increased in 2018, Divestment: 7.0% decreased in 2017,  Acquisitions: 1.0% increased in 2017,  Other: 0.3% decreased in 2017";"60580-abs-S12L-2016-2025-1";2.27780487804878;3;5058;NA;159209;"Global";5058;159209;NA;1;NA;"S12L";"S12L";1
60819;"LCARE MEXICANA SRL DE CV";"Supply Chain";"public";"Mexico";"Trading, wholesale, distribution, rental & leasing";"Retail";"Dealers, wholesalers & distributors: climate change impacts, Food & beverage wholesale";"Trading, wholesale, distribution, rental & leasing";"Retail";"Food & beverage wholesale";2020;"Abs 1";2017;"Company-wide";"Scope 1+2 (location-based)";2017;3098;78.95;2022;7.12;2877.4224;0.17;1404.41731163998;"Underway";"No, but we anticipate setting one in the next 2 years";"good";NA;NA;5;0.4;1.424;2019;"2019-12-31";3098.18;"DWH 2017 S1, DWH 2017 S2L";"public";NA;NA;NA;2250.2;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;220.5776;NA;"-0ca-0fb-0da-0db-0zc-7f-0zd-7f-0waoq-2bo-2fboq-5ab";"Base year emissions check: -0waoq: stated base year emissions are 27% higher than calculated base year emissions (DWH 2017 | TOTAL 2446.01311).";"60819-abs-S12L-2017-2022-1";2.50704146341463;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S12L";"S12L";NA
60819;"LCARE MEXICANA SRL DE CV";"Supply Chain";"public";"Mexico";"Trading, wholesale, distribution, rental & leasing";"Retail";"Dealers, wholesalers & distributors: climate change impacts, Food & beverage wholesale";"Trading, wholesale, distribution, rental & leasing";"Retail";"Food & beverage wholesale";2020;"Abs 2";2017;"Business division";"Scope 2 (market-based)";2017;0.17;85.93;2022;0.1;0.16983;0.1;41176.4705882353;"Underway";"No, but we anticipate setting one in the next 2 years";"poor";NA;NA;5;0.4;0.02;2019;"2019-12-31";0;"DWH 2017 S2M";"public";NA;NA;NA;0.15;"C6 2020 S2M";"public";NA;NA;0.00017;NA;"-0ca-0da-0db-0ce-0zb-7gb-0zc-7gb-0zd-7f-0wao-2bo-7h-2fboz-5ac";"Base year emissions check: -0wao: stated base year emissions are Inf% higher than calculated base year emissions (DWH 2017 | TOTAL 0).";"60819-abs-S2M-2017-2022-1";1.84664146341463;2;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S2M";"S2M";NA
60853;"CBB INDÚSTRIA E COMÉRCIO DE ASFALTO";"Supply Chain";"public";"Brazil";"Chemicals";"Materials";"Other base chemicals";"Chemicals";"Materials";"Other base chemicals";2020;"Abs 1";2018;"Company-wide";"Scope 1";2015;2126;100;2025;5;2019.7;1778;327.375352775165;"Achieved";"No, but we anticipate setting one in the next 2 years";"no assessment";NA;NA;7;0.142857142857143;0.5;2019;"2019-12-31";NA;NA;NA;NA;NA;NA;1778;"C6 2020 S1";"public";NA;NA;106.3;NA;"-0ca-0e-0zd-7f-5ad";NA;"60853-abs-S1-2015-2025-1";2.36780487804878;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S1";"S1";NA
61033;"SEKE SA";"Supply Chain";"public";"Greece";"Tobacco";"Food, beverage & agriculture";"Tobacco products";"Tobacco";"Food, beverage & agriculture";"Tobacco products";2020;"Abs 1";2019;"Company-wide";"Scope 1";2018;2.76;100;2025;15;2.346;1.99;185.990338164251;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;6;0;2.14285714285714;2019;"2019-12-31";2.76;"C6 2020 S1";"public";NA;NA;NA;1.99;"C6 2020 S1";"public";NA;NA;0.414;NA;"-0ca-0e-0zd-7f-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 96% of calculated base year emissions (C6 2019 | TOTAL 2.65).";"61033-abs-S1-2018-2025-1";2.46780487804878;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S1";"S1";NA
61033;"SEKE SA";"Supply Chain";"public";"Greece";"Tobacco";"Food, beverage & agriculture";"Tobacco products";"Tobacco";"Food, beverage & agriculture";"Tobacco products";2020;"Abs 1";2019;"Company-wide";"Scope 2 (location-based)";2018;2.31;100;2025;15;1.9635;1.45;248.196248196248;"Underway";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;6;0;2.14285714285714;2019;"2019-12-31";2.31;"C6 2020 S2L";"public";NA;NA;NA;1.65;"C6 2020 S2L";"public";NA;NA;0.3465;NA;"-0ca-0e-0zd-7f-0vm-5aa";"Base year emissions check: -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 2.31).";"61033-abs-S2L-2018-2025-1";2.13780487804878;3;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S2L";"S2L";NA
61186;"O-NET COMMUNICATIONS";"Supply Chain";"public";"China";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";"Electrical & electronic equipment";"Manufacturing";"Communications equipment";2020;"Abs 1";2018;"Company-wide";"Scope 1+2 (location-based)";2018;47303;100;2020;1;46829.97;44609.33;569.450140583049;"Achieved";"Yes, this target has been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;2;0.5;0.5;2019;"2019-12-31";47302.5;"C5.1 2020 S1, C5.1 2020 S2L";"public";NA;NA;NA;44609.33;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;473.03;NA;"-0ca-0db-0zd-7f-0vk-0vm-0td-0reb-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 47302.5). -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2019 | TOTAL 47302.5).; Found keyword(s): ?????????, ????????, ????; Organizational changes: Other: 5.0% decreased in 2019";"61186-abs-S12L-2018-2020-1";2.65536585365854;1;267.76;NA;44341.57;"Global";267.76;44341.57;NA;1;NA;"S12L";"S12L";1
61190;"SHANGHAI FUYUN INFORMATION TECHNOLOGY";"Supply Chain";"public";"China";"IT & software development, Trading, wholesale, distribution, rental & leasing";"Retail, Services";"Dealers, wholesalers & distributors, IT services";"IT & software development";"Services";"IT services";2020;"Abs 1";2018;"Business activity";"Scope 1";2017;47;100;2020;2;46.06;46.12;93.617021276596;"Achieved";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"poor";NA;NA;2;0.5;0.666666666666667;2019;"2019-12-31";7;"C6 2018 S1";"public";NA;NA;NA;6.5;"C6 2020 S1";"public";NA;NA;0.94;NA;"-0zb-7f-0zd-7f-0wam-0wao-2am-2bo-2famz-5ac";"Base year emissions check: -0wam: stated base year emissions are 571% higher than calculated base year emissions (C6 2018 | TOTAL 7). -0wao: stated base year emissions are Inf% higher than calculated base year emissions (DWH 2017 | TOTAL 0).";"61190-abs-S1-2017-2020-1";2.33536585365854;1;NA;NA;NA;"Global";NA;NA;NA;1;NA;"S1";"S1";NA
61298;"Brewer Science";"Supply Chain";"public";"United States of America";"Chemicals";"Materials";"Specialty chemicals";"Chemicals";"Materials";"Specialty chemicals";2020;"Abs 1";2015;"Site/facility";"Scope 1";2014;1046.44;80;2030;30;732.508;983.48;20.0552985996968;"Underway";"No, and we do not anticipate setting one in the next 2 years";"good";NA;NA;15;0.266666666666667;1.875;2019;"2019-12-31";1046.44;"C5.1 2020 S1";"public";NA;NA;NA;983.48;"C6 2020 S1";"public";NA;NA;313.932;NA;"-0zb-7f-0zc-7f-0zd-7f-0wakq-2ak-2fakq-5ab";"Base year emissions check: -0wakq: stated base year emissions are 25% higher than calculated base year emissions (C5.1 2020 | TOTAL 837.152).";"61298-abs-S1-2014-2030-1";2.42024390243902;2;983.48;NA;3470.79;"Global";983.48;3470.79;NA;1;NA;"S1";"S1";1
61298;"Brewer Science";"Supply Chain";"public";"United States of America";"Chemicals";"Materials";"Specialty chemicals";"Chemicals";"Materials";"Specialty chemicals";2020;"Abs 2";2015;"Site/facility";"Scope 2 (location-based)";2014;6719.27;100;2030;100;0;3470.79;48.345728032956;"Underway";"No, and we do not anticipate setting one in the next 2 years";"excellent";NA;NA;15;0.266666666666667;6.25;2019;"2019-12-31";6719.27;"C5.1 2020 S2L";"public";NA;NA;NA;3470.79;"C6 2020 S2L";"public";NA;NA;6719.27;NA;"-0cd-0zb-7f-0zc-7f-0zd-7f-0vk-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 6719.27).";"61298-abs-S2L-2014-2030-1";2.99024390243902;1;983.48;NA;3470.79;"Global";983.48;3470.79;NA;1;NA;"S2L";"S2L";1
61308;"Entegris Inc";"Supply Chain";"public";"United States of America";"Plastic product manufacturing";"Manufacturing";"Plastic products";"Plastic product manufacturing";"Manufacturing";"Plastic products";2020;"Abs 1";2017;NA;"Scope 2 (location-based)";2017;91717.1;28;2020;0.4;91350.2316;NA;NA;NA;NA;"poor";NA;NA;3;0.666666666666667;0.133333333333333;2019;"2019-12-31";91717.1;"C6 2019 S2L";"public";NA;NA;NA;102255.3;"C6 2020 S2L";"public";NA;NA;366.8684;NA;"-6c-0da-0db-0ce-0zb-7f-0zc-7f-0zd-7f-0wam-0rea-0rcb-2am-6fm-2famz-5ac";"Missing info: % of target achieved [auto-calculated]; Base year emissions check: -0wam: stated base year emissions are 257% higher than calculated base year emissions (C6 2019 | TOTAL 25680.788).; Organizational changes: Other: 11.0% increased in 2019,  Acquisitions: 4.6% increased in 2019";"61308-abs-S2L-2017-2020-1";1.26936585365854;1;21104.2;NA;88736;"Global";21104.2;88736;NA;1;NA;"S2L";"S2L";1
61314;"MURATA MACHINERY,LTD.";"Supply Chain";"public";"Japan";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2020;"Abs 1";2018;"Site/facility";"Scope 1+2 (location-based)";2017;29933;100;2030;18;24545.06;28574;25.2229980289313;"Achieved";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"good";NA;NA;12;0.0833333333333333;1.38461538461538;2020;"2020-03-31";17554;"C6 2019 S1, C6 2019 S2L";"public";NA;NA;NA;28574;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;5387.94;NA;"-0e-0fa-0zd-7f-0wamq-0waoq-2am-2bo-2famq-5ab";"Base year emissions check: -0wamq: stated base year emissions are 71% higher than calculated base year emissions (C6 2019 | TOTAL 17554). -0waoq: stated base year emissions are 71% higher than calculated base year emissions (DWH 2017 | TOTAL 17554).";"61314-abs-S12L-2017-2030-1";2.83024390243902;2;6955;21873;21619;"Global";6955;21619;21873;1;NA;"S12L";"S12L";1
61314;"MURATA MACHINERY,LTD.";"Supply Chain";"public";"Japan";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2020;"Abs 2";2018;"Site/facility";"Scope 1+2 (location-based)";2017;29933;100;2050;49;15265.83;28574;9.26559111266864;"Achieved";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"good";NA;NA;32;0.03125;1.48484848484848;2020;"2020-03-31";17554;"C6 2019 S1, C6 2019 S2L";"public";NA;NA;NA;28574;"C6 2020 S1, C6 2020 S2L";"public";NA;NA;14667.17;NA;"-0e-0db-0zd-7f-0wamq-0waoq-2am-2bo-2famq-5ab";"Base year emissions check: -0wamq: stated base year emissions are 71% higher than calculated base year emissions (C6 2019 | TOTAL 17554). -0waoq: stated base year emissions are 71% higher than calculated base year emissions (DWH 2017 | TOTAL 17554).";"61314-abs-S12L-2017-2050-1";3.15;1;6955;21873;21619;"Global";6955;21619;21873;1;NA;"S12L";"S12L";1
61315;"Rinchem Company Inc";"Supply Chain";"public";"United States of America";"Commercial & consumer services";"Services";"Commercial services";"Commercial & consumer services";"Services";"Commercial services";2020;"Abs 1";2019;"Site/facility";"Scope 1";2017;19620;100;2050;70;5886;NA;NA;"Underway";"No, but we anticipate setting one in the next 2 years";"poor";NA;NA;31;0;2.12121212121212;2020;"2020-06-30";6818;"C5.1 2020 S1";"public";NA;NA;NA;41859;"C6 2020 S1";"public";NA;NA;13734;NA;"-6c-0zb-7f-0zc-7f-0zd-7f-0wak-0vm-2ak-6fm-2fakz-5ac";"Missing info: % of target achieved [auto-calculated]; Base year emissions check: -0wak: stated base year emissions are 188% higher than calculated base year emissions (C5.1 2020 | TOTAL 6818). -0vm: stated base year emissions are 100% of calculated base year emissions (C6 2018 | TOTAL 19620).";"61315-abs-S1-2017-2050-1";3.03;1;20984;NA;1115;"Global";20984;1115;NA;1;NA;"S1";"S1";1
61555;"Palladio Group SPA";"Supply Chain";"public";"Italy";"Paper products & packaging";"Manufacturing";"Paper products";"Paper products & packaging";"Manufacturing";"Paper products";2020;"Abs 1";2019;"Company-wide";"Scope 1+2 (market-based)";2019;8435;100;2030;30.8;5837.02;8435;0;"Replaced";"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";"excellent";NA;NA;11;0;2.8;2019;"2019-12-31";8435.3;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;NA;8435.3;"C5.1 2020 S1, C5.1 2020 S2M";"public";NA;NA;2597.98;NA;"-0cb-0fa-0fa-0da-0db-0zd-7f-0vk-5aa";"Base year emissions check: -0vk: stated base year emissions are 100% of calculated base year emissions (C5.1 2020 | TOTAL 8435.3).";"61555-abs-S12M-2019-2030-1";2.95824390243902;4;1243;3171;5819;"Global";1243;5819;3171;1;NA;"S12M";"S12M";1
