"dataset_year";"Account number";"Organization";"Target reference number";"Scope(s) (or Scope 3 category)";"Target coverage";"Targeted reduction from base year (%)";"Base year";"Year target was set";"Covered emissions in base year (metric tons CO2e)";"Target year";"% of target achieved ";"Target status in reporting year";"Covered emissions in reporting year (metric tons CO2e)"
"2018";18585;"TETRA PAK";"Abs 2";"Scope 1 +2 (market-based)";"100.0";58;"2015.0";"2016.0";382722;2040;55;"Underway";260633.682
"2018";18586;"Teva Pharmaceutical Industries Ltd";"Abs 1";"Scope 1 +2 (market-based)";"79.0";15;"2012.0";"2013.0";1095488;2020;100;"Underway";931164.8
"2018";18640;"Texas Instruments Incorporated";"Abs 1";"Scope 1+2 (location-based)";"100.0";15;"2015.0";"2016.0";2408435;2020;0.4;"Underway";2406989.939
"2018";304;"The AES Corporation";"Abs 1";"Scope 2 (location-based)";"0.17";12;"2016.0";"2017.0";688.08;2017;100;"New";605.5104
"2018";582;"The Allstate Corporation";"Abs 1";"Scope 1+2 (location-based)";"66.0";20;"2007.0";"2010.0";188715;2020;100;"Underway";150972
"2018";4826;"The Dow Chemical Company";"Abs 1";"Scope 1+2 (location-based)";"100.0";0;"2006.0";"2015.0";45508118.91;2025;100;"Underway";45508118.91
"2018";8032;"The Hachijuni Bank, Ltd.";"Abs 1";"Scope 1 +2 (market-based)";"100.0";2;"2010.0";"2010.0";12437;2017;100;"Expired";12188.26
"2018";8116;"The Hartford Financial Services Group, Inc.";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";"100.0";25.7;"2015.0";"2017.0";100959;2027;86;"Underway";78645.04182
"2018";8116;"The Hartford Financial Services Group, Inc.";"Abs 2";"Scope 1+2 (location-based) +3 (upstream)";"100.0";46.2;"2015.0";"2017.0";100959;2037;48;"Underway";78570.33216
"2018";8526;"The Home Depot, Inc.";"Abs 1";"Scope 1+2 (location-based)";"100.0";20;"2010.0";"2015.0";3073094;2020;100;"Underway";2458475.2
"2018";8526;"The Home Depot, Inc.";"Abs 2";"Scope 1+2 (location-based)";"100.0";40;"2011.0";"2018.0";3020011;2030;74.7;"Underway";2117631.7132
"2018";8526;"The Home Depot, Inc.";"Abs 3";"Scope 1+2 (location-based)";"100.0";51;"2011.0";"2018.0";3020011;2035;58.6;"Underway";2117450.51254
"2018";18949;"The Spar Group Ltd";"Abs 1";"Scope 1+2 (location-based)";"59.0";2;"2016.0";"2016.0";48632;2050;2;"Underway";48612.5472
"2018";18949;"The Spar Group Ltd";"Abs 2";"Scope 1+2 (location-based)";"41.0";2;"2016.0";"2016.0";34351;2050;43;"Underway";34055.5814
"2018";19377;"The Travelers Companies, Inc.";"Abs 1";"Scope 1+2 (location-based)";"100.0";40;"2011.0";"2011.0";84603;2020;88;"New";54822.744
"2018";20384;"The Walt Disney Company";"Abs 1";"Scope 1+2 (location-based)";"100.0";50;"2012.0";"2012.0";1742917;2020;81;"Underway";1037035.615
"2018";20947;"The Yokohama Rubber Co., Ltd.";"Abs 1";"Scope 1+2 (location-based)";"95.0";25;"1990.0";"2017.0";377000;2020;90;"Underway";292175
"2018";20947;"The Yokohama Rubber Co., Ltd.";"Abs 2";"Scope 1+2 (location-based) +3 (upstream & downstream)";"87.0";50;"2005.0";"2005.0";18000000;2050;27;"Underway";15570000
"2018";29524;"THOMAS GREG & SONS GRAFICA E SERV E";"Abs 1";"Scope 1";"10.0";1.31;"2017.0";"2017.0";10;2017;1.31;"Underway";9.9982839
"2018";19075;"Thomson Reuters Corporation";"Abs 1";"Scope 1+2 (location-based) +3 (downstream)";"100.0";50.4;"2010.0";"2010.0";622771;2017;50.4;"Underway";464577.201664
"2018";19080;"thyssenkrupp AG";"Abs 1";"Scope 1+2 (location-based)";"8.0";10;"2012.0";"2013.0";2010000;2022;60.5;"Underway";1888395
"2018";19080;"thyssenkrupp AG";"Abs 2";"Scope 1+2 (location-based)";"100.0";3;"2012.0";"2013.0";23800000;2022;62;"Underway";23357320
"2018";23125;"Tieto Oyj";"Abs 1";"Scope 2 (market-based)";"100.0";50;"2016.0";"2017.0";25475;2020;88;"Underway";14266
"2018";31270;"TietoEVRY";"Abs 1";"Other, please specify: Scope1+2(locationb)+Scope3 all relevant";"100.0";75;"2011.0";"2013.0";14776;2030;36;"Underway";10786.48
"2018";31270;"TietoEVRY";"Abs 2";"Other, please specify: Scope1+2(locationb)+Scope3 all relevant";"100.0";90;"2011.0";"2013.0";14776;2050;30;"Underway";10786.48
"2018";19083;"Tiffany & Co.";"Abs 1";"Scope 1 +2 (market-based)";"100.0";15;"2013.0";"2014.0";42329;2020;100;"Underway";35979.65
"2018";19083;"Tiffany & Co.";"Abs 2";"Scope 1 +2 (market-based)";"100.0";100;"2015.0";"2015.0";45000;2050;70;"Underway";13500
"2018";19152;"Toda Corporation";"Abs 1";"Scope 1+2 (location-based)";"100.0";57;"2010.0";"2017.0";90854;2050;32.9;"Underway";73816.14938
"2018";19152;"Toda Corporation";"Abs 2";"Scope 1+2 (location-based)";"100.0";35;"2010.0";"2017.0";90854;2030;53.6;"Underway";73809.7896
"2018";19152;"Toda Corporation";"Abs 3";"Scope 1+2 (location-based)";"96.0";80;"1990.0";"2017.0";192364;2050;79.3;"Underway";70328.2784
"2018";19152;"Toda Corporation";"Abs 4";"Scope 1+2 (location-based)";"96.0";70;"1990.0";"2017.0";192364;2030;90.6;"Underway";70366.7512
"2018";21151;"TOFAŞ TÜRK OTOMOBİL FABRİKASI A.Ş.";"Abs 1";"Scope 1+2 (location-based)";"100.0";6.8;"2011.0";"2011.0";149682;2020;100;"Retired";139503.624
"2018";19184;"Tokio Marine Holdings, Inc.";"Abs 1";"Scope 1+2 (location-based) +3 (upstream & downstream)";"100.0";1;"2016.0";"2017.0";119420;2017;100;"Expired";118225.8
"2018";19184;"Tokio Marine Holdings, Inc.";"Abs 3";"Scope 1+2 (location-based)";"52.0";40;"2006.0";"2008.0";62544;2020;69;"Underway";45281.856
"2018";19184;"Tokio Marine Holdings, Inc.";"Abs 4";"Scope 1+2 (location-based)";"52.0";60;"2017.0";"2018.0";62544;2050;46;"Underway";45281.856
"2018";19184;"Tokio Marine Holdings, Inc.";"Abs 5";"Scope 1+2 (location-based) +3 (upstream & downstream)";"100.0";3;"2014.0";"2015.0";98317;2017;100;"Expired";95367.49
"2018";19192;"Tokyo Gas Co., Ltd.";"Abs 1";"Scope 3: Use of sold products";"78.0";36;"2011.0";"2011.0";22000000;2020;51;"Underway";17960800
"2018";19192;"Tokyo Gas Co., Ltd.";"Abs 2";"Scope 1 +2 (market-based)";"2.0";13;"2005.0";"2011.0";50000;2020;77;"Underway";44995
"2018";51172;"Tomoku Co., Ltd";"Abs 1";"Scope 1+2 (location-based)";"100.0";15.4;"2006.0";"2017.0";51163;2020;7.2;"Underway";50595.704656
"2018";19207;"Tongaat Hulett Ltd";"Abs 1";"Scope 1";"100.0";10;"2013.0";"2009.0";885976;2020;11;"Underway";876230.264
"2018";19207;"Tongaat Hulett Ltd";"Abs 2";"Scope 2 (location-based)";"100.0";28;"2013.0";"2009.0";360254;2020;10;"Underway";350166.888
"2018";19238;"Toppan Inc.";"Abs 1";"Scope 1 +2 (market-based)";"61.0";29;"2008.0";"2011.0";751000;2020;98;"Underway";537565.8
"2018";19242;"Toray Industries, Inc.";"Abs 1";"Scope 1 +2 (market-based)";"67.0";15;"1990.0";"2016.0";2550000;2020;100;"Underway";2167500
"2018";19197;"Toshiba Corporation";"Abs 1";"Scope 1+2 (location-based)";"100.0";75;"1990.0";"2017.0";6760000;2020;100;"Underway";1690000
"2018";63625;"Tosoh SMD";"Abs 1";"Scope 2 (location-based)";"6.8";1.6;"2016.0";"2017.0";1092000;2017;100;"Expired";1074528
"2018";29744;"Tospo";"Abs 1";"Scope 1+2 (location-based)";"95.0";5;"2018.0";"2018.0";5900;2019;85;"Underway";5649.25
"2018";19257;"TotalEnergies";"Abs 1";"Scope 1";"15.0";80;"2010.0";"2016.0";8140000;2020;100;"Underway";1628000
"2018";19257;"TotalEnergies";"Abs 2";"Scope 1";"15.0";100;"2010.0";"2016.0";8140000;2030;87;"Underway";1058200
"2018";19266;"Toto Ltd.";"Abs 1";"Scope 1+2 (location-based)";"100.0";0;"2017.0";"2017.0";352000;2017;100;"Retired";352000
"2018";22228;"Toyo Ink SC Holdings Co., Ltd.";"Abs 1";"Scope 1 +2 (market-based)";"100.0";21;"2013.0";"2013.0";99526;2026;36.7;"Replaced";91855.53118
"2018";19276;"Toyo Seikan Group Holdings, Ltd.";"Abs 1";"Scope 1 +2 (market-based)";"100.0";14;"2013.0";"2016.0";1813987;2022;57;"Underway";1669230.8374
"2018";50248;"Toyo Tire Corporation";"Abs 1";"Scope 1+2 (location-based)";"53.1";5.1;"2013.0";"2016.0";80;2030;19.6;"Underway";79.20032
"2018";19279;"Toyobo Co., Ltd.";"Abs 1";"Scope 1 +2 (market-based)";"100.0";17;"2013.0";"2014.0";834800;2030;77;"Underway";725524.68
"2018";37874;"Toyoda Gosei Co., Ltd.";"Abs 1";"Scope 1+2 (location-based)";"31.3";17;"2012.0";"2016.0";154346;2020;76.5;"Underway";134273.3027
"2018";23270;"TOYOTA CAETANO";"Abs 1";"Scope 1+2 (location-based)";"95.0";31.5;"2016.0";"2016.0";286.88;2031;11.22;"Underway";276.74080016
"2018";23270;"TOYOTA CAETANO";"Abs 2";"Scope 1+2 (location-based)";"95.0";10.5;"2016.0";"2016.0";1852.2;2021;1.04;"Underway";1850.1773976
"2018";19288;"Toyota Industries Corporation";"Abs 1";"Scope 1+2 (location-based)";"27.0";10;"2005.0";"2015.0";315000;2020;100;"Underway";283500
"2018";19290;"Toyota Motor Corporation";"Abs 1";"Scope 1+2 (location-based)";"100.0";100;"2013.0";"2015.0";8890000;2050;11.47;"Underway";7870317
"2018";19290;"Toyota Motor Corporation";"Abs 2";"Scope 1+2 (location-based)";"15.3";28;"1990.0";"2016.0";2110000;2020;100;"Underway";1519200
"2018";19290;"Toyota Motor Corporation";"Abs 3";"Scope 1+2 (location-based)";"100.0";35;"2013.0";"2015.0";8890000;2030;32.8;"Underway";7869428
"2018";32634;"TPK Holding Co., Ltd.";"Abs 1";"Scope 2 (location-based)";"100.0";3;"2015.0";"2018.0";236818.12;2018;3;"Underway";236604.983692
"2018";9103;"Trane Technologies";"Abs 1";"Scope 3: Use of sold products";"10.0";50;"2013.0";"2014.0";40000000;2020;55;"Underway";29000000
"2018";37764;"Trans-Expedite Inc.";"Abs 1";"Scope 1";"100.0";25;"2012.0";"2012.0";6845;2020;100;"Underway";5133.75
"2018";19328;"TransAlta Corporation";"Abs 1";"Scope 1+2 (location-based)";"100.0";22;"2015.0";"2015.0";32227815;2021;33;"Underway";29888075.631
"2018";19328;"TransAlta Corporation";"Abs 2";"Scope 1+2 (location-based)";"100.0";61;"2015.0";"2015.0";32227815;2030;12;"Underway";29868738.942
"2018";19366;"Trant Engineering Ltd";"Abs 1";"Scope 1";"100.0";5;"2016.0";"2017.0";2791;2017;100;"Expired";2651.45
"2018";19366;"Trant Engineering Ltd";"Abs 2";"Scope 2 (location-based)";"68.0";5;"2016.0";"2017.0";177;2017;100;"Expired";168.15
"2018";61677;"Tsuda Industries Co., Ltd.";"Abs 1";"Scope 1+2 (location-based)";"100.0";39.2;"2013.0";"2017.0";30432;2030;31.18;"Underway";26712.4305408
"2018";34462;"TTR Transport";"Abs 1";"Scope 1";"100.0";1;"2017.0";"2016.0";2016;2017;1.63;"Underway";2015.671392
"2018";34462;"TTR Transport";"Abs 2";"Scope 1";"100.0";1;"2016.0";"2016.0";2016;2017;1.63;"Underway";2015.671392
"2018";56372;"TUI Group";"Abs 1";"Scope 1+2 (location-based) +3 (downstream)";"0.55000000000000004";20;"2015.0";"2016.0";37687;2020;41;"Underway";34596.666
"2018";21158;"TÜRKİYE VAKIFLAR BANKASI T.A.O.";"Abs 1";"Scope 2 (location-based)";"41.0";2;"2016.0";"2017.0";1755;2017;100;"Expired";1719.9
"2018";19593;"U.S. Bancorp";"Abs 1";"Scope 1 +2 (market-based)";"100.0";40;"2014.0";"2016.0";415211;2029;44;"Underway";342133.864
"2018";19593;"U.S. Bancorp";"Abs 2";"Scope 1 +2 (market-based)";"100.0";60;"2014.0";"2016.0";415211;2044;29;"Underway";342964.286
"2018";51132;"UACJ Metal Components Mexico, S.A. de C.V.";"Abs 1";"Scope 3: Fuel and energy-related activities (not included in Scopes 1 or 2)";"2.0";2;"2017.0";"2017.0";677232;2018;2;"Underway";676961.1072
"2018";19573;"Ube Corporation";"Abs 1";"Scope 1 +2 (market-based)";"100.0";15;"2005.0";"2016.0";14230000;2021;99;"Underway";12116845
"2018";22416;"UBS";"Abs 1";"Scope 1+2 (market-based) +3 (upstream)";"100.0";75;"2004.0";"2006.0";360502;2020;79;"Underway";146904.565
"2018";22416;"UBS";"Abs 2";"Scope 1";"100.0";100;"2004.0";"2006.0";41858;2040;68;"Underway";13394.56
"2018";19657;"UCB SA";"Abs 1";"Scope 1+2 (location-based) +3 (downstream)";"100.0";5;"2015.0";"2016.0";175632;2020;100;"Underway";166850.4
"2018";19657;"UCB SA";"Abs 2";"Scope 1+2 (location-based) +3 (downstream)";"100.0";20;"2015.0";"2016.0";175632;2025;75;"Underway";149287.2
"2018";19657;"UCB SA";"Abs 3";"Scope 1+2 (location-based) +3 (downstream)";"100.0";35;"2015.0";"2016.0";175632;2030;42;"Underway";149814.096
"2018";19657;"UCB SA";"Abs 4";"Scope 1+2 (location-based) +3 (downstream)";"100.0";70;"2015.0";"2016.0";175632;2050;21;"Underway";149814.096
"2018";19783;"Ultrapar Participações S/A";"Abs 2";"Scope 1+2 (location-based)";"100.0";2;"2016.0";"2017.0";17770.7;2017;0.6;"Expired";17768.567516
"2018";19792;"Uni-Charm Corporation";"Abs 1";"Scope 1 +2 (market-based)";"100.0";34;"2016.0";"2017.0";412000;2030;12;"New";395190.4
"2018";19789;"Unibail-Rodamco-Westfield";"Abs 1";"Scope 1+2 (market-based) +3 (upstream & downstream)";"100.0";50;"2015.0";"2016.0";1994000;2030;2.5;"Underway";1969075
"2018";19789;"Unibail-Rodamco-Westfield";"Abs 2";"Scope 1 +2 (market-based)";"100.0";30;"2012.0";"2012.0";82339;2020;100;"Retired";57637.3
"2018";19794;"UniCredit";"Abs 1";"Scope 1+2 (location-based)";"100.0";60;"2008.0";"2015.0";491448;2020;68.33;"Underway";289964.14896
"2018";19794;"UniCredit";"Abs 2";"Scope 1+2 (location-based)";"100.0";80;"2008.0";"2015.0";491448;2030;51.25;"Underway";289954.32
"2018";19829;"Unilever plc";"Abs 1";"Scope 1 +2 (market-based)";"100.0";100;"2015.0";"2016.0";1858924;2030;9;"Underway";1691620.84
"2018";19829;"Unilever plc";"Abs 2";"Scope 1 +2 (market-based)";"100.0";100;"2015.0";"2016.0";1858924;2040;9;"Underway";1691620.84
"2018";21686;"Unimicron Corporation";"Abs 1";"Scope 1+2 (location-based)";"100.0";4;"2014.0";"2017.0";780743.91;2017;4;"Expired";779494.719744
"2018";19834;"Unite Students";"Abs 1";"Scope 1 +2 (market-based)";"100.0";0;"2014.0";"2014.0";59820;2025;100;"Underway";59820
"2018";19834;"Unite Students";"Abs 2";"Scope 1 +2 (market-based)";"100.0";44;"2014.0";"2014.0";59820;2050;64.9;"Underway";42737.8008
"2018";19569;"United Airlines Holdings";"Abs 1";"Scope 1";"2.8";80;"2015.0";"2015.0";865546;2025;0.8;"Underway";860006.5056
"2018";19569;"United Airlines Holdings";"Abs 2";"Scope 1";"0.09";11;"2012.0";"2012.0";28213;2017;100;"Expired";25109.57
"2018";19858;"United Health Group Inc";"Abs 1";"Scope 1+2 (location-based)";"45.0";2;"2016.0";"2017.0";85244;2018;100;"Underway";83539.12
"2018";19877;"United Microelectronics";"Abs 1";"Scope 1";"100.0";31.2;"2010.0";"2018.0";783168;2025;73;"New";604793.65632
"2018";19877;"United Microelectronics";"Abs 2";"Scope 1";"78.0";40;"2010.0";"2018.0";612473;2025;85;"New";404232.18
"2018";19859;"United Technologies Corporation";"Abs 1";"Scope 1+2 (location-based)";"100.0";15;"2015.0";"2016.0";2036941;2020;60;"Underway";1853616.31
"2018";19859;"United Technologies Corporation";"Abs 2";"Scope 3: Business travel";"100.0";15;"2015.0";"2016.0";109891;2020;40;"Underway";103297.54
"2018";19856;"United Utilities";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";"100.0";50;"2006.0";"2006.0";586017;2020;66.34;"Underway";391635.1611
"2018";19856;"United Utilities";"Abs 2";"Scope 1+2 (location-based) +3 (upstream)";"100.0";60;"2006.0";"2006.0";586017;2035;55.28;"Underway";391646.88144
"2018";20021;"Unum Group";"Abs 1";"Scope 1+2 (location-based)";"95.0";3;"2016.0";"2017.0";28012;2017;100;"Underway";27171.64
"2018";19898;"UPS";"Abs 1";"Scope 1 +2 (market-based)";"41.0";12;"2015.0";"2016.0";5636000;2025;5;"Underway";5602184
"2018";23130;"Vaisala Oyj";"Abs 1";"Scope 2 (market-based)";"100.0";100;"2014.0";"2015.0";6536;2020;85;"Underway";980.4
"2018";20050;"Vale SA";"Abs 1";"Scope 1";"100.0";5;"2011.0";"2012.0";17800000;2020;84;"Underway";17052400
"2018";20050;"Vale SA";"Abs 2";"Scope 1";"0.81";40;"2014.0";"2015.0";275000;2020;42.4;"Underway";228360
"2018";20055;"Vallourec";"Abs 1";"Scope 1+2 (location-based)";"74.0";20;"2014.0";"2014.0";1429626;2020;100;"Underway";1143700.8
"2018";51086;"Valmet";"Abs 1";"Scope 1+2 (location-based)";"100.0";40;"2009.0";"2016.0";123644;2025;75;"Underway";86550.8
"2018";51086;"Valmet";"Abs 2";"Scope 1+2 (location-based)";"100.0";60;"2009.0";"2016.0";123644;2030;50;"Underway";86550.8
"2018";51086;"Valmet";"Abs 3";"Scope 1+2 (location-based)";"100.0";80;"2009.0";"2016.0";123644;2040;37.5;"Underway";86550.8
"2018";37134;"Van Lanschot Kempen NV";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";"100.0";18.3;"2015.0";"2015.0";5324;2025;7;"Underway";5255.79956
"2018";72914;"Västra Götaland County (Corporate)";"Abs 1";"Scope 3: Purchased goods & services";"100.0";3;"2016.0";"2017.0";9214;2020;30;"Underway";9131.074
"2018";72914;"Västra Götaland County (Corporate)";"Abs 2";"Scope 1";"6.0";65;"2009.0";"2014.0";10062;2020;87;"Underway";4371.939
"2018";22135;"Vattenfall Group";"Abs 1";"Scope 1";"100.0";10.3;"2015.0";"2016.0";23400000;2020;33;"Underway";22604634
"2018";22135;"Vattenfall Group";"Abs 2";"Scope 1";"100.0";100;"2015.0";"2015.0";23400000;2050;3.4;"Underway";22604400
"2018";22135;"Vattenfall Group";"Abs 3";"Scope 1";"100.0";75;"2016.0";"2017.0";23200000;2030;2.7;"Underway";22730200
"2018";20141;"Vectren Corporation";"Abs 1";"Scope 1+2 (location-based)";"95.0";60;"2005.0";"2017.0";7459613;2024;30;"New";6116882.66
"2018";20149;"Veidekke ASA";"Abs 3";"Scope 1";"58.0";17;"2014.0";"2015.0";44370;2020;76;"Underway";38637.396
"2018";20149;"Veidekke ASA";"Abs 4";"Scope 2 (location-based)";"30.0";11;"2014.0";"2015.0";3245;2021;100;"Underway";2888.05
"2018";22873;"Ventas Inc";"Abs 1";"Scope 1";"100.0";10;"2013.0";"2013.0";46122.36;2023;57;"Underway";43493.38548
"2018";20102;"Veolia Environnement SA";"Abs 1";"Scope 3 (upstream & downstream)";"100.0";15;"2014.0";"2015.0";16457260;2020;36.4;"Underway";15558693.604
"2018";20102;"Veolia Environnement SA";"Abs 2";"Scope 2 (market-based)";"100.0";14;"2014.0";"2015.0";33800000;2020;44;"Underway";31717920
"2018";20108;"VERBUND AG";"Abs 2";"Scope 1+2 (market-based) +3 (upstream)";"95.0";99;"2005.0";"2009.0";4900000;2050;57.9;"Underway";2091271
"2018";20108;"VERBUND AG";"Abs 1";"Scope 1+2 (market-based) +3 (upstream)";"95.0";90;"2011.0";"2014.0";4997000;2021;64.7;"Underway";2087246.9
"2018";20173;"Vermilion Energy Inc.";"Abs 1";"Scope 1";"33.0";50;"2014.0";"2014.0";193399.7;2020;100;"Underway";96699.85
"2018";21159;"VESTEL ELEKTRONİK SANAYİ VE TİCARET A.Ş.";"Abs 1";"Scope 1+2 (location-based)";"100.0";15;"2015.0";"2015.0";59987;2022;100;"Underway";50988.95
"2018";60580;"Vicinity Centres";"Abs 1";"Scope 1+2 (location-based)";"100.0";6;"2015.0";"2015.0";236526;2017;100;"Expired";222334.44
"2018";20205;"VINCI";"Abs 1";"Scope 1+2 (location-based)";"1.39";5;"2013.0";"2014.0";37945;2017;100;"Expired";36047.75
"2018";32524;"Virgin Atlantic Airways Ltd.";"Abs 1";"Scope 1";"99.9";50;"2007.0";"2010.0";5218451;2050;47.5;"Underway";3979068.8875
"2018";32524;"Virgin Atlantic Airways Ltd.";"Abs 2";"Other, please specify: Scope 1+2 excluding aviation fuel use";"74.0";20;"2008.0";"2008.0";12996;2020;100;"Underway";10396.8
"2018";36917;"VMware, Inc";"Abs 1";"Scope 1 +2 (market-based)";"100.0";35;"2016.0";"2017.0";31200;2030;15;"New";29562
"2018";22287;"Vopak";"Abs 1";"Scope 1+2 (location-based)";"100.0";20;"2015.0";"2016.0";449000;2020;10.7;"Underway";439391.4
"2018";20398;"Walgreens Boots Alliance";"Abs 1";"Scope 1+2 (location-based)";"6.5";30;"2005.0";"2006.0";145018;2020;100;"Expired";101512.6
"2018";20402;"Walmart, Inc.";"Abs 1";"Scope 1 +2 (market-based)";"100.0";18;"2015.0";"2016.0";19900802;2025;34.1;"Underway";18679290.77324
"2018";20408;"Wärtsilä Corporation";"Abs 1";"Scope 1+2 (location-based)";"100.0";7;"2015.0";"2017.0";113466;2025;3.2;"Underway";113211.83616
"2018";20515;"Waste Management, Inc.";"Abs 1";"Scope 1";"9.0";45;"2010.0";"2017.0";1880932;2038;91;"New";1110690.346
"2018";20515;"Waste Management, Inc.";"Abs 2";"Scope 1+2 (location-based) +3 (downstream)";"100.0";42;"2011.0";"2017.0";13006771;2028;50;"New";10275349.09
"2018";20515;"Waste Management, Inc.";"Abs 3";"Scope 1+2 (location-based)";"100.0";75;"2011.0";"2018.0";13006771;2038;28;"Replaced";10275349.09
"2018";48438;"Waychein";"Abs 1";"Scope 1+2 (location-based)";"37.380000000000003";13.57;"2015.0";"2016.0";21990.22;2018;37.38;"Underway";20874.7735671748
"2018";20750;"WEC Energy Group";"Abs 1";"Scope 1";"100.0";40;"2005.0";"2005.0";35700000;2030;77;"Underway";24704400
"2018";20750;"WEC Energy Group";"Abs 2";"Scope 1";"100.0";80;"2005.0";"2005.0";35700000;2050;39;"New";24561600
"2018";73382;"WEIHAI MAXPOWER ADVANCED";"Abs 1";"Scope 2 (location-based)";"100.0";17;"2016.0";"2017.0";26738;2021;3.5;"Underway";26578.9089
"2018";20575;"Wells Fargo & Company";"Abs 1";"Scope 1+2 (location-based) +3 (upstream)";"100.0";45;"2008.0";"2008.0";1947162;2020;100;"Underway";1070939.1
"2018";23202;"Welltower Inc.";"Abs 1";"Scope 1+2 (location-based)";"100.0";25;"2014.0";"2017.0";131986.45;2025;88;"Underway";102949.431
"2018";20597;"West Japan Railway Company";"Abs 1";"Scope 1 +2 (market-based)";"100.0";2;"2010.0";"2013.0";1457000;2017;2.1;"Underway";1456388.06
"2018";22865;"Western Digital Corp";"Abs 1";"Scope 2 (location-based)";"100.0";10;"2016.0";"2016.0";1090226;2023;9.1;"Underway";1080304.9434
"2018";19051;"Westpac Banking Corporation";"Abs 1";"Scope 1+2 (location-based)";"77.75";14;"2012.0";"2013.0";141726;2017;26.36;"Retired";136495.743696
"2018";19051;"Westpac Banking Corporation";"Abs 2";"Scope 1+2 (location-based) +3 (upstream)";"3.43";4;"2015.0";"2015.0";8391;2017;30;"Retired";8290.308
"2018";56296;"WHISTL UK LTD";"Abs 1";"Scope 1";"100.0";3;"2016.0";"2016.0";17095;2021;67;"Underway";16751.3905
"2018";56296;"WHISTL UK LTD";"Abs 2";"Scope 2 (location-based)";"100.0";1.5;"2016.0";"2016.0";2011;2021;100;"Underway";1980.835
"2018";56296;"WHISTL UK LTD";"Abs 3";"Scope 3: Business travel";"100.0";3;"2016.0";"2016.0";42;2021;100;"Underway";40.74
"2018";56296;"WHISTL UK LTD";"Abs 4";"Scope 3: Employee commuting";"100.0";3;"2016.0";"2016.0";363;2021;100;"Underway";352.11
"2018";20664;"Wilmar International Limited";"Abs 1";"Scope 1";"29.06";89.72;"2013.0";"2015.0";308511.28;2020;100;"Retired";31714.959584
"2018";20757;"Wipro";"Abs 1";"Scope 1+2 (location-based)";"77.599999999999994";48.26;"2017.0";"2018.0";176272;2030;28.11;"Underway";152359.14143008
"2018";20757;"Wipro";"Abs 2";"Scope 1+2 (location-based)";"77.599999999999994";67.4;"2017.0";"2018.0";176272;2035;20.13;"Underway";152356.0848736
"2018";20747;"Wolters Kluwer";"Abs 1";"Scope 1+2 (location-based)";"90.0";3;"2015.0";"2015.0";37705;2017;100;"Underway";36573.85
"2018";20747;"Wolters Kluwer";"Abs 1";"Scope 3: Business travel";"90.0";5;"2015.0";"2015.0";20622;2017;100;"Underway";19590.9
"2018";20771;"Woodside Petroleum";"Abs 1";"Scope 1";"10.0";29;"2013.0";"2013.0";1153600;2017;71;"Underway";916073.76
"2018";20780;"Woolworths Group Limited";"Abs 1";"Scope 1+2 (location-based) +3 (upstream & downstream)";"100.0";10;"2015.0";"2016.0";3504194;2020;11;"Underway";3465647.866
"2018";20773;"Woolworths Holdings Ltd";"Abs 1";"Scope 1+2 (location-based)";"100.0";50;"2015.0";"2015.0";484922.18;2020;20;"Underway";436429.962
"2018";20799;"Workspace Group";"Abs 1";"Scope 1+2 (location-based)";"100.0";20;"2012.0";"2016.0";15044;2025;99.34;"Underway";12055.05808
"2018";20799;"Workspace Group";"Abs 2";"Scope 1+2 (location-based)";"100.0";16;"2012.0";"2016.0";15044;2020;100;"Underway";12636.96
"2018";20801;"World Bank Group";"Abs 1";"Scope 1+2 (location-based)";"87.0";10;"2010.0";"2010.0";51665.79;2017;100;"Expired";46499.211
"2018";20792;"Worley";"Abs 1";"Scope 1+2 (location-based)";"100.0";5;"2016.0";"2017.0";62607;2020;100;"Underway";59476.65
"2018";20851;"Wus";"Abs 1";"Scope 1+2 (location-based)";"100.0";30;"2016.0";"2016.0";142953.98;2025;20;"Underway";134376.7412
"2018";20839;"Xcel Energy Inc.";"Abs 1";"Other, please specify: Owned and Purchased Power";"96.0";60;"2005.0";NA;80677061;2030;35;"Underway";63734878.19
"2018";20839;"Xcel Energy Inc.";"Abs 2";"Other, please specify: Owned and Purchased Energy";"96.0";50;"2005.0";NA;80677061;2022;35;"Underway";66558575.325
"2018";20822;"Xerox Corporation";"Abs 1";"Scope 1+2 (location-based)";"100.0";20;"2012.0";"2014.0";275714;2020;100;"Replaced";220571.2
"2018";20822;"Xerox Corporation";"Abs 2";"Other, please specify: Scope 1+2 (mkt) from energy consumption";"99.0";100;"2016.0";"2017.0";192689;2050;6;"Underway";181127.66
"2018";20822;"Xerox Corporation";"Abs 3";"Scope 1+2 (location-based)";"100.0";25;"2016.0";"2017.0";180128;2025;56;"New";154910.08
"2018";22859;"Xilinx Inc";"Abs 1";"Scope 1+2 (location-based)";"100.0";10;"2014.0";"2014.0";27822;2019;30;"Underway";26987.34
"2018";828138;"Yachiyo";"Abs 1";"Scope 1+2 (location-based)";"100.0";38;"1990.0";"2010.0";9000;2020;81;"Underway";6229.8
"2018";20883;"Yamaha Corporation";"Abs 1";"Scope 1 +2 (market-based)";"90.0";34;"2012.0";"2016.0";198728;2030;82.9;"Underway";142714.52592
