"Country/Region";"account_id";"company_name";"primary_sector";"primary_industry";"primary_activity";"Target year";"target_type";"Scope";"Scope_short";"incorporation_country";"Base year";"% reduction from base year";"BY_EM_target";"BY_EM_100";"BY_EM_100_excl_scope3";"Most recent accounting year";"MRY_EM_100";"MRY_EM_100_excl_scope3";"Country impact (excl. scope 3)";"percent_alloc";"% emissions in Scope";"Scope_long";"Country S1";"Country S2L";"Country S2M";"Global S1";"Global S2L";"Global S2M";"T_ID";"Target coverage";"Year target was set";"Is this a science-based target?";"% of target achieved [auto-calculated]";"Scope1";"Scope2";"BY_tmp";"BaseYearEmissions_excl_scope3";"S1";"S2";"perc_scope1";"ratio_EM_excl_incl_scope3";"TargetYearEmissions_excl_scope3";"MRY_EM_excl_scope3_interpolated";"MRY_EM_excl_scope3"
"Global";15169;"Prologis";"Financial services";"Services";"REIT";2040;"absolute";"Scope 1+2";"S12M";"United States of America";2016;56;2735;2735;NA;2019;4842;NA;0;1;100;"Scope 1+2 (market-based)";2490.66;4097.81;277.65;2490.66;4097.81;277.65;"15169-abs-S12M-2016-2040-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-137.568555758684;"S1";"S2M";2735;2735;2490.66;277.65;0.899704151630417;1;1203.4;2543.55;4842
"Global";15169;"Prologis";"Financial services";"Services";"REIT";2040;"absolute";"Scope 1+2";"S12M";"United States of America";2016;56;2735;2735;NA;2019;4842;NA;0;1;100;"Scope 1+2 (market-based)";NA;NA;NA;NA;NA;NA;"15169-abs-S12M-2016-2040-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-137.568555758684;"S1";"S2M";2735;2735;NA;NA;1;1;1203.4;2543.55;4842
"Global";15655;"REN - Redes Energéticas Nacionais";"Energy utility networks";"Infrastructure";"Electricity networks";2020;"absolute";"Scope 1";"S1";"Portugal";2012;15;23411;28943.6099;NA;2019;20302.68;NA;0;1;89;"Scope 1";22812;NA;NA;22812;NA;NA;"15655-abs-S1-2012-2020-1";"Business division";2012;"No, but we anticipate setting one in the next 2 years";90.9259180157476;"S1";"";23411;23411;22812;0;1;1;19899.35;20338.30625;20302.68
"Global";15660;"Rengo Co., Ltd.";"Paper products & packaging";"Manufacturing";"Paper packaging";2020;"absolute";"Scope 1+2";"S12L";"Japan";1990;32;1075389;NA;NA;2019;NA;NA;0;1;88;"Scope 1+2 (location-based)";1071255;231609;NA;1071255;231609;NA;"15660-abs-S12L-1990-2020-1";"Company-wide";2010;"No, but we anticipate setting one in the next 2 years";72.5783879135829;"S1";"S2L";1075389;1075389;1071255;231609;0.822230869837527;1;731264.52;742735.336;742735.336
"Global";15660;"Rengo Co., Ltd.";"Paper products & packaging";"Manufacturing";"Paper packaging";2020;"absolute";"Scope 1+2";"S12L";"Japan";1990;32;1075389;NA;NA;2019;NA;NA;0;1;88;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"15660-abs-S12L-1990-2020-1";"Company-wide";2010;"No, but we anticipate setting one in the next 2 years";72.5783879135829;"S1";"S2L";1075389;1075389;NA;NA;1;1;731264.52;742735.336;742735.336
"Global";15660;"Rengo Co., Ltd.";"Paper products & packaging";"Manufacturing";"Paper packaging";2050;"absolute";"Scope 1+2";"S12L";"Japan";1990;50;1075389;NA;NA;2019;NA;NA;0;1;88;"Scope 1+2 (location-based)";1071255;231609;NA;1071255;231609;NA;"15660-abs-S12L-1990-2050-1";"Company-wide";2010;"No, but we anticipate setting one in the next 2 years";46.4501682646931;"S1";"S2L";1075389;1075389;1071255;231609;0.822230869837527;1;537694.5;815503.325;815503.325
"Global";15660;"Rengo Co., Ltd.";"Paper products & packaging";"Manufacturing";"Paper packaging";2050;"absolute";"Scope 1+2";"S12L";"Japan";1990;50;1075389;NA;NA;2019;NA;NA;0;1;88;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"15660-abs-S12L-1990-2050-1";"Company-wide";2010;"No, but we anticipate setting one in the next 2 years";46.4501682646931;"S1";"S2L";1075389;1075389;NA;NA;1;1;537694.5;815503.325;815503.325
"Global";15660;"Rengo Co., Ltd.";"Paper products & packaging";"Manufacturing";"Paper packaging";2030;"absolute";"Scope 1+2";"S12L";"Japan";2013;26;869085;NA;NA;2019;NA;NA;0;1;66;"Scope 1+2 (location-based)";904189;268033;375456;904189;268033;375456;"15660-abs-S12L-2013-2030-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";11.9807702265114;"S1";"S2L";869085;869085;904189;268033;0.771346212577481;1;643122.9;789333.670588235;789333.670588235
"Global";15660;"Rengo Co., Ltd.";"Paper products & packaging";"Manufacturing";"Paper packaging";2030;"absolute";"Scope 1+2";"S12L";"Japan";2013;26;869085;NA;NA;2019;NA;NA;0;1;66;"Scope 1+2 (location-based)";NA;NA;NA;NA;NA;NA;"15660-abs-S12L-2013-2030-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";11.9807702265114;"S1";"S2L";869085;869085;NA;NA;1;1;643122.9;789333.670588235;789333.670588235
"Global";15670;"Republic Services, Inc.";"Non-energy utilities";"Infrastructure";"Waste management";2030;"absolute";"Scope 1+2";"S12M";"United States of America";2017;35;13772540;13770144;NA;2019;14185840;NA;0;1;100;"Scope 1+2 (market-based)";NA;NA;NA;NA;NA;NA;"15670-abs-S12M-2017-2030-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-8.57399682888663;"S1";"S2M";13772540;13772540;NA;NA;1;1;8952151;13030941.6923077;14185840
"Global";15670;"Republic Services, Inc.";"Non-energy utilities";"Infrastructure";"Waste management";2030;"absolute";"Scope 1+2";"S12M";"United States of America";2017;35;13772540;13770144;NA;2019;14185840;NA;0;1;100;"Scope 1+2 (market-based)";13967446;276488;274431;13967446;276488;274431;"15670-abs-S12M-2017-2030-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-8.57399682888663;"S1";"S2M";13772540;13772540;13967446;274431;0.98073070003343;1;8952151;13030941.6923077;14185840
"Global";15763;"Ricoh Co., Ltd.";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2030;"absolute";"Scope 1+2";"S12M";"Japan";2015;63;441341;NA;NA;2020;338005;NA;0;1;100;"Scope 1+2 (market-based)";131987;241136;206018;131987;241136;206018;"15763-abs-S12M-2015-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";37.1655894482915;"S1";"S2M";441341;441341;131987;206018;0.390488306386;1;163296.17;348659.39;338005
"Global";15763;"Ricoh Co., Ltd.";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2030;"absolute";"Scope 1+2";"S12M";"Japan";2015;63;441341;NA;NA;2020;338005;NA;0;1;100;"Scope 1+2 (market-based)";131987;NA;NA;131987;NA;NA;"15763-abs-S12M-2015-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";37.1655894482915;"S1";"S2M";441341;441341;131987;NA;1;1;163296.17;348659.39;338005
"Global";15763;"Ricoh Co., Ltd.";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2030;"absolute";"Scope 1+2";"S12M";"Japan";2015;63;441341;NA;NA;2020;338005;NA;0;1;100;"Scope 1+2 (market-based)";NA;241136;206018;NA;241136;206018;"15763-abs-S12M-2015-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";37.1655894482915;"S1";"S2M";441341;441341;NA;206018;1;1;163296.17;348659.39;338005
"Global";15763;"Ricoh Co., Ltd.";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2050;"absolute";"Scope 1+2";"S12M";"Japan";2015;100;441341;NA;NA;2020;338005;NA;0;1;100;"Scope 1+2 (market-based)";131987;241136;206018;131987;241136;206018;"15763-abs-S12M-2015-2050-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";23.4143213524236;"S1";"S2M";441341;441341;131987;206018;0.390488306386;1;0;378292.285714286;338005
"Global";15763;"Ricoh Co., Ltd.";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2050;"absolute";"Scope 1+2";"S12M";"Japan";2015;100;441341;NA;NA;2020;338005;NA;0;1;100;"Scope 1+2 (market-based)";131987;NA;NA;131987;NA;NA;"15763-abs-S12M-2015-2050-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";23.4143213524236;"S1";"S2M";441341;441341;131987;NA;1;1;0;378292.285714286;338005
"Global";15763;"Ricoh Co., Ltd.";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2050;"absolute";"Scope 1+2";"S12M";"Japan";2015;100;441341;NA;NA;2020;338005;NA;0;1;100;"Scope 1+2 (market-based)";NA;241136;206018;NA;241136;206018;"15763-abs-S12M-2015-2050-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";23.4143213524236;"S1";"S2M";441341;441341;NA;206018;1;1;0;378292.285714286;338005
"Global";16012;"Royal Dutch Shell";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2025;"absolute";"Scope 1";"S1";"United Kingdom of Great Britain and Northern Ireland";2015;25;3400000;3384000;NA;2019;3290000;NA;0;1;4.7;"Scope 1";70000000;11000000;10000000;70000000;11000000;10000000;"16012-abs-S1-2015-2025-1";"Site/facility";2014;"No, but we are reporting another target that is science-based";97.5402352941176;"S1";"";3400000;3400000;70000000;0;1;1;2550000;3060000;3290000
"Global";16012;"Royal Dutch Shell";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2025;"absolute";"Scope 1";"S1";"United Kingdom of Great Britain and Northern Ireland";2015;25;3400000;3384000;NA;2019;3290000;NA;0;1;4.7;"Scope 1";70000000;NA;NA;70000000;NA;NA;"16012-abs-S1-2015-2025-1";"Site/facility";2014;"No, but we are reporting another target that is science-based";97.5402352941176;"S1";"";3400000;3400000;70000000;0;1;1;2550000;3060000;3290000
"Global";16012;"Royal Dutch Shell";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2030;"absolute";"Scope 1";"S1";"United Kingdom of Great Britain and Northern Ireland";2015;100;7400000;7401600;NA;2019;7196000;NA;0;1;10.28;"Scope 1";70000000;11000000;10000000;70000000;11000000;10000000;"16012-abs-S1-2015-2030-1";"Company-wide";2015;"No, but we are reporting another target that is science-based";81.0810810810811;"S1";"";7400000;7400000;70000000;0;1;1;0;5426666.66666667;7196000
"Global";16012;"Royal Dutch Shell";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2030;"absolute";"Scope 1";"S1";"United Kingdom of Great Britain and Northern Ireland";2015;100;7400000;7401600;NA;2019;7196000;NA;0;1;10.28;"Scope 1";70000000;NA;NA;70000000;NA;NA;"16012-abs-S1-2015-2030-1";"Company-wide";2015;"No, but we are reporting another target that is science-based";81.0810810810811;"S1";"";7400000;7400000;70000000;0;1;1;0;5426666.66666667;7196000
"Global";16012;"Royal Dutch Shell";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2050;"absolute";"Scope 1+2";"S12M";"United Kingdom of Great Britain and Northern Ireland";2019;100;80000000;80000000;NA;2019;80000000;NA;0;1;100;"Scope 1+2 (market-based)";70000000;11000000;10000000;70000000;11000000;10000000;"16012-abs-S12M-2019-2050-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"S1";"S2M";80000000;80000000;70000000;10000000;0.875;1;0;80000000;80000000
"Global";16012;"Royal Dutch Shell";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2050;"absolute";"Scope 1+2";"S12M";"United Kingdom of Great Britain and Northern Ireland";2019;100;80000000;80000000;NA;2019;80000000;NA;0;1;100;"Scope 1+2 (market-based)";70000000;NA;NA;70000000;NA;NA;"16012-abs-S12M-2019-2050-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"S1";"S2M";80000000;80000000;70000000;NA;1;1;0;80000000;80000000
"Global";16012;"Royal Dutch Shell";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2050;"absolute";"Scope 1+2+3";"S12M3";"United Kingdom of Great Britain and Northern Ireland";2019;100;1646000000;773630000;80000000;2019;773630000;80000000;170210565.774337;1;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";70000000;11000000;10000000;70000000;11000000;10000000;"16012-abs-S12M3-2019-2050-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"S1";"S2M";1646000000;170210565.774337;70000000;10000000;0.875;0.103408606181249;0;170210565.774337;80000000
"Global";16012;"Royal Dutch Shell";"Oil & gas processing";"Fossil Fuels";"Oil & gas refining";2050;"absolute";"Scope 1+2+3";"S12M3";"United Kingdom of Great Britain and Northern Ireland";2019;100;1646000000;773630000;80000000;2019;773630000;80000000;170210565.774337;1;100;"Scope 1+2 (market-based) +3 (upstream & downstream)";70000000;NA;NA;70000000;NA;NA;"16012-abs-S12M3-2019-2050-1";"Company-wide";2020;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";0;"S1";"S2M";1646000000;170210565.774337;70000000;NA;1;0.103408606181249;0;170210565.774337;80000000
"Global";16072;"Ryder System, Inc.";"Trading, wholesale, distribution, rental & leasing";"Retail";"Vehicles & machinery rental & leasing";2020;"absolute";"Scope 1+2";"S12L";"United States of America";2009;20;84028.13;85516.65;NA;2019;133808.5755;NA;0;1;15;"Scope 1+2 (location-based)";NA;99935.45;101365.07;NA;99935.45;101365.07;"16072-abs-S12L-2009-2020-1";"Business division";2012;"No, and we do not anticipate setting one in the next 2 years";102.56827088738;"S1";"S2L";84028.13;84028.13;NA;99935.45;1;1;67222.504;68750.2881818182;133808.5755
"Global";16072;"Ryder System, Inc.";"Trading, wholesale, distribution, rental & leasing";"Retail";"Vehicles & machinery rental & leasing";2020;"absolute";"Scope 1+2";"S12L";"United States of America";2009;20;84028.13;85516.65;NA;2019;133808.5755;NA;0;1;15;"Scope 1+2 (location-based)";792121.72;99935.45;101365.07;792121.72;99935.45;101365.07;"16072-abs-S12L-2009-2020-1";"Business division";2012;"No, and we do not anticipate setting one in the next 2 years";102.56827088738;"S1";"S2L";84028.13;84028.13;792121.72;99935.45;0.887971922247988;1;67222.504;68750.2881818182;133808.5755
"Global";16130;"Sage Group";"IT & software development";"Services";"Software";2020;"absolute";"Scope 1+2";"S12L";"United Kingdom of Great Britain and Northern Ireland";2015;5;19023;25965.4;NA;2019;12329;NA;0;1;100;"Scope 1+2 (location-based)";NA;10524;9075;NA;10524;9075;"16130-abs-S12L-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";703.779635178468;"S1";"S2L";19023;19023;NA;10524;1;1;18071.85;18262.08;12329
"Global";16130;"Sage Group";"IT & software development";"Services";"Software";2020;"absolute";"Scope 1+2";"S12L";"United Kingdom of Great Britain and Northern Ireland";2015;5;19023;25965.4;NA;2019;12329;NA;0;1;100;"Scope 1+2 (location-based)";1805;10524;9075;1805;10524;9075;"16130-abs-S12L-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";703.779635178468;"S1";"S2L";19023;19023;1805;10524;0.146402790169519;1;18071.85;18262.08;12329
"Global";16130;"Sage Group";"IT & software development";"Services";"Software";2020;"absolute";"Scope 1+2";"S12L";"United Kingdom of Great Britain and Northern Ireland";2015;5;19023;25965.4;NA;2019;12329;NA;0;1;100;"Scope 1+2 (location-based)";1805;NA;NA;1805;NA;NA;"16130-abs-S12L-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";703.779635178468;"S1";"S2L";19023;19023;1805;NA;1;1;18071.85;18262.08;12329
"Global";16158;"Salesforce.com, Inc.";"IT & software development";"Services";"Software";2050;"absolute";"Scope 1+2";"S12M";"United States of America";2015;100;106542;NA;NA;2020;140507;NA;0;1;100;"Scope 1+2 (market-based)";5371.19;46029.49;NA;5371.19;46029.49;NA;"16158-abs-S12M-2015-2050-1";"Company-wide";2016;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";-31.8785080062323;"S1";"S2M";106542;106542;5371.19;NA;1;1;0;91321.7142857143;140507
"Global";16158;"Salesforce.com, Inc.";"IT & software development";"Services";"Software";2050;"absolute";"Scope 1+2";"S12M";"United States of America";2015;100;106542;NA;NA;2020;140507;NA;0;1;100;"Scope 1+2 (market-based)";5371.19;56981.89;NA;5371.19;56981.89;NA;"16158-abs-S12M-2015-2050-1";"Company-wide";2016;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";-31.8785080062323;"S1";"S2M";106542;106542;5371.19;NA;1;1;0;91321.7142857143;140507
"Global";16158;"Salesforce.com, Inc.";"IT & software development";"Services";"Software";2030;"absolute";"Scope 1+2";"S12M";"United States of America";2018;50;162938;143180;NA;2020;140507;NA;0;1;100;"Scope 1+2 (market-based)";NA;NA;NA;NA;NA;NA;"16158-abs-S12M-2018-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";27.5343995875732;"S1";"S2M";162938;162938;NA;NA;1;1;81469;149359.833333333;140507
"Global";16158;"Salesforce.com, Inc.";"IT & software development";"Services";"Software";2030;"absolute";"Scope 1+2";"S12M";"United States of America";2018;50;162938;143180;NA;2020;140507;NA;0;1;100;"Scope 1+2 (market-based)";4017;174345;133502;4017;174345;133502;"16158-abs-S12M-2018-2030-1";"Company-wide";2019;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";27.5343995875732;"S1";"S2M";162938;162938;4017;133502;0.0292105090932889;1;81469;149359.833333333;140507
"Global";16186;"Samsung Engineering";"Construction";"Infrastructure";"Energy infrastructure construction";2020;"absolute";"Scope 1+2";"S12L";"Republic of Korea";2014;15;245416;245416;NA;2019;39054.056;NA;0;1;100;"Scope 1+2 (location-based)";18307.699;NA;NA;18307.699;NA;NA;"16186-abs-S12L-2014-2020-1";"Company-wide";2015;"No, but we are reporting another target that is science-based";560.577414132195;"S1";"S2L";245416;245416;18307.699;NA;1;1;208603.6;214739;39054.056
"Global";16186;"Samsung Engineering";"Construction";"Infrastructure";"Energy infrastructure construction";2020;"absolute";"Scope 1+2";"S12L";"Republic of Korea";2014;15;245416;245416;NA;2019;39054.056;NA;0;1;100;"Scope 1+2 (location-based)";18307.699;20746.357;NA;18307.699;20746.357;NA;"16186-abs-S12L-2014-2020-1";"Company-wide";2015;"No, but we are reporting another target that is science-based";560.577414132195;"S1";"S2L";245416;245416;18307.699;20746.357;0.468778428545296;1;208603.6;214739;39054.056
"Global";16186;"Samsung Engineering";"Construction";"Infrastructure";"Energy infrastructure construction";2036;"absolute";"Scope 1+2";"S12L";"Republic of Korea";2014;37;245416;245416;NA;2019;39054.056;NA;0;1;100;"Scope 1+2 (location-based)";18307.699;NA;NA;18307.699;NA;NA;"16186-abs-S12L-2014-2036-1";"Company-wide";2015;"No, but we are reporting another target that is science-based";227.261113837376;"S1";"S2L";245416;245416;18307.699;NA;1;1;154612.08;224778.745454545;39054.056
"Global";16186;"Samsung Engineering";"Construction";"Infrastructure";"Energy infrastructure construction";2036;"absolute";"Scope 1+2";"S12L";"Republic of Korea";2014;37;245416;245416;NA;2019;39054.056;NA;0;1;100;"Scope 1+2 (location-based)";18307.699;20746.357;NA;18307.699;20746.357;NA;"16186-abs-S12L-2014-2036-1";"Company-wide";2015;"No, but we are reporting another target that is science-based";227.261113837376;"S1";"S2L";245416;245416;18307.699;20746.357;0.468778428545296;1;154612.08;224778.745454545;39054.056
"Global";16266;"Samsung SDI";"Electrical & electronic equipment";"Manufacturing";"Batteries";2020;"absolute";"Scope 1+2";"S12L";"Republic of Korea";2015;21.83;1387943;NA;NA;2019;1083890.25;NA;0;1;85;"Scope 1+2 (location-based)";162873;NA;NA;162873;NA;NA;"16266-abs-S12L-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";100.02674796082;"S1";"S2L";1387943;1387943;162873;NA;1;1;1084955.0431;1145552.63448;1083890.25
"Global";16266;"Samsung SDI";"Electrical & electronic equipment";"Manufacturing";"Batteries";2020;"absolute";"Scope 1+2";"S12L";"Republic of Korea";2015;21.83;1387943;NA;NA;2019;1083890.25;NA;0;1;85;"Scope 1+2 (location-based)";NA;1112292;0;NA;1112292;0;"16266-abs-S12L-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";100.02674796082;"S1";"S2L";1387943;1387943;NA;1112292;1;1;1084955.0431;1145552.63448;1083890.25
"Global";16266;"Samsung SDI";"Electrical & electronic equipment";"Manufacturing";"Batteries";2020;"absolute";"Scope 1+2";"S12L";"Republic of Korea";2015;21.83;1387943;NA;NA;2019;1083890.25;NA;0;1;85;"Scope 1+2 (location-based)";162873;1112292;0;162873;1112292;0;"16266-abs-S12L-2015-2020-1";"Company-wide";2015;"No, but we anticipate setting one in the next 2 years";100.02674796082;"S1";"S2L";1387943;1387943;162873;1112292;0.12772700003529;1;1084955.0431;1145552.63448;1083890.25
"Global";16580;"Seagate Technology PLC";"Electrical & electronic equipment";"Manufacturing";"Computer hardware";2025;"absolute";"Scope 1+2";"S12M";"Ireland";2017;20;1133571;1133571;NA;2019;1138218;NA;0;1;100;"Scope 1+2 (market-based)";NA;NA;NA;NA;NA;NA;"16580-abs-S12M-2017-2025-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-2.04971722106511;"S1";"S2M";1133571;1133571;NA;NA;1;1;906856.8;1076892.45;1138218
"Global";16580;"Seagate Technology PLC";"Electrical & electronic equipment";"Manufacturing";"Computer hardware";2025;"absolute";"Scope 1+2";"S12M";"Ireland";2017;20;1133571;1133571;NA;2019;1138218;NA;0;1;100;"Scope 1+2 (market-based)";298744;991279;1005778;298744;991279;1005778;"16580-abs-S12M-2017-2025-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-2.04971722106511;"S1";"S2M";1133571;1133571;298744;1005778;0.229006486667147;1;906856.8;1076892.45;1138218
"Global";16580;"Seagate Technology PLC";"Electrical & electronic equipment";"Manufacturing";"Computer hardware";2040;"absolute";"Scope 1+2";"S12M";"Ireland";2017;60;1133571;1133571;NA;2019;1138218;NA;0;1;100;"Scope 1+2 (market-based)";NA;NA;NA;NA;NA;NA;"16580-abs-S12M-2017-2040-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-0.683239073688371;"S1";"S2M";1133571;1133571;NA;NA;1;1;453428.4;1074428.16521739;1138218
"Global";16580;"Seagate Technology PLC";"Electrical & electronic equipment";"Manufacturing";"Computer hardware";2040;"absolute";"Scope 1+2";"S12M";"Ireland";2017;60;1133571;1133571;NA;2019;1138218;NA;0;1;100;"Scope 1+2 (market-based)";298744;991279;1005778;298744;991279;1005778;"16580-abs-S12M-2017-2040-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";-0.683239073688371;"S1";"S2M";1133571;1133571;298744;1005778;0.229006486667147;1;453428.4;1074428.16521739;1138218
"Global";16656;"Seiko Epson Corporation";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2025;"absolute";"Scope 1+2";"S12M";"Japan";2017;19;591844;NA;NA;2020;485753;NA;0;1;100;"Scope 1+2 (market-based)";NA;NA;NA;NA;NA;NA;"16656-abs-S12M-2017-2025-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";94.3447402035885;"S1";"S2M";591844;591844;NA;NA;1;1;479393.64;549675.115;485753
"Global";16656;"Seiko Epson Corporation";"Electrical & electronic equipment";"Manufacturing";"Electronic equipment";2025;"absolute";"Scope 1+2";"S12M";"Japan";2017;19;591844;NA;NA;2020;485753;NA;0;1;100;"Scope 1+2 (market-based)";188887.48;404987.12;432532.2;188887.48;404987.12;432532.2;"16656-abs-S12M-2017-2025-1";"Company-wide";2018;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";94.3447402035885;"S1";"S2M";591844;591844;188887.48;432532.2;0.303961213458833;1;479393.64;549675.115;485753
"Global";17296;"Solvay S.A.";"Chemicals";"Materials";"Specialty chemicals";2030;"absolute";"Scope 1+2";"S12M";"Belgium";2018;26;12300000;12288160;NA;2019;12011898;NA;0;1;100;"Scope 1+2 (market-based)";10587765;1511261;1424133;10587765;1511261;1424133;"17296-abs-S12M-2018-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";9.00881801125704;"S1";"S2M";12300000;12300000;10587765;1424133;0.881439802435885;1;9102000;12033500;12011898
"Global";17296;"Solvay S.A.";"Chemicals";"Materials";"Specialty chemicals";2030;"absolute";"Scope 1+2";"S12M";"Belgium";2018;26;12300000;12288160;NA;2019;12011898;NA;0;1;100;"Scope 1+2 (market-based)";10587765;NA;NA;10587765;NA;NA;"17296-abs-S12M-2018-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";9.00881801125704;"S1";"S2M";12300000;12300000;10587765;NA;1;1;9102000;12033500;12011898
"Global";17296;"Solvay S.A.";"Chemicals";"Materials";"Specialty chemicals";2030;"absolute";"Scope 1+2";"S12M";"Belgium";2018;26;12300000;12288160;NA;2019;12011898;NA;0;1;100;"Scope 1+2 (market-based)";NA;1511261;1424133;NA;1511261;1424133;"17296-abs-S12M-2018-2030-1";"Company-wide";2019;"No, but we anticipate setting one in the next 2 years";9.00881801125704;"S1";"S2M";12300000;12300000;NA;1424133;1;1;9102000;12033500;12011898
"Global";17873;"Suez";"Non-energy utilities";"Infrastructure";"Water supply networks";2030;"absolute";"Scope 1+2";"S12M";"France";2014;30;9897924;9759746;NA;2019;8935746;NA;0;1;100;"Scope 1+2 (market-based)";NA;2786785;2461187;NA;2786785;2461187;"17873-abs-S12M-2014-2030-1";"Company-wide";2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";25.421155655132;"S1";"S2M";9897924;9897924;NA;2461187;1;1;6928546.8;8969993.625;8935746
"Global";17873;"Suez";"Non-energy utilities";"Infrastructure";"Water supply networks";2030;"absolute";"Scope 1+2";"S12M";"France";2014;30;9897924;9759746;NA;2019;8935746;NA;0;1;100;"Scope 1+2 (market-based)";6474559;2786785;2461187;6474559;2786785;2461187;"17873-abs-S12M-2014-2030-1";"Company-wide";2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";25.421155655132;"S1";"S2M";9897924;9897924;6474559;2461187;0.724568379629412;1;6928546.8;8969993.625;8935746
"Global";17873;"Suez";"Non-energy utilities";"Infrastructure";"Water supply networks";2030;"absolute";"Scope 1+2";"S12M";"France";2014;30;9897924;9759746;NA;2019;8935746;NA;0;1;100;"Scope 1+2 (market-based)";6474559;NA;NA;6474559;NA;NA;"17873-abs-S12M-2014-2030-1";"Company-wide";2015;"Yes, this target has been approved as science-based by the Science-Based Targets initiative";25.421155655132;"S1";"S2M";9897924;9897924;6474559;NA;1;1;6928546.8;8969993.625;8935746
"Global";17884;"Sumitomo Electric Industries, Ltd.";"Electrical & electronic equipment";"Manufacturing";"Electrical equipment";2022;"absolute";"Scope 1+2";"S12M";"Japan";2017;0;1575000;NA;NA;2019;NA;NA;0;1;100;"Scope 1+2 (market-based)";182590;1247394;NA;182590;1247394;NA;"17884-abs-S12M-2017-2022-1";"Company-wide";2018;"Yes, we consider this a science-based target, but this target has not been approved as science-based by the Science-Based Targets initiative";NA;"S1";"S2M";1575000;1575000;182590;NA;1;1;1575000;1575000;1575000
